"left","relation","right","owl_type","match_type","path","equalSimilarityStemmed","prefix","suffix","equalSimilarityStemmeddeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher","path_stemmed","smoaDistance","umbcSim","hammingDistance","umbcphrasesim","outlier"
"http://cmt#hasCo-author","=","http://conference#was_a_committe_co-chair_of","op","FF",0.0,0.0,0.09523809523809523,0.047619047619047616,0.0,0.0,0.0,0.0,0.09523809523809523,0.02196643128991127,0.12814943956613897
"http://cmt#setMaxPapers","=","http://conference#has_a_review_reference_or_expertise","op","FF",0.3280734516028634,0.0,0.06666666666666667,0.16666666666666666,0.0,0.24817927170868348,0.23051948051948046,0.0,0.033333333333333326,0.14923112094402313,0.3549972439053432
"http://cmt#rejectedBy","=","http://conference#has_workshops","op","FF",0.0,0.0,0.08333333333333333,0.0,0.0,0.06666666666666667,0.0,0.05895772948861122,0.0,0.00718888733536005,0.1338112640785583
"http://cmt#Chairman","=","http://conference#Committee","c","FF",0.058823529411764705,0.0,0.125,0.0,0.0,0.0,0.050000000000000044,0.25515857338905334,0.11111111111111116,0.42498061060905457,0.35314368321274725
"http://cmt#writeReview","=","http://conference#has_an_abstract","op","FF",0.11805555555555555,0.0,0.0,0.09090909090909091,0.0,0.11805555555555555,0.0,0.0,0.0,0.042267248034477234,0.13910520657047015
"http://cmt#readPaper","=","http://conference#has_been_assigned_a_review_reference","op","FF",0.2115079365079365,0.0,0.0,0.0,0.0,0.3337301587301587,0.0,0.10231402687107523,0.0,0.12440363317728043,0.2732558199274689
"http://cmt#Reviewer","=","http://conference#Committee_member","c","FF",0.08187134502923976,0.0,0.06666666666666667,0.25,0.0,0.027777777777777776,0.0,0.12703115306794643,0.0,0.09608937799930573,0.19939106968289685
"http://cmt#hasCo-author","=","http://conference#was_a_committee_of","op","FF",0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1333333333333333,0.0073698582127690315,0.1596772604938785
"http://cmt#Preference","=","http://conference#Committee_member","c","FF",0.07291666666666666,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.012342150323092937,0.15803900014473915
"http://cmt#acceptPaper","=","http://conference#has_parts","op","FF",0.045454545454545456,0.0,0.125,0.125,0.0,0.20833333333333331,0.0,0.033726394176483154,0.0,0.036195870488882065,0.16939058290059453
"http://cmt#Meta-Reviewer","=","http://conference#Review_preference","c","FF",0.05277777777777778,0.5,0.5,0.125,0.5,0.6,0.5453667953667953,0.2052147388458252,0.25,0.05188322067260742,0.9337367987646911
"http://cmt#hasAuthor","=","http://conference#has_members","op","FF",0.0,0.5,0.3333333333333333,0.1111111111111111,0.5,0.16666666666666666,0.5174707602339181,0.20745548605918884,0.4,0.0683223307132721,0.8048632671164616
"http://cmt#Co-author","=","http://conference#Presentation","c","FF",0.058823529411764705,0.0,0.0,0.08333333333333333,0.0,0.07142857142857142,0.0,0.0,0.0,0.10708703845739365,0.1249815617832225
"http://cmt#SubjectArea","=","http://conference#Paper","c","FF",0.1388888888888889,0.0,0.0,0.2,0.0,0.1388888888888889,0.0,0.06928207725286484,0.0,0.007097118068486452,0.19125110455550817
"http://cmt#Chairman","=","http://conference#Invited_talk","c","FF",0.05,0.0,0.125,0.09090909090909091,0.0,0.10555555555555556,0.0,0.0,0.09090909090909094,0.04055115953087807,0.13379624276836755
"http://cmt#memberOfConference","=","http://conference#has_workshops","op","FF",0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.29536017775535583,0.11111111111111116,0.3695671558380127,0.3376393580139585
"http://cmt#Chairman","=","http://conference#Publisher","c","FF",0.05555555555555555,0.0,0.0,0.125,0.0,0.125,0.0,0.027416305616497993,0.0,0.05881218984723091,0.13633429836166683
"http://cmt#addProgramCommitteeMember","=","http://conference#was_a_steering_committee_of","op","FF",0.37710043224749107,0.2,0.043478260869565216,0.08695652173913043,0.2,0.33809523809523806,0.48108643568005893,0.34632098698057234,0.040000000000000036,0.47589755058288574,0.6846930861729966
"http://cmt#addProgramCommitteeMember","=","http://conference#has_tracks","op","FF",0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.09415584415584416,0.0,0.01912018470466137,0.040000000000000036,0.08448165655136108,0.12570794175253563
"http://cmt#markConflictOfInterest","=","http://conference#was_a_steering_committee_of","op","FF",0.1865079365079365,0.2,0.043478260869565216,0.09090909090909091,0.2,0.16666666666666666,0.0,0.05226584461828073,0.13043478260869568,0.0,0.33571648978703034
"http://cmt#assignedByAdministrator","=","http://conference#has_authors","op","FF",0.0,0.0,0.2,0.2,0.0,0.07142857142857142,0.0,0.09318953938782215,0.04347826086956519,0.09321711212396622,0.1937969516831632
"http://cmt#setMaxPapers","=","http://conference#has_a_committee_chair","op","FF",0.17752525252525253,0.0,0.05555555555555555,0.08333333333333333,0.0,0.10416666666666667,0.0,0.0,0.0,0.09231915324926376,0.15105103562010092
"http://cmt#hasBid","=","http://conference#was_a_committee_chair_of","op","FF",0.11309523809523808,0.0,0.1,0.0,0.0,0.07142857142857142,0.0,0.0,0.09999999999999998,0.027658676728606224,0.14859858525821676
"http://cmt#enterReviewCriteria","=","http://conference#is_submitted_at","op","FF",0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.10317460317460318,0.0,0.11911527945388418,0.052631578947368474,0.2859102487564087,0.20302708993677246
"http://cmt#AuthorNotReviewer","=","http://conference#Conference_participant","c","FF",0.19999999999999998,0.0,0.047619047619047616,0.09523809523809523,0.0,0.09166666666666667,0.0,0.2654358521103859,0.04761904761904767,0.11938760429620743,0.23998763623337266
"http://cmt#Decision","=","http://conference#Chair","c","FF",0.058823529411764705,0.0,0.125,0.0,0.0,0.0,0.0,0.021581638604402542,0.125,0.017207225784659386,0.15504698882424142
"http://cmt#adjustBid","=","http://conference#is_the_1th_part_of","op","FF",0.26346153846153847,0.0,0.1111111111111111,0.0,0.0,0.26346153846153847,0.0,0.0,0.07692307692307687,0.029599832370877266,0.25798502309333843
"http://cmt#Document","=","http://conference#Reviewed_contribution","c","FF",0.045454545454545456,0.0,0.05,0.125,0.0,0.0625,0.0,0.0910087376832962,0.0,0.13881999254226685,0.1332244909823296
"http://cmt#assignExternalReviewer","=","http://conference#belongs_to_reviewers","op","FF",0.0,0.3333333333333333,0.0,0.4444444444444444,0.3333333333333333,0.5611111111111111,0.5110151187904968,0.0,0.045454545454545414,0.7180269360542297,0.9429634927411229
"http://cmt#readByMeta-Reviewer","=","http://conference#invited_by","op","FF",0.0,0.25,0.05555555555555555,0.16666666666666666,0.25,0.0,0.327020202020202,0.03597677002350489,0.0,0.09997126460075378,0.44042358655085884
"http://cmt#Bid","=","http://conference#Paid_applicant","c","FF",0.03571428571428571,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.1279792319983244,0.0,0.1598629206418991,0.17526472789394676
"http://cmt#ProgramCommitteeMember","=","http://conference#Regular_author","c","FF",0.11342592592592593,0.0,0.045454545454545456,0.07692307692307693,0.35355339059327373,0.0925925925925926,0.0,0.06915182868639629,0.045454545454545414,0.0683223307132721,0.3617761529125894
"http://cmt#hasSubjectArea","=","http://conference#has_parts","op","FF",0.14166666666666666,0.3333333333333333,0.375,0.125,0.3333333333333333,0.1388888888888889,0.4917645085541764,0.35009072721004486,0.2142857142857143,0.44440025091171265,0.718850434424327
"http://cmt#assignExternalReviewer","=","http://conference#has_a_review","op","FF",0.1111111111111111,0.3333333333333333,0.2,0.2727272727272727,0.3333333333333333,0.42777777777777776,0.5318579766536965,0.16943763568997383,0.045454545454545414,0.4722846448421478,0.7253494378146291
"http://cmt#writePaper","=","http://conference#has_tracks","op","FF",0.0,0.0,0.0,0.1111111111111111,0.0,0.18333333333333335,0.0,0.004146057181060314,0.09999999999999998,0.009740970097482204,0.18139936973153123
"http://cmt#date","=","http://conference#has_the_first_name","dp","FF",0.12142857142857143,0.0,0.0,0.25,0.0,0.12142857142857143,0.0,0.11021225899457932,0.06666666666666665,0.17604999244213104,0.2241284689737849
"http://cmt#enterReviewCriteria","=","http://conference#has_a_steering_committee","op","FF",0.04945054945054945,0.0,0.047619047619047616,0.05263157894736842,0.0,0.15,0.2108118361153264,0.1323523928100864,0.04761904761904767,0.17704768478870392,0.24623487701402869
"http://cmt#assignedByAdministrator","=","http://conference#is_given_by","op","FF",0.02631578947368421,0.3333333333333333,0.08695652173913043,0.08695652173913043,0.3333333333333333,0.0,0.0,0.16132590919733047,0.08695652173913049,0.14245614409446716,0.4814155207311683
"http://cmt#reviewCriteriaEnteredBy","=","http://conference#was_a_committee_chair_of","op","FF",0.06547619047619048,0.0,0.05,0.0,0.0,0.041666666666666664,0.0,0.13470956527938446,0.08695652173913049,0.17368710041046143,0.15983454316163778
"http://cmt#hasSubjectArea","=","http://conference#has_a_review_expertise","op","FF",0.22700216450216448,0.25,0.21428571428571427,0.07142857142857142,0.25,0.11904761904761904,0.5705954617719324,1.8095994892064482E-4,0.1578947368421053,0.12313151359558105,0.5520148707349414
"http://cmt#assignedByAdministrator","=","http://conference#has_a_topic_or_a_submission_contribution","op","FF",0.06722689075630252,0.0,0.0,0.0,0.0,0.0,0.29520583637311093,0.012531608149098853,0.02941176470588236,0.06694938987493515,0.2867651939242662
"http://cmt#User","=","http://conference#Invited_talk","c","FF",0.03571428571428571,0.0,0.0,0.0,0.0,0.07738095238095238,0.0,0.004246532451361418,0.0,0.0,0.13490499896446706
"http://cmt#Co-author","=","http://conference#Reviewed_contribution","c","FF",0.029411764705882353,0.0,0.125,0.05,0.0,0.027777777777777776,0.0,0.0,0.0,0.09800596535205841,0.12189817783120335
"http://cmt#Person","=","http://conference#Conference_part","c","FF",0.08846153846153847,0.0,0.07142857142857142,0.14285714285714285,0.0,0.05,0.0,0.0,0.0,0.0,0.13162364245722946
"http://cmt#hasConferenceMember","=","http://conference#gives_presentations","op","FF",0.0,0.0,0.0,0.05555555555555555,0.0,0.17251984126984127,0.0,0.157682403922081,0.1578947368421053,0.2003193199634552,0.2285639546117079
"http://cmt#virtualMeetingEnabledBy","=","http://conference#belong_to_a_conference_volume","op","FF",0.21428571428571427,0.0,0.043478260869565216,0.08695652173913043,0.0,0.12037037037037036,0.0,0.0,0.0,0.4438706934452057,0.34858358558573377
"http://cmt#adjustedBy","=","http://conference#was_a_committe_co-chair_of","op","FF",0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.02580247074365616,0.1253692302124107
"http://cmt#siteURL","=","http://conference#is_a_date_of_acceptance_announcement","dp","FF",0.1877899877899878,0.0,0.0,0.0,0.0,0.12301587301587301,0.0,0.03807419538497925,0.0,0.035655584186315536,0.1730032159116736
"http://cmt#hardcopyMailingManifestsPrintedBy","=","http://conference#has_members","op","FF",0.0,0.0,0.0,0.0,0.0,0.050420168067226885,0.09999999999999998,0.010023281909525394,0.06060606060606055,0.03232698142528534,0.1607401492460469
"http://cmt#assignedByReviewer","=","http://conference#belong_to_a_conference_volume","op","FF",0.04074074074074074,0.0,0.05555555555555555,0.08,0.0,0.19999999999999998,0.0,0.0,0.0,0.05294783040881157,0.1521174985793291
"http://cmt#ProgramCommitteeMember","=","http://conference#Camera_ready_contribution","c","FF",0.2436074546368664,0.0,0.045454545454545456,0.08695652173913043,0.0,0.049999999999999996,0.0,0.10341402639945348,0.08695652173913049,0.07144120335578918,0.19575147934370932
"http://cmt#co-writePaper","=","http://conference#has_a_review_expertise","op","FF",0.14545454545454545,0.0,0.0,0.15789473684210525,0.0,0.1,0.27591857857512503,0.03985200822353363,0.052631578947368474,0.12583321332931519,0.2840468057992708
"http://cmt#writePaper","=","http://conference#has_tutorials","op","FF",0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.019502071663737297,0.08333333333333337,0.03637082129716873,0.1292193590651752
"http://cmt#ProgramCommitteeChair","=","http://conference#Early_paid_applicant","c","FF",0.07633477633477634,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.025446567684412003,0.0,0.06095396354794502,0.11084072892931238
"http://cmt#Chairman","=","http://conference#Late_paid_applicant","c","FF",0.06666666666666667,0.0,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,0.005560871834556262,0.0,1.0955140896840021E-4,0.12487712772330029
"http://cmt#finalizePaperAssignment","=","http://conference#has_a_committee_co-chair","op","FF",0.04945054945054945,0.0,0.0,0.05,0.0,0.0,0.0,0.0759095090130965,0.08695652173913049,0.09435323625802994,0.13309233192680905
"http://cmt#rejectedBy","=","http://conference#was_an_organizing_committee_of","op","FF",0.0,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.041144609451293945,0.0,0.046180274337530136,0.11854912230345417
"http://cmt#assignReviewer","=","http://conference#was_a_committee_of","op","FF",0.02631578947368421,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.10375847551040351,0.1333333333333333,0.1976151019334793,0.19524602252510528
"http://cmt#co-writePaper","=","http://conference#has_a_commtitee","op","FF",0.0,0.0,0.15384615384615385,0.08333333333333333,0.0,0.0,0.32472440944881886,0.0,0.0,0.0,0.3145717998675864
"http://cmt#reviewerBiddingStartedBy","=","http://conference#was_a_committe_co-chair_of","op","FF",0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.04166666666666663,0.03978675231337547,0.12031314858557762
"http://cmt#Preference","=","http://conference#Paid_applicant","c","FF",0.03571428571428571,0.0,0.1,0.0,0.0,0.0,0.050000000000000044,0.0,0.07692307692307687,0.25768643617630005,0.20977282327515095
"http://cmt#SubjectArea","=","http://conference#Regular_author","c","FF",0.1125,0.0,0.18181818181818182,0.09090909090909091,0.0,0.1125,0.0,0.070736825466156,0.07692307692307687,0.011120203882455826,0.16662717982501826
"http://cmt#addedBy","=","http://conference#was_a_committe_co-chair_of","op","FF",0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13224401597651356
"http://cmt#hasSubjectArea","=","http://conference#has_an_organizing_committee","op","FF",0.08846153846153847,0.25,0.21428571428571427,0.07142857142857142,0.25,0.10555555555555556,0.35779023370701113,0.005450297612696886,0.125,0.0250075776129961,0.4377455386555772
"http://cmt#writtenBy","=","http://conference#invites_co-reviewers","op","FF",0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.11111111111111116,0.07315516471862793,0.14630016187611813
"http://cmt#rejectPaper","=","http://conference#has_a_steering_committee","op","FF",0.1543040293040293,0.0,0.047619047619047616,0.09523809523809523,0.0,0.18333333333333335,0.0,0.07353762164711952,0.04761904761904767,0.053618621081113815,0.15530586903307717
"http://cmt#Preference","=","http://conference#Camera_ready_contribution","c","FF",0.10555555555555556,0.0,0.1,0.1,0.0,0.0,0.0,0.0019950666464865208,0.0,0.0,0.13588151533893256
"http://cmt#hasConflictOfInterest","=","http://conference#has_an_organizing_committee","op","FF",0.07738095238095238,0.25,0.14285714285714285,0.047619047619047616,0.25,0.07738095238095238,0.31896882494004797,0.010590912774205208,0.16666666666666663,0.049956612288951874,0.42209500830209923
"http://cmt#adjustedBy","=","http://conference#has_tutorials","op","FF",0.0,0.0,0.08333333333333333,0.1,0.0,0.0,0.0,0.0,0.08333333333333337,0.010642842389643192,0.12826323920342422
"http://cmt#SubjectArea","=","http://conference#Review_preference","c","FF",0.21626984126984125,0.0,0.18181818181818182,0.09090909090909091,0.0,0.20238095238095238,0.0,5.453775520436466E-4,0.0625,0.04248429089784622,0.2173033437127623
"http://cmt#addedBy","=","http://conference#has_a_submitted_contribution","op","FF",0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.021542609203606844,0.0,0.43475985527038574,0.32600018972519795
"http://cmt#Meta-Reviewer","=","http://conference#Abstract","c","FF",0.02631578947368421,0.0,0.08333333333333333,0.125,0.0,0.0625,0.0,0.04801229014992714,0.08333333333333337,0.18913552165031433,0.15138135122509988
