left,relation,right,owl_type,match_type,wuPalmerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,ngramDistance,wuPalmer,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath_stemmed,lin_stemmed,path,lin,equalSimilarityStemmed,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasure,word2Vec,prefix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,equalDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaccard,suffix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,path_stemmed,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath,umbcSim,equalDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,soft_tfidf_jaro,fuzzydice,fuzzycosine,wuPalmerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,simple_tfidf,equalDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,wuPalmer_stemmed,fuzzyjaccard,levenshteinDistance,hammingDistance,equalDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,equalDistance,umbcphrasesim,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher
http://cmt#runPaperAssignmentTools,=,http://conference#has_an_abstract,op,FF,0.35294117647058826,0.0,0.2671679197994987,0.5020531400966184,0.0765175334789388,0.11365852672296653,0.0798611111111111,0.11365852672296653,0.0,0.5020531400966184,0.5020531400966184,0.14135359753356427,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.10069444444444443,0.2671679197994987,0.0,0.27647058823529413,0.05922733981735648,0.0690764905884862,0.0,0.0,0.0,0.0,0.2671679197994987,0.0,0.0,0.3227234753550543,0.0,0.17391304347826086,0.0,0.0,0.5020531400966184,0.0,0.08768487721681595,0.5020531400966184,0.0,0.0
http://cmt#maxPapers,=,http://conference#has_an_email,dp,FF,0.4424664602683179,0.0,0.2875816993464052,0.5277777777777778,0.0,0.0,0.07107843137254902,0.0,0.0,0.5277777777777778,0.5277777777777778,0.118568950534017,0.2,0.0,0.0,0.0,0.1,0.0,0.09191176470588236,0.2875816993464052,0.0,0.2875816993464052,0.0,0.0,0.0,0.0,0.0,0.0,0.2875816993464052,0.0,0.0,0.2361111111111111,0.0,0.19999999999999996,0.09999999999999998,1.0,0.5909090909090908,0.0,0.0,0.5277777777777778,0.0,1.0
http://cmt#paperAssignmentFinalizedBy,=,http://conference#was_a_program_committee_of,op,FF,0.43753829016986917,0.0,0.43753829016986917,0.5384615384615384,0.054974929982089915,0.07960942817976667,0.12737262737262736,0.11175600648482113,0.0,0.5384615384615384,0.5384615384615384,0.273039488562494,0.045454545454545456,0.0,0.0,0.0,0.038461538461538464,0.0,0.11125541125541126,0.43753829016986917,0.0,0.43753829016986917,0.10113515265640828,0.09508950014909108,0.0,0.0,0.0,0.0,0.43753829016986917,0.0,0.0,0.4002489884842826,0.0,0.1923076923076923,0.038461538461538436,0.0,0.4690799396681749,0.0,0.08082203567028046,0.5384615384615384,0.0,0.0
http://cmt#Preference,=,http://conference#Organizer,c,FF,0.21052631578947367,0.0,0.21052631578947367,0.5314814814814816,0.0,0.0,0.0625,0.0,0.0,0.5314814814814816,0.5314814814814816,0.16202493402539334,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.21052631578947367,0.0,0.21052631578947367,0.04844691792027377,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.09999999999999998,0.09999999999999998,0.0,0.5314814814814816,0.0,0.018833830952644348,0.5314814814814816,0.0,0.0
http://cmt#assignedByReviewer,=,http://conference#was_a_steering_committee_of,op,FF,0.20634920634920634,0.0,0.17786561264822134,0.5277777777777778,0.06328610701850604,0.037032886398095044,0.05131578947368421,0.0,0.0,0.6203703703703703,0.6203703703703703,0.5280657817615912,0.08695652173913043,0.0,0.0,0.0,0.08695652173913043,0.0,0.2,0.17786561264822134,0.0,0.34810370788631656,0.04881918773526023,0.13207284058444202,0.0,0.0,0.0,0.0,0.17786561264822134,0.0,0.0,0.3431372549019608,0.0,0.21739130434782605,0.08695652173913049,0.0,0.4950980392156863,0.0,0.1509087234735489,0.6203703703703703,0.0,0.0
http://cmt#acceptPaper,=,http://conference#is_a_topis_of_conference_parts,op,FF,0.5974025974025974,0.0625,0.22857142857142856,0.4461538461538461,0.14496618679698772,0.2305024120568446,0.05808080808080809,0.02266897506201204,0.0,0.3464646464646464,0.3464646464646464,0.11763929900178034,0.04,0.0625,0.0,0.0,0.08,0.0625,0.23030303030303031,0.22857142857142856,0.2590886760009825,0.28431372549019607,0.040471329759602444,0.0,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.5657120657120657,0.0,0.19999999999999996,0.0,0.0,0.5111111111111111,0.0,0.09109200537204742,0.3464646464646464,0.0625,0.0625
http://cmt#writePaper,=,http://conference#has_parts,op,FF,0.2,0.0,0.2,0.4947712418300654,0.18495950390970528,0.3457536180852669,0.045454545454545456,0.034003462593018056,0.0,0.4481481481481482,0.4481481481481482,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.20833333333333331,0.2,0.0,0.2,0.029693045187666574,0.05601520277559757,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.5974025974025974,0.0,0.19999999999999996,0.0,0.0,0.5111111111111111,0.0,0.043012410402297974,0.4481481481481482,0.0,0.0
http://cmt#adjustedBy,=,http://conference#has_a_track-workshop-tutorial_chair,op,FF,0.20833333333333334,0.0,0.0,0.4636363636363636,0.0,0.0,0.0,0.0,0.0,0.4636363636363636,0.4636363636363636,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.31230921855921856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.09999999999999998,0.0,0.0,0.4636363636363636,0.0,0.08408347517251968,0.4636363636363636,0.0,0.0
http://cmt#hardcopyMailingManifestsPrintedBy,=,http://conference#has_tracks,op,FF,0.4444444444444444,0.0,0.0,0.5870707070707071,0.04074185892817849,0.0,0.0,0.0,0.0,0.5870707070707071,0.5870707070707071,0.10689918465260767,0.0,0.0,0.0,0.0,0.0,0.0,0.11349206349206349,0.0,0.09999999999999998,0.48051619433198384,0.0,0.004048606380820274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22275641025641024,0.0,0.1515151515151515,0.06060606060606055,0.0,0.5870707070707071,0.0,0.0017382793594151735,0.5870707070707071,0.0,0.1428571428571428
http://cmt#hasBeenAssigned,=,http://conference#has_a_review,op,FF,0.3333333333333333,0.09523809523809523,0.0,0.6287698412698413,0.06353463454315038,0.0,0.0,0.0,0.3333333333333333,0.745,0.745,0.16882292553424325,0.3,0.09523809523809523,0.0,0.2,0.0,0.09523809523809523,0.2,0.0,0.44711475409836066,0.11212121212121212,0.0,0.0368022583425045,0.0,0.12568867884748364,0.3333333333333333,0.3333333333333333,0.0,0.12568867884748364,0.0,0.3333333333333333,0.2,0.4,0.2666666666666667,0.0,0.45555555555555555,0.0,0.13484574854373932,0.745,0.09523809523809523,0.09523809523809523
http://cmt#enterReviewCriteria,=,http://conference#has_a_review,op,FF,0.4666666666666666,0.32000000000000006,0.4666666666666666,0.49415204678362573,0.3563909630112519,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.3333333333333333,0.49415204678362573,0.49415204678362573,0.4939567473511938,0.1,0.32000000000000006,0.0,0.2,0.3157894736842105,0.32000000000000006,0.4166666666666667,0.4666666666666666,0.5588327704029534,0.4666666666666666,0.3563909630112519,0.38255960245927173,0.0,0.19275821353462996,0.2777777777777778,0.2777777777777778,0.4666666666666666,0.19275821353462996,0.0,0.4666666666666666,0.16129032258064516,0.3157894736842105,0.052631578947368474,0.0,0.49415204678362573,0.0,0.7115294337272644,0.49415204678362573,0.32000000000000006,0.32000000000000006
http://cmt#hasConflictOfInterest,=,http://conference#is_submitted_at,op,FF,0.45,0.0,0.0,0.4190821256038647,0.05610855100152087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.07692307692307693,0.0,0.125,0.0,0.0,0.3150735294117647,0.0,0.022538908757269382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2857142857142857,0.04761904761904767,0.0,0.411764705882353,0.0,0.034611932933330536,0.0,0.0,0.0
http://cmt#addedBy,=,http://conference#has_members,op,FF,0.4636363636363636,0.0,0.0,0.5670995670995671,0.062281312946516745,0.0,0.0,0.0,0.0,0.5670995670995671,0.5670995670995671,0.010804876368372119,0.1,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.35882352941176476,0.0,0.03056606650352478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.30000000000000004,0.0,0.0,0.5670995670995671,0.0,0.03386946767568588,0.5670995670995671,0.0,0.0
http://cmt#assignReviewer,=,http://conference#invites_co-reviewers,op,FF,1.0,0.4285714285714286,0.0,0.7339743589743589,0.0,0.0,0.0,0.0,0.0,0.6670084301663248,0.6670084301663248,0.22849331246017754,0.07142857142857142,0.4285714285714286,0.0,0.0,0.4444444444444444,0.4285714285714286,0.0,0.0,0.6174911660777385,0.8333333333333333,0.0,0.07013778015971184,0.0,0.13908307678138573,0.0,0.0,0.0,0.13908307678138573,0.0,0.0,0.0,0.5,0.11111111111111116,0.0,1.0,0.0,0.46269166469573975,0.6670084301663248,0.4285714285714286,0.4285714285714286
http://cmt#ExternalReviewer,=,http://conference#Workshop,c,FF,0.28181818181818186,0.0,0.28181818181818186,0.3958333333333333,0.025319878606143553,0.0,0.06274509803921569,0.05532416469965321,0.0,0.3958333333333333,0.3958333333333333,0.04985869115371433,0.0625,0.0,0.0,0.0,0.125,0.0,0.06066176470588235,0.28181818181818186,0.0,0.28181818181818186,0.02660250258283105,0.01803615130484104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20526315789473684,0.0,0.0625,0.0,0.0,0.3958333333333333,0.0,0.037821002304553986,0.3958333333333333,0.0,0.0
http://cmt#endReview,=,http://conference#belongs_to_a_review_reference,op,FF,0.673015873015873,0.2666666666666666,0.673015873015873,0.43039591315453385,0.4414635606523806,0.3333333333333333,0.5198412698412698,0.3607286262938945,0.2,0.43039591315453385,0.43039591315453385,0.4349557354542175,0.08,0.2666666666666666,0.0,0.16666666666666666,0.24,0.2666666666666666,0.6698412698412698,0.673015873015873,0.5411429529076588,0.36481092436974794,0.39474295593893877,0.0,0.0,0.09047546982797997,0.2380952380952381,0.26352313834736496,0.673015873015873,0.09047546982797997,0.0,0.8896825396825397,0.13513513513513514,0.31999999999999995,0.0,0.0,0.43039591315453385,0.0,0.5478227734565735,0.43039591315453385,0.2666666666666666,0.2666666666666666
http://cmt#Person,=,http://conference#Track-workshop_chair,c,FF,0.2631578947368421,0.0,0.2631578947368421,0.4795321637426901,0.07083476430526246,0.13978461309120704,0.05,0.13978461309120704,0.0,0.4795321637426901,0.4795321637426901,0.03808209174393143,0.05555555555555555,0.0,0.0,0.0,0.16666666666666666,0.0,0.05,0.2631578947368421,0.0,0.2631578947368421,0.07083476430526246,0.005879306700080633,0.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.0,0.2631578947368421,0.0,0.16666666666666663,0.0,0.0,0.4795321637426901,0.0,0.07117860019207001,0.4795321637426901,0.0,0.0
http://cmt#Document,=,http://conference#Review_preference,c,FF,0.3764705882352941,0.0,0.3764705882352941,0.3946078431372549,0.061251831732358944,0.048670968289351704,0.1125,0.09993804133871478,0.0,0.3946078431372549,0.3946078431372549,0.33522108761083913,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.3764705882352941,0.0,0.3764705882352941,0.0712352256847138,0.08310911059379578,0.0,0.0,0.0,0.0,0.3764705882352941,0.0,0.0,0.2875816993464052,0.0,0.125,0.0,0.0,0.3946078431372549,0.0,0.035354334861040115,0.3946078431372549,0.0,0.0
http://cmt#Review,=,http://conference#Information_for_participants,c,FF,0.1875,0.0,0.1875,0.0,0.0,0.0,0.045454545454545456,0.048316420555156295,0.0,0.0,0.0,0.1708445064337431,0.16666666666666666,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.1875,0.0,0.1875,0.03431078699325185,0.028613710775971413,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.07692307692307687,0.0,0.0,0.0,0.0,0.08428046107292175,0.0,0.0,0.0
http://cmt#readByReviewer,=,http://conference#has_a_review_expertise,op,FF,0.18695652173913044,0.3448275862068966,0.4409247757073844,0.5896103896103896,0.5324862223814354,0.5,0.17107843137254902,0.0,0.25,0.5896103896103896,0.5896103896103896,0.30849141026311394,0.10526315789473684,0.3448275862068966,0.0,0.16666666666666666,0.10526315789473684,0.3448275862068966,0.5833333333333334,0.4409247757073844,0.5416666666666667,0.4409247757073844,0.07695743135234419,0.2708803806453943,0.0,0.1352172018617541,0.0,0.0,0.4409247757073844,0.1352172018617541,0.0,0.6428571428571428,0.0,0.368421052631579,0.052631578947368474,0.0,0.5896103896103896,0.0,0.38349008560180664,0.5896103896103896,0.3448275862068966,0.3448275862068966
http://cmt#date,=,http://conference#has_an_email,dp,FF,0.35294117647058826,0.0,0.35294117647058826,0.4444444444444444,0.0,0.0,0.1111111111111111,0.0,0.0,0.4444444444444444,0.4444444444444444,0.2051209785388544,0.0,0.0,0.0,0.0,0.1,0.0,0.1111111111111111,0.35294117647058826,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0,0.35294117647058826,0.0,0.0,0.35294117647058826,0.0,0.19999999999999996,0.09999999999999998,0.0,0.5222222222222223,0.0,0.0,0.4444444444444444,0.0,0.0
http://cmt#readByReviewer,=,http://conference#belongs_to_a_review_reference,op,FF,0.18219461697722567,0.22857142857142854,0.2907752472969864,0.6140302864440795,0.44084893345419157,0.3333333333333333,0.1324074074074074,0.0,0.2,0.6140302864440795,0.6140302864440795,0.45565079233025657,0.08,0.22857142857142854,0.0,0.14285714285714285,0.08,0.22857142857142854,0.6003968253968254,0.2907752472969864,0.4273860823324471,0.27192982456140347,0.07261988646548709,0.0,0.0,0.08604855154552785,0.0,0.0,0.2907752472969864,0.08604855154552785,0.0,0.7923280423280423,0.0,0.36,0.040000000000000036,0.0,0.8691176470588236,0.0,0.38935163617134094,0.6140302864440795,0.22857142857142854,0.22857142857142854
http://cmt#writeReview,=,http://conference#has_tutorials,op,FF,0.3,0.0,0.0,0.5011655011655012,0.0,0.0,0.0,0.0,0.0,0.5011655011655012,0.5011655011655012,0.214491543320174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2865079365079365,0.0,0.03206762671470642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,0.0,0.5011655011655012,0.0,0.04062754660844803,0.5011655011655012,0.0,0.0
http://cmt#Reviewer,=,http://conference#Presentation,c,FF,0.18181818181818182,0.0,0.18181818181818182,0.5416666666666666,0.06739659515600309,0.08907196200927445,0.05263157894736842,0.0,0.0,0.5416666666666666,0.5416666666666666,0.3135856218969011,0.16666666666666666,0.0,0.0,0.0,0.08333333333333333,0.0,0.2,0.18181818181818182,0.0,0.18181818181818182,0.04599866739602892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.16666666666666663,0.08333333333333337,0.0,0.5416666666666666,0.0,0.11818762123584747,0.5416666666666666,0.0,0.0
http://cmt#markConflictOfInterest,=,http://conference#is_submitted_at,op,FF,0.3246753246753247,0.0,0.0,0.5236413043478261,0.05706977406898731,0.0,0.0,0.0,0.0,0.5575757575757576,0.5575757575757576,0.019523717113550377,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.125,0.0,0.0,0.2407268170426065,0.0,0.018170133233070374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.2272727272727273,0.0,0.0,0.5058823529411764,0.0,0.058754369616508484,0.5575757575757576,0.0,0.09999999999999998
http://cmt#reviewCriteriaEnteredBy,=,http://conference#was_a_member_of,op,FF,0.06349206349206349,0.0,0.06349206349206349,0.3968599033816425,0.018817073831788867,0.0,0.018518518518518517,0.0,0.0,0.3968599033816425,0.3968599033816425,0.0958711547812045,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.018518518518518517,0.06349206349206349,0.0,0.06349206349206349,0.018817073831788867,0.006238646184404691,0.0,0.0,0.0,0.0,0.06349206349206349,0.0,0.0,0.06349206349206349,0.0,0.17391304347826086,0.0,0.0,0.3968599033816425,0.0,0.020057016983628273,0.3968599033816425,0.0,0.0
