"outlier","left","relation","right","owl_type"
0.21490367508370944,"http://edas#IndustryOrganization","=","http://sigkdd#Organizing_Committee","c"
0.01791907026812177,"http://edas#ConferenceChair","=","http://sigkdd#Author","c"
0.02976995456320781,"http://edas#TestOnlyTopic","=","http://sigkdd#Registration_Student","c"
0.04513210031504499,"http://edas#ContactInformation","=","http://sigkdd#Program_Committee","c"
0.03966828482589284,"http://edas#SessionChair","=","http://sigkdd#Deadline_Author_notification","c"
0.06268140584945035,"http://edas#PowerlineTransmissionTopic","=","http://sigkdd#Registration_Student","c"
0.04347217633613286,"http://edas#ConferenceEvent","=","http://sigkdd#Best_Student_Paper_Award","c"
0.1466406413335021,"http://edas#ComputerNetworksTopic","=","http://sigkdd#Committee","c"
0.050496315924651876,"http://edas#isReviewHistoryOf","=","http://sigkdd#notification_until","op"
0.06510331649276822,"http://edas#CallForReviews","=","http://sigkdd#Conference","c"
0.030820272334360438,"http://edas#SecurityTopic","=","http://sigkdd#Registration_fee","c"
0.10106959394586887,"http://edas#AcademicEvent","=","http://sigkdd#Registration_Student","c"
0.02588283333677193,"http://edas#ComputerNetworksSecurityTopic","=","http://sigkdd#Gold_Supporter","c"
0.06547982415733558,"http://edas#ConferenceChair","=","http://sigkdd#Author_of_paper_student","c"
0.0754141472020421,"http://edas#MedicineTopic","=","http://sigkdd#Abstract","c"
0.055876185298326726,"http://edas#hasReviewHistory","=","http://sigkdd#submit_until","op"
0.05476893759075499,"http://edas#SocialEvent","=","http://sigkdd#Author_of_paper_student","c"
0.03454666122865552,"http://edas#IndustryOrganization","=","http://sigkdd#Platinum_Supporter","c"
0.04236702221219106,"http://edas#SocialEvent","=","http://sigkdd#Best_Student_Paper_Award","c"
0.07578884290429555,"http://edas#Workshop","=","http://sigkdd#Person","c"
0.0557932648285594,"http://edas#ComputerNetworksEnterpriseTopic","=","http://sigkdd#Best_Student_Paper_Supporter","c"
0.013308458297674245,"http://edas#DiningPlace","=","http://sigkdd#Deadline_Author_notification","c"
0.0525173175610992,"http://edas#NumericalReviewQuestion","=","http://sigkdd#Registration_fee","c"
0.043717479897485936,"http://edas#DiningPlace","=","http://sigkdd#Conference","c"
0.11263055551639141,"http://edas#ContactInformation","=","http://sigkdd#Deadline_Author_notification","c"
0.04044537492501225,"http://edas#TravelGrant","=","http://sigkdd#Place","c"
0.20394730322089447,"http://edas#Presenter","=","http://sigkdd#Speaker","c"
0.04812722331801105,"http://edas#PerformanceTopic","=","http://sigkdd#Program_Committee_member","c"
0.03344296057125428,"http://edas#PersonalPublicationHistory","=","http://sigkdd#Webmaster","c"
0.15659402982974327,"http://edas#RatedPapers","=","http://sigkdd#Best_Paper_Awards_Committee","c"
0.10129307781994301,"http://edas#PersonalHistory","=","http://sigkdd#Exhibitor","c"
0.03557594262163487,"http://edas#SecurityTopic","=","http://sigkdd#Committee","c"
0.02666375984205594,"http://edas#Reception","=","http://sigkdd#Committee","c"
0.05752413104596718,"http://edas#CommunicationTheoryTopic","=","http://sigkdd#Deadline_Abstract_Submission","c"
0.13087875292005244,"http://edas#endDate","=","http://sigkdd#E-mail","dp"
0.05221858470647419,"http://edas#PaperPresentation","=","http://sigkdd#Program_Committee","c"
0.09496952580188217,"http://edas#Conference","=","http://sigkdd#Program_Committee_member","c"
0.08001863132696575,"http://edas#hasCall","=","http://sigkdd#pay","op"
0.052567897545183276,"http://edas#endDate","=","http://sigkdd#Price","dp"
0.08480245414103636,"http://edas#PerformanceTopic","=","http://sigkdd#Conference","c"
0.04462198333014536,"http://edas#ComputerNetworksSecurityTopic","=","http://sigkdd#Best_Paper_Awards_Committee","c"
0.15599389818540824,"http://edas#hasProgramme","=","http://sigkdd#design","op"
0.08438496105784382,"http://edas#WeekRejectRating","=","http://sigkdd#Registration_SIGKDD_Member","c"
0.041279868846113,"http://edas#AccommodationPlace","=","http://sigkdd#Author_of_paper","c"
0.024042622917926065,"http://edas#Attendee","=","http://sigkdd#Registration_SIGKDD_Member","c"
0.08283115358265485,"http://edas#OperatingTopicsystems","=","http://sigkdd#Registration_SIGMOD_Member","c"
0.0435673318162974,"http://edas#CommunicationTheoryTopic","=","http://sigkdd#Best_Research_Paper_Award","c"
0.03672709067873564,"http://edas#Document","=","http://sigkdd#Hotel","c"
0.08681945293275918,"http://edas#ComputerNetworksTopic","=","http://sigkdd#Paper","c"
0.015714926519689733,"http://edas#CommunicationTheoryTopic","=","http://sigkdd#Program_Chair","c"
0.0720120880057039,"http://edas#AcademicEvent","=","http://sigkdd#Program_Committee_member","c"
0.051237926462976924,"http://edas#ComputerArchitectureTopic","=","http://sigkdd#Conference","c"
0.03571635616482544,"http://edas#ComputerNetworksSensorTopic","=","http://sigkdd#Document","c"
0.05093580623000494,"http://edas#SocialEvent","=","http://sigkdd#Deadline_Abstract_Submission","c"
0.03902512396809326,"http://edas#Document","=","http://sigkdd#Committee","c"
0.032308520520851966,"http://edas#MeetingRoomPlace","=","http://sigkdd#Registration_fee","c"
0.07811493826692666,"http://edas#NonAcademicEvent","=","http://sigkdd#Registration_Student","c"
0.17482600864266462,"http://edas#isWrittenBy","=","http://sigkdd#designed_by","op"
0.051359989354834205,"http://edas#PersonalReviewHistory","=","http://sigkdd#Exhibitor","c"
0.09989333030249631,"http://edas#MeetingRoomPlace","=","http://sigkdd#Fee","c"
0.08968833733803734,"http://edas#WirelessCommunicationsTopic","=","http://sigkdd#Registration_fee","c"
0.038031278485839606,"http://edas#ComputerNetworksSensorTopic","=","http://sigkdd#Best_Student_Paper_Supporter","c"
0.08249791536661412,"http://edas#ActivePaper","=","http://sigkdd#Document","c"
0.16675801213863467,"http://edas#Reviewer","=","http://sigkdd#Listener","c"
0.17355875765479803,"http://edas#PowerlineTransmissionTopic","=","http://sigkdd#Deadline_Abstract_Submission","c"
0.07219655129340669,"http://edas#SatelliteAndSpaceCommunicationsTopic","=","http://sigkdd#Best_Applications_Paper_Award","c"
0.10653805822264906,"http://edas#Review","=","http://sigkdd#Document","c"
0.12605681729356996,"http://edas#ReviewQuestion","=","http://sigkdd#Award","c"
0.15956107307556822,"http://edas#PerformanceTopic","=","http://sigkdd#Paper","c"
0.12144736671002083,"http://edas#hasRelatedDocument","=","http://sigkdd#can_stay_in","op"
0.07255507530525908,"http://edas#AccommodationPlace","=","http://sigkdd#Deadline_Paper_Submission","c"
0.035250921389984806,"http://edas#AccommodationPlace","=","http://sigkdd#Author_of_paper_student","c"
0.05030462770721731,"http://edas#RejectedPaper","=","http://sigkdd#Registration_SIGKDD_Member","c"
0.225944180103243,"http://edas#Workshop","=","http://sigkdd#Place","c"
0.055818311097561524,"http://edas#paperDueOn","=","http://sigkdd#Name_of_conference","dp"
0.07001324590201276,"http://edas#FreeTimeBreak","=","http://sigkdd#Program_Committee_member","c"
0.07000588688485093,"http://edas#SatelliteAndSpaceCommunicationsTopic","=","http://sigkdd#Organizing_Committee_member","c"
0.01681741483220131,"http://edas#TwoLevelConference","=","http://sigkdd#Main_office","c"
0.046823214896057015,"http://edas#ConferenceVenuePlace","=","http://sigkdd#Committee","c"
0.03427333103558373,"http://edas#PaperPresentation","=","http://sigkdd#Program_Chair","c"
0.08641925836856676,"http://edas#startDate","=","http://sigkdd#E-mail","dp"
0.06614886615562815,"http://edas#CoffeeBreak","=","http://sigkdd#Invited_Speaker","c"
0.1663669071190413,"http://edas#PaperPresentation","=","http://sigkdd#Best_Student_Paper_Supporter","c"
0.01695820229727665,"http://edas#SessionChair","=","http://sigkdd#Best_Research_Paper_Award","c"
0.3243473083283992,"http://edas#Paper","=","http://sigkdd#Best_Research_Paper_Award","c"
0.26828255147053476,"http://edas#OrganizationalMeeting","=","http://sigkdd#Organizing_Committee","c"
0.03904310461855587,"http://edas#ComputerNetworksSwitchingTopic","=","http://sigkdd#Program_Committee","c"
0.030138997160594403,"http://edas#Workshop","=","http://sigkdd#Best_Paper_Awards_Committee","c"
0.03877354474825688,"http://edas#NonAcademicEvent","=","http://sigkdd#Conference_hall","c"
0.036889864390621516,"http://edas#ComputerArchitectureTopic","=","http://sigkdd#Bronze_Supporter","c"
0.0380593296646203,"http://edas#WelcomeTalk","=","http://sigkdd#Conference","c"
0.07637668848690052,"http://edas#DiningPlace","=","http://sigkdd#Invited_Speaker","c"
0.04785527455025017,"http://edas#RejectedPaper","=","http://sigkdd#Registration_fee","c"
0.06759414714641511,"http://edas#CADTopic","=","http://sigkdd#Deadline_Author_notification","c"
0.09420367836437432,"http://edas#PersonalPublicationHistory","=","http://sigkdd#Deadline_Author_notification","c"
0.07723251397931664,"http://edas#GovernmentOrganization","=","http://sigkdd#Deadline_Paper_Submission","c"
0.10449306058992183,"http://edas#hasRating","=","http://sigkdd#notification_until","op"
0.03545174250963484,"http://edas#ComputerArchitectureTopic","=","http://sigkdd#Best_Research_Paper_Award","c"
0.1711591966750344,"http://edas#TalkEvent","=","http://sigkdd#Document","c"
0.006113568405705299,"http://edas#PersonalPublicationHistory","=","http://sigkdd#Gold_Supporter","c"
0.03141800769908286,"http://edas#hasTopic","=","http://sigkdd#notification_until","op"
0.06801161243941842,"http://edas#hasRelatedPaper","=","http://sigkdd#hold","op"
0.15745302656839955,"http://edas#PersonalPublicationHistory","=","http://sigkdd#Best_Applications_Paper_Award","c"
0.07431202867994308,"http://edas#IndustryOrganization","=","http://sigkdd#Deadline_Abstract_Submission","c"
0.04592545087989988,"http://edas#SingleLevelConference","=","http://sigkdd#Committee","c"
0.06969251691280105,"http://edas#SocialEvent","=","http://sigkdd#Abstract","c"
0.07719166393898425,"http://edas#Sponsorship","=","http://sigkdd#Bronze_Supporter","c"
0.027420134811586103,"http://edas#CADTopic","=","http://sigkdd#Committee","c"
0.1320536580895135,"http://edas#relatesTo","=","http://sigkdd#can_stay_in","op"
0.13936175396002012,"http://edas#RejectedPaper","=","http://sigkdd#Best_Student_Paper_Supporter","c"
0.04893785813788195,"http://edas#AntennasTopic","=","http://sigkdd#Document","c"
0.04809182227264209,"http://edas#AcceptRating","=","http://sigkdd#Author","c"
0.022740568795293854,"http://edas#WelcomeTalk","=","http://sigkdd#Best_Paper_Awards_Committee","c"
0.02672842321238571,"http://edas#RadioCommunicationsTopic","=","http://sigkdd#Person","c"
0.049647119572484334,"http://edas#ComputerNetworksTopic","=","http://sigkdd#Conference","c"
0.06175357195097525,"http://edas#RatedPapers","=","http://sigkdd#Hotel","c"
0.016237368201412153,"http://edas#PendingPaper","=","http://sigkdd#Fee","c"
0.11680035349421175,"http://edas#PersonalHistory","=","http://sigkdd#Organizator","c"
0.07344501018307922,"http://edas#ReviewRating","=","http://sigkdd#Platinum_Supporter","c"
0.05573887694383923,"http://edas#Presenter","=","http://sigkdd#Registration_Non-Member","c"
0.08314498021721724,"http://edas#manuscriptDueOn","=","http://sigkdd#Name_of_sponsor","dp"
0.053329423914048706,"http://edas#PublishedPaper","=","http://sigkdd#Speaker","c"
0.09017060515345177,"http://edas#OrganizationalMeeting","=","http://sigkdd#Deadline_Author_notification","c"
0.18018635469832764,"http://edas#IndustryOrganization","=","http://sigkdd#Committee","c"
0.04797546841333566,"http://edas#ConferenceSession","=","http://sigkdd#Document","c"
0.022000157362490023,"http://edas#AcceptedPaper","=","http://sigkdd#Bronze_Supporter","c"
0.11316283764759902,"http://edas#hasName","=","http://sigkdd#Date","dp"
0.03273481315897626,"http://edas#Call","=","http://sigkdd#Deadline","c"
0.05374221220496398,"http://edas#AccommodationPlace","=","http://sigkdd#Best_Paper_Awards_Committee","c"
0.022504943756964033,"http://edas#ReviewForm","=","http://sigkdd#Best_Student_Paper_Award","c"
0.042167697052478796,"http://edas#AcademicEvent","=","http://sigkdd#Webmaster","c"
0.5200496589236955,"http://edas#DiningPlace","=","http://sigkdd#Place","c"
0.08792738075385724,"http://edas#ComputerNetworksAapplicationsTopic","=","http://sigkdd#Registration_Non-Member","c"
0.08898157661149926,"http://edas#AccommodationPlace","=","http://sigkdd#Hotel","c"
0.04577639166234401,"http://edas#PaperPresentation","=","http://sigkdd#Silver_Supporter","c"
0.14995460783345213,"http://edas#RejectedPaper","=","http://sigkdd#Author_of_paper_student","c"
0.11948292350434084,"http://edas#PersonalPublicationHistory","=","http://sigkdd#Registration_fee","c"
0.02608215009773548,"http://edas#Programme","=","http://sigkdd#Registration_Student","c"
0.022415171620920573,"http://edas#PowerlineTransmissionTopic","=","http://sigkdd#Best_Applications_Paper_Award","c"
0.13473213493897795,"http://edas#Attendee","=","http://sigkdd#Exhibitor","c"
0.042141677806790984,"http://edas#WelcomeTalk","=","http://sigkdd#Deadline","c"
0.0889895008871273,"http://edas#RadioCommunicationsTopic","=","http://sigkdd#Registration_Student","c"
0.28719409472717233,"http://edas#ConferenceChair","=","http://sigkdd#General_Chair","c"
0.07860662369355534,"http://edas#Conference","=","http://sigkdd#Registration_fee","c"
0.07126160670367528,"http://edas#SingleLevelConference","=","http://sigkdd#Program_Committee_member","c"
0.10356361672030594,"http://edas#hasAttendee","=","http://sigkdd#holded_by","op"
0.08636192811796918,"http://edas#AcademicEvent","=","http://sigkdd#Place","c"
0.07567205634952003,"http://edas#SocialEvent","=","http://sigkdd#Award","c"
0.08750664964974046,"http://edas#ConferenceSession","=","http://sigkdd#Registration_Non-Member","c"
0.08724807217078852,"http://edas#hasStreet","=","http://sigkdd#Start_of_conference","dp"
0.08084077946906279,"http://edas#Conference","=","http://sigkdd#Invited_Speaker","c"
0.0896824484224298,"http://edas#SignalProcessingTopic","=","http://sigkdd#ACM_SIGKDD","c"
0.061672248413032024,"http://edas#Presenter","=","http://sigkdd#Program_Committee_member","c"
0.1284569919761944,"http://edas#Document","=","http://sigkdd#Author_of_paper_student","c"
0.04130343242837919,"http://edas#Conference","=","http://sigkdd#Main_office","c"
0.029508810229691988,"http://edas#Review","=","http://sigkdd#Exhibitor","c"
0.022419809065066836,"http://edas#MobileComputingTopic","=","http://sigkdd#Main_office","c"
0.0952683081195147,"http://edas#OrganizationalMeeting","=","http://sigkdd#Registration_Student","c"
0.12541022354083062,"http://edas#Document","=","http://sigkdd#Author_of_paper","c"
0.019500760420978716,"http://edas#ConferenceVenuePlace","=","http://sigkdd#Program_Committee_member","c"
0.04199857551618976,"http://edas#AntennasTopic","=","http://sigkdd#Author_of_paper","c"
0.025330482706926543,"http://edas#Sponsorship","=","http://sigkdd#Author_of_paper","c"
0.025739666707492916,"http://edas#PersonalHistory","=","http://sigkdd#Registration_SIGKDD_Member","c"
0.09169719073021314,"http://edas#ComputerArchitectureTopic","=","http://sigkdd#Paper","c"
0.08701829144177044,"http://edas#BreakEvent","=","http://sigkdd#Author_of_paper_student","c"
0.07173898075819331,"http://edas#isMemberOf","=","http://sigkdd#submit","op"
0.12256795977490892,"http://edas#WithdrawnPaper","=","http://sigkdd#Best_Student_Paper_Supporter","c"
0.11585907359987492,"http://edas#CommunicationsTopic","=","http://sigkdd#Best_Applications_Paper_Award","c"
0.34208904601460516,"http://edas#NumericalReviewQuestion","=","http://sigkdd#Review","c"
0.12094818043730911,"http://edas#attendeeAt","=","http://sigkdd#holded_by","op"
0.030779799396264663,"http://edas#RejectRating","=","http://sigkdd#Program_Chair","c"
0.07577778359419565,"http://edas#Paper","=","http://sigkdd#Registration_SIGKDD_Member","c"
0.02300871696926548,"http://edas#Topic","=","http://sigkdd#Program_Committee_member","c"
0.01072568455650023,"http://edas#ConferenceDinner","=","http://sigkdd#Gold_Supporter","c"
0.006282548081990969,"http://edas#TPCMember","=","http://sigkdd#Silver_Supporter","c"
0.03323068319980299,"http://edas#ComputerNetworksAapplicationsTopic","=","http://sigkdd#Document","c"
0.0877029700676478,"http://edas#WirelessCommunicationsTopic","=","http://sigkdd#Deadline_Author_notification","c"
0.1187152254914099,"http://edas#Person","=","http://sigkdd#Silver_Supporter","c"
0.037438944294004996,"http://edas#ReviewForm","=","http://sigkdd#Silver_Supporter","c"
0.02759669516306386,"http://edas#CallForPapers","=","http://sigkdd#Hotel","c"
0.03804481684465236,"http://edas#AcademicEvent","=","http://sigkdd#Paper","c"
0.038414546732679605,"http://edas#WirelessCommunicationsTopic","=","http://sigkdd#Document","c"
0.022819135682148384,"http://edas#ConferenceSession","=","http://sigkdd#Registration_SIGKDD_Member","c"
0.22729059433263454,"http://edas#providedBy","=","http://sigkdd#designed_by","op"
0.05499558437824981,"http://edas#MealMenu","=","http://sigkdd#Main_office","c"
0.15126995582677605,"http://edas#SocialEvent","=","http://sigkdd#Document","c"
1.0,"http://edas#Document","=","http://sigkdd#Document","c"
0.19175442996001088,"http://edas#ActivePaper","=","http://sigkdd#Author_of_paper_student","c"
0.06382481565952904,"http://edas#NumericalReviewQuestion","=","http://sigkdd#Best_Applications_Paper_Award","c"
0.0662460845284272,"http://edas#WithdrawnPaper","=","http://sigkdd#Invited_Speaker","c"
0.028730001458139923,"http://edas#PerformanceTopic","=","http://sigkdd#Registration_Student","c"
0.09786277490728705,"http://edas#CoffeeBreak","=","http://sigkdd#Paper","c"
0.018567384945282324,"http://edas#Programme","=","http://sigkdd#Bronze_Supporter","c"
0.10571570099670213,"http://edas#CoffeeBreak","=","http://sigkdd#Sponzor_fee","c"
0.052180530050535426,"http://edas#isReviewHistoryOf","=","http://sigkdd#submit_until","op"
0.029925569725973756,"http://edas#MealBreak","=","http://sigkdd#Best_Student_Paper_Award","c"
0.029822310300903945,"http://edas#CADTopic","=","http://sigkdd#Deadline","c"
0.05247333327827249,"http://edas#Country","=","http://sigkdd#Author","c"
0.014080113719106686,"http://edas#MealMenu","=","http://sigkdd#Conference_hall","c"
0.04772620020258262,"http://edas#SignalProcessingTopic","=","http://sigkdd#Deadline","c"
0.058970059117298426,"http://edas#Country","=","http://sigkdd#Program_Committee_member","c"
0.1270815570429924,"http://edas#Reception","=","http://sigkdd#Registration_Student","c"
0.2174114890936806,"http://edas#RejectedPaper","=","http://sigkdd#Author_of_paper","c"
0.03009812167937708,"http://edas#SecurityTopic","=","http://sigkdd#Paper","c"
0.05800869553039066,"http://edas#Sponsorship","=","http://sigkdd#Program_Committee","c"
0.08714887607669376,"http://edas#RejectedPaper","=","http://sigkdd#Invited_Speaker","c"
0.03631242072095149,"http://edas#ComputerArchitectureTopic","=","http://sigkdd#Main_office","c"
0.02139315517379009,"http://edas#RejectedPaper","=","http://sigkdd#Silver_Supporter","c"
0.07783048118651341,"http://edas#ConferenceEvent","=","http://sigkdd#Program_Committee","c"
0.10122693936885585,"http://edas#Reception","=","http://sigkdd#Best_Applications_Paper_Award","c"
0.056393575382180455,"http://edas#ComputerArchitectureTopic","=","http://sigkdd#Program_Committee_member","c"
0.02482432690809494,"http://edas#Sponsorship","=","http://sigkdd#Deadline_Abstract_Submission","c"
0.06447545623861704,"http://edas#MeetingRoomPlace","=","http://sigkdd#Committee","c"
0.14187631592265484,"http://edas#Place","=","http://sigkdd#Hotel","c"
0.03385571352408553,"http://edas#TestOnlyTopic","=","http://sigkdd#Deadline_Paper_Submission","c"
0.05034347195544001,"http://edas#ConferenceEvent","=","http://sigkdd#Program_Committee_member","c"
0.052505138496586286,"http://edas#hasAttendee","=","http://sigkdd#designed_by","op"
0.03091745065074684,"http://edas#Attendee","=","http://sigkdd#Main_office","c"
0.07620554854307321,"http://edas#ConferenceDinner","=","http://sigkdd#Registration_Non-Member","c"
0.02366708966124575,"http://edas#ConferenceVenuePlace","=","http://sigkdd#Organizing_Committee_member","c"
0.4343408888176101,"http://edas#ConferenceVenuePlace","=","http://sigkdd#Place","c"
0.0384739181926875,"http://edas#Paper","=","http://sigkdd#Conference","c"
