left,relation,right,owl_type,match_type,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,ngramDistance,word2VecdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,wuPalmer,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,prefixdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,wuPalmerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,path,lin,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,jaroWinklerMeasure,word2Vec,level2_jara_winkler,prefix,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecStemmed,jaccard,level2_monge_elkan,suffix,esaSim,prefixdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,suffixdeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,level2_jaro,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,level2_monge_elkandeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath,needlemanWunsch2Distance,umbcSim,soft_tfidf_jaro,suffixdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,prefixdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,mongeElkan,simple_tfidf,jaro_winkler_tfidf,levenshteinDistance,hammingDistance,equalDistance,subStringDistance,ngramDistancedeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelSimilarityFloodingMatcher,suffixdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaroMeasure
http://confOf#Member,=,http://iasted#Session_chair,c,FF,0.32,0.0,0.38290018506107754,0.32,0.32727272727272727,0.41452991452991456,0.0,0.0,0.06787330316742082,0.08993007694489724,0.45555555555555555,0.41452991452991456,0.0,0.41452991452991456,0.38290018506107754,0.45555555555555555,0.0,0.0,0.0,0.34512605567430144,0.0,0.32,0.16666666666666666,0.060780805800000004,0.0,0.0,0.45555555555555555,0.45555555555555555,0.32727272727272727,0.0,0.0,0.32727272727272727,0.07040462987887823,0.09999999999999998,0.1563856452703476,0.0,0.16666666666666666,0.0,0.38290018506107754,0.26666666666666666,0.0,0.0,0.15384615384615385,0.07692307692307687,0.0,0.10526315789473684,0.0,0.0,0.16666666666666666,0.0,0.41452991452991456
http://confOf#Volunteer,=,http://iasted#IASTED_non_member,c,FF,0.5333333333333333,0.0,0.2068952553069666,0.5333333333333333,0.2318840579710145,0.0,0.0,0.0,0.041666666666666664,0.07048450415837336,0.5185185185185185,0.0,0.0,0.0,0.2068952553069666,0.5185185185185185,0.0,0.0,0.0,0.19227564367976566,0.0,0.5333333333333333,0.2222222222222222,0.0024226098333333334,0.0,0.0,0.5185185185185185,0.5185185185185185,0.2318840579710145,0.0,0.0,0.2318840579710145,0.02348164404778877,0.16000000000000003,0.08960628509521484,0.0,0.2222222222222222,0.0,0.2068952553069666,0.2222222222222222,0.0,0.0,0.23529411764705888,0.0,0.0,0.15384615384615385,0.0,0.0,0.2222222222222222,0.0,0.0
http://confOf#expertOn,=,http://iasted#is_used_for,op,FF,0.325,0.0,0.3105519295969907,0.5333333333333333,0.0,0.4772727272727273,0.25,0.0,0.0,0.0,0.4583333333333333,0.4772727272727273,0.0,0.4772727272727273,0.0,0.4583333333333333,0.09090909090909091,0.0,0.0,0.0,0.0,0.5333333333333333,0.125,0.0,0.0,0.0,0.4583333333333333,0.4583333333333333,0.0,0.0,0.0,0.36437908496732024,0.0,0.1428571428571429,0.10171621292829514,0.0,0.125,0.09090909090909091,0.0,0.2,0.0,0.0,0.18181818181818177,0.0,0.0,0.10526315789473684,0.0,0.0,0.125,0.0,0.4772727272727273
http://confOf#Regular,=,http://iasted#Trip_city,c,FF,0.4,0.0,0.17946504162432092,0.4,0.31529411764705884,0.41798941798941797,0.1111111111111111,0.0,0.05397727272727273,0.06771605024037297,0.46428571428571425,0.41798941798941797,0.0,0.41798941798941797,0.17946504162432092,0.46428571428571425,0.1111111111111111,0.0,0.0,0.13067035976376157,0.0,0.4,0.1111111111111111,0.00512003665,0.0,0.0,0.46428571428571425,0.46428571428571425,0.31529411764705884,0.0,0.0,0.31529411764705884,0.058594156186047665,0.09090909090909094,0.018383270129561424,0.0,0.1111111111111111,0.1111111111111111,0.17946504162432092,0.22857142857142856,0.0,0.0,0.11111111111111116,0.0,0.0,0.125,0.0,0.0,0.1111111111111111,0.0,0.41798941798941797
http://confOf#Tutorial,=,http://iasted#Tax,c,FF,0.5333333333333333,0.0,0.023095026250414746,0.5333333333333333,0.3157894736842105,0.5375,0.3333333333333333,0.0,0.07142857142857142,0.07984115799871767,0.5375,0.5375,0.0,0.5375,0.023095026250414746,0.5375,0.3333333333333333,0.0,0.0,0.01933177873283727,0.0,0.5333333333333333,0.0,8.231904E-4,0.0,0.0,0.5375,0.4861111111111111,0.3157894736842105,0.050000000000000044,0.0,0.3157894736842105,0.05566269742881198,0.15384615384615385,0.04561519995331764,0.0,0.0,0.3333333333333333,0.023095026250414746,0.5333333333333333,0.0,0.0,0.25,0.125,0.0,0.18181818181818188,0.0,0.0,0.0,0.0,0.4861111111111111
http://confOf#ends_on,=,http://iasted#is_paid_by,dp,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://confOf#Organization,=,http://iasted#Sponsor_company_house,c,FF,0.2857142857142857,0.0,0.38572484203372265,0.2857142857142857,0.4474789915966386,0.48412698412698413,0.09523809523809523,0.0,0.16056166056166057,0.23068103415373262,0.5595238095238095,0.48412698412698413,0.0,0.48412698412698413,0.38572484203372265,0.5595238095238095,0.09523809523809523,0.0,0.0,0.0,0.0,0.2857142857142857,0.09523809523809523,0.011380029100000001,0.0,0.0,0.5595238095238095,0.5595238095238095,0.4474789915966386,0.0,0.0,0.4474789915966386,0.1532393201871312,0.1333333333333333,0.2670813153187434,0.0,0.09523809523809523,0.09523809523809523,0.38572484203372265,0.16666666666666666,0.0,0.0,0.19047619047619047,0.0,0.0,0.12121212121212122,0.0,0.0,0.09523809523809523,0.0,0.48412698412698413
http://confOf#Regular,=,http://iasted#Presenter_house,c,FF,0.2857142857142857,0.0,0.10334876235373935,0.2857142857142857,0.5652173913043478,0.5428571428571428,0.13333333333333333,0.0,0.09821428571428571,0.07501102313729759,0.5873015873015873,0.5428571428571428,0.0,0.5428571428571428,0.10334876235373935,0.5873015873015873,0.13333333333333333,0.0,0.0,0.04704931172248534,0.0,0.2857142857142857,0.14285714285714285,0.0116107802,0.0,0.0,0.5873015873015873,0.5873015873015873,0.5652173913043478,0.0,0.0,0.5652173913043478,0.032217865795331334,0.13043478260869568,0.0109543576836586,0.0,0.14285714285714285,0.13333333333333333,0.10334876235373935,0.2857142857142857,0.0,0.0,0.19999999999999996,0.0,0.0,0.18181818181818188,0.0,0.0,0.14285714285714285,0.0,0.5428571428571428
http://confOf#maxChoice,=,http://iasted#is_needed_for,dp,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://confOf#Topic,=,http://iasted#Final_manuscript,c,FF,0.32,0.0,0.2262012849723317,0.32,0.5076923076923077,0.42083333333333334,0.0625,0.0,0.13333333333333333,0.17070849319775497,0.4666666666666666,0.42083333333333334,0.0,0.42083333333333334,0.2262012849723317,0.4666666666666666,0.0625,0.0,0.0,0.10380992656434704,0.0,0.32,0.2,0.0010332768,0.0,0.0,0.4666666666666666,0.4666666666666666,0.5076923076923077,0.0,0.0,0.5076923076923077,0.04219172557558808,0.03703703703703709,0.006846634205430746,0.0,0.2,0.0625,0.2262012849723317,0.32,0.0,0.0,0.0625,0.0,0.0,0.09523809523809523,0.0,0.0,0.2,0.0,0.42083333333333334
http://confOf#Organization,=,http://iasted#Registration_form,c,FF,0.5,0.24,0.29925687680726876,0.5,0.4017857142857143,0.670751633986928,0.11764705882352941,0.0,0.10101010101010101,0.12913980506114653,0.736111111111111,0.670751633986928,0.0,0.670751633986928,0.29925687680726876,0.736111111111111,0.11764705882352941,0.0,0.24,0.0767120364672323,0.0,0.5,0.29411764705882354,0.01750811355,0.0,0.0,0.736111111111111,0.736111111111111,0.4017857142857143,0.46703296703296704,0.0,0.4017857142857143,0.09532886945935012,0.2727272727272727,0.04056520201265812,0.0,0.29411764705882354,0.11764705882352941,0.29925687680726876,0.4166666666666667,0.0,0.0,0.3529411764705882,0.3529411764705882,0.0,0.3448275862068966,0.0,0.0,0.29411764705882354,0.24,0.670751633986928
http://confOf#remark,=,http://iasted#is_sent_by,dp,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://confOf#Assistant,=,http://iasted#Conference_airport,c,FF,0.17777777777777778,0.0,0.13136325009679178,0.17777777777777778,0.3742690058479532,0.0,0.05555555555555555,0.0,0.08333333333333334,0.07621182003465346,0.6285714285714286,0.0,0.0,0.0,0.13136325009679178,0.6285714285714286,0.05555555555555555,0.0,0.0,0.0,0.0,0.17777777777777778,0.1111111111111111,0.00244294645,0.0,0.0,0.6285714285714286,0.5873015873015873,0.3742690058479532,0.0,0.0,0.3742690058479532,0.06273411771460538,0.07407407407407407,0.010316246189177036,0.0,0.1111111111111111,0.05555555555555555,0.13136325009679178,0.17777777777777778,0.0,0.0,0.11111111111111116,0.05555555555555558,0.0,0.07407407407407407,0.0,0.0,0.1111111111111111,0.0,0.0
http://confOf#Conference,=,http://iasted#Initial_manuscipt,c,FF,0.22857142857142856,0.0,0.04966675804052744,0.22857142857142856,0.16666666666666666,0.49215686274509807,0.058823529411764705,0.0,0.038461538461538464,0.03730612583314913,0.4740740740740741,0.49215686274509807,0.0,0.49215686274509807,0.04966675804052744,0.4740740740740741,0.058823529411764705,0.0,0.0,0.03536212744857982,0.0,0.22857142857142856,0.0,0.0036659245,0.0,0.0,0.4740740740740741,0.4740740740740741,0.16666666666666666,0.0,0.0,0.16666666666666666,0.025861673851441558,0.08333333333333337,0.013068885542452335,0.0,0.0,0.058823529411764705,0.04966675804052744,0.18,0.0,0.0,0.11764705882352944,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.49215686274509807
http://confOf#Short_paper,=,http://iasted#Technical_commitee,c,FF,0.24,0.0,0.17452409071769603,0.24,0.30952380952380953,0.36195286195286197,0.09090909090909091,0.0,0.058823529411764705,0.0,0.49351851851851847,0.36195286195286197,0.0,0.36195286195286197,0.17452409071769603,0.49351851851851847,0.09090909090909091,0.0,0.0,0.20060148621999743,0.0,0.24,0.09090909090909091,0.00894950405,0.0,0.0,0.49351851851851847,0.49351851851851847,0.30952380952380953,0.0,0.0,0.30952380952380953,0.0,0.12,0.027531348168849945,0.0,0.09090909090909091,0.09090909090909091,0.17452409071769603,0.10909090909090909,0.0,0.0,0.16666666666666663,0.05555555555555558,0.0,0.06896551724137934,0.0,0.0,0.09090909090909091,0.0,0.36195286195286197
http://confOf#Paper,=,http://iasted#One_conference_day,c,FF,0.4,0.0,0.1263075622468186,0.4,0.29523809523809524,0.4185185185185185,0.0,0.0,0.08675213675213674,0.0,0.5333333333333333,0.4185185185185185,0.0,0.4185185185185185,0.1263075622468186,0.5333333333333333,0.0,0.0,0.0,0.08623489027223896,0.0,0.4,0.1111111111111111,0.003518685766666667,0.0,0.0,0.5333333333333333,0.5333333333333333,0.29523809523809524,0.0,0.0,0.29523809523809524,0.06901006937744124,0.06451612903225812,0.0,0.0,0.1111111111111111,0.0,0.1263075622468186,0.4,0.0,0.0,0.11111111111111116,0.0,0.0,0.17391304347826086,0.0,0.0,0.1111111111111111,0.0,0.4185185185185185
http://confOf#earlyRegistration,=,http://iasted#write,dp,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://confOf#Camera_Ready_event,=,http://iasted#Viza,c,FF,0.3,0.0,0.0,0.3,0.0,0.4351851851851852,0.05555555555555555,0.0,0.0,0.0,0.47962962962962963,0.4351851851851852,0.0,0.4351851851851852,0.0,0.47962962962962963,0.05555555555555555,0.0,0.0,0.0,0.0,0.3,0.05555555555555555,0.0,0.0,0.0,0.47962962962962963,0.47962962962962963,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.4,0.0,0.0,0.05555555555555558,0.0,0.0,0.09090909090909094,0.0,0.0,0.05555555555555555,0.0,0.4351851851851852
http://confOf#Social_event,=,http://iasted#Van,c,FF,0.6,0.0,0.0,0.6,0.5248868778280543,0.0,0.08333333333333333,0.0,0.125,0.0,0.3444444444444444,0.0,0.0,0.0,0.0,0.3444444444444444,0.08333333333333333,0.0,0.0,0.0,0.0,0.6,0.08333333333333333,0.0014209623000000001,0.0,0.0,0.3444444444444444,0.3444444444444444,0.5248868778280543,0.0,0.0,0.5248868778280543,0.0,0.09523809523809523,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.8666666666666667,0.0,0.0,0.16666666666666663,0.0,0.0,0.1333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0
http://confOf#Topic,=,http://iasted#Record_of_attendance,c,FF,0.5,0.0,0.10337899895831325,0.5,0.521978021978022,0.3333333333333333,0.05,0.0,0.1388888888888889,0.2682874043517338,0.5666666666666667,0.3333333333333333,0.0,0.3333333333333333,0.10337899895831325,0.5666666666666667,0.05,0.0,0.0,0.015285878129719023,0.0,0.5,0.05,0.003236611,0.0,0.0,0.5666666666666667,0.5666666666666667,0.521978021978022,0.0,0.0,0.521978021978022,0.09740819978618913,0.05714285714285716,0.04208534583449364,0.0,0.05,0.05,0.10337899895831325,0.32,0.0,0.0,0.09999999999999998,0.0,0.0,0.07999999999999996,0.0,0.0,0.05,0.0,0.3333333333333333
http://confOf#hasSurname,=,http://iasted#go_through,dp,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://confOf#Administrative_event,=,http://iasted#Transparency,c,FF,0.325,0.0714285714285714,0.11682034719858181,0.325,0.15384615384615385,0.0,0.15,0.0,0.05,0.0,0.21388888888888888,0.0,0.0,0.0,0.11682034719858181,0.21388888888888888,0.15,0.0,0.0714285714285714,0.0439806916401063,0.0,0.325,0.08333333333333333,0.00287124105,0.0,0.0,0.21388888888888888,0.21388888888888888,0.15384615384615385,0.27591857857512503,0.0,0.15384615384615385,0.0,0.1428571428571429,0.0,0.0,0.08333333333333333,0.15,0.11682034719858181,0.2833333333333333,0.0,0.0,0.19999999999999996,0.0,0.0,0.1875,0.0,0.0,0.08333333333333333,0.0714285714285714,0.0
http://confOf#hasTitle,=,http://iasted#is_signed_by,dp,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://confOf#Submission_event,=,http://iasted#Reviewer,c,FF,0.36,0.0,0.19605973427159445,0.36,0.21637426900584794,0.0,0.0,0.0,0.06458333333333333,0.0,0.5333333333333333,0.0,0.0,0.0,0.19605973427159445,0.5333333333333333,0.0,0.0,0.0,0.3442555982933792,0.0,0.36,0.0,0.00987703835,0.0,0.0,0.5333333333333333,0.5333333333333333,0.21637426900584794,0.0,0.0,0.21637426900584794,0.05882719756389124,0.125,0.14405220746994019,0.0,0.0,0.0,0.19605973427159445,0.325,0.0,0.0,0.1875,0.0,0.0,0.16666666666666663,0.0,0.0,0.0,0.0,0.0
