left,relation,right,owl_type,match_type,wuPalmerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,ngramDistance,word2VecdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,wuPalmer,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,path,lin,equalSimilarityStemmed,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,mongeElkandeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,levenshteinDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,jaroWinklerMeasure,mongeElkandeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,word2Vec,level2_jara_winkler,prefix,levenshteinDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecStemmed,jaccard,word2VecdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,suffix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath,umbcSim,soft_tfidf_jaro,mongeElkandeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,suffixdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,suffixdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,fuzzydice,fuzzycosine,wuPalmerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,word2VecdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,levenshteinDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,mongeElkan,simple_tfidf,levenshteinDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,fuzzyjaccard,levenshteinDistance,word2VecdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,hammingDistance,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,suffixdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,mongeElkandeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,equalDistance,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,subStringDistance,umbcphrasesim,suffixdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaroMeasure,ngramDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher
http://cmt#enterConferenceDetails,=,http://iasted#write,op,FF,0.42302631578947364,0.0,0.2418471887461663,0.42302631578947364,0.4256410256410257,0.15256410256410258,0.0,0.0,0.4966880341880342,0.44,0.0,0.17142857142857137,0.0,0.44,0.2418471887461663,0.4966880341880342,0.2,0.17142857142857137,0.0,0.16099633912697572,0.0,0.2418471887461663,0.0,0.0,0.48148148148148145,0.42302631578947364,0.0,0.5460526315789473,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.42302631578947364,0.2418471887461663,0.1769230769230769,0.44,0.0,0.17142857142857137,0.0,0.17142857142857137,0.2418471887461663,0.0,0.45,0.25,0.3,0.0,0.4966880341880342,0.4966880341880342,0.0,0.0,0.18333333333333335,0.0,0.0,0.0,0.0
http://cmt#Document,=,http://iasted#Receiving_manuscript,c,FF,0.42857142857142855,0.0,0.2970694700619973,0.42857142857142855,0.3972222222222222,0.16666666666666666,0.28091799403999307,0.0,0.5750000000000001,0.325,0.3972222222222222,0.21052631578947367,0.3972222222222222,0.325,0.2970694700619973,0.5750000000000001,0.0,0.21052631578947367,0.0,0.38759494865988725,0.0,0.2970694700619973,0.0,0.0,0.5750000000000001,0.42857142857142855,0.0,0.42857142857142855,0.0,0.15174871683120728,0.0,0.325,0.0,0.0,0.0,0.0,0.42857142857142855,0.2970694700619973,0.21052631578947367,0.325,0.0,0.21052631578947367,0.0,0.21052631578947367,0.2970694700619973,0.0,0.3972222222222222,0.0,0.325,0.0,0.5750000000000001,0.5750000000000001,0.0,0.28722912073135376,0.0,0.3972222222222222,0.0,0.3972222222222222,0.0
http://cmt#ConferenceChair,=,http://iasted#Trip_city,c,FF,0.6111111111111112,0.0,0.3194297385162685,0.6111111111111112,0.4518518518518519,0.1770021645021645,0.0,0.0,0.5874999999999999,0.17777777777777778,0.4518518518518519,0.0,0.4518518518518519,0.17777777777777778,0.3194297385162685,0.5874999999999999,0.0,0.0,0.0,0.23231187103201356,0.0,0.3194297385162685,0.0,0.0,0.5874999999999999,0.6111111111111112,0.0,0.6111111111111112,0.0,0.0,0.0,0.17777777777777778,0.0,0.0,0.0,0.0,0.6111111111111112,0.3194297385162685,0.0,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.4518518518518519,0.0,0.17777777777777778,0.0,0.5874999999999999,0.5874999999999999,0.0,0.0,0.0,0.0,0.0,0.4518518518518519,0.0
http://cmt#Meta-Review,=,http://iasted#Form,c,FF,0.16666666666666666,0.0,0.19614335000288194,0.16666666666666666,0.0,0.0,0.0,0.0,0.23611111111111108,0.4,0.0,0.0,0.0,0.0,0.19614335000288194,0.23611111111111108,0.25,0.0,0.0,0.0,0.0,0.19614335000288194,0.0,0.0,0.23611111111111108,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.16666666666666666,0.19614335000288194,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.23611111111111108,0.23611111111111108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://cmt#Chairman,=,http://iasted#State,c,FF,0.4,0.0,0.2329234250821897,0.4,0.44166666666666665,0.0,0.15352909227885492,0.0,0.2183928571428571,0.08888888888888889,0.25138287638287643,0.0,0.44166666666666665,0.2,0.2329234250821897,0.44166666666666665,0.0,0.10714285714285715,0.0,0.0,0.0,0.2329234250821897,0.0,0.0,0.44166666666666665,0.15977443609022557,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.2329234250821897,0.0,0.2,0.0,0.0,0.0,0.0,0.2329234250821897,0.0,0.44166666666666665,0.0,0.2,0.0,0.44166666666666665,0.44166666666666665,0.15384615384615385,0.0,0.0,0.44166666666666665,0.0,0.44166666666666665,0.0
http://cmt#SubjectArea,=,http://iasted#Audiovisual_equipment,c,FF,0.7698179271708683,0.0,0.19687554748446418,0.7698179271708683,0.4718614718614718,0.19641608391608392,0.0,0.0,0.4749458874458874,0.18181818181818182,0.4718614718614718,0.19999999999999996,0.4718614718614718,0.18181818181818182,0.19687554748446418,0.4749458874458874,0.0,0.19999999999999996,0.0,0.38040111586281095,0.0,0.19687554748446418,0.0,0.0,0.4749458874458874,0.7698179271708683,0.0,0.7698179271708683,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.7698179271708683,0.19687554748446418,0.19999999999999996,0.18181818181818182,0.0,0.19999999999999996,0.0,0.19999999999999996,0.19687554748446418,0.0,0.4718614718614718,0.0,0.18181818181818182,0.0,0.4749458874458874,0.4749458874458874,0.0,0.0,0.0,0.4718614718614718,0.0,0.4718614718614718,0.0
http://cmt#Author,=,http://iasted#Publication,c,FF,0.5,0.0,0.43262626412677135,0.5,0.41919191919191917,0.0,0.2090483379628595,0.0,0.4444444444444444,0.3333333333333333,0.41919191919191917,0.0,0.41919191919191917,0.3333333333333333,0.43262626412677135,0.4444444444444444,0.0,0.2727272727272727,0.0,0.40947948910008936,0.0,0.43262626412677135,0.0,0.0,0.4444444444444444,0.5,0.0,0.5,0.0,0.22331364452838898,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.43262626412677135,0.2727272727272727,0.3333333333333333,0.0,0.2727272727272727,0.0,0.2727272727272727,0.43262626412677135,0.0,0.41919191919191917,0.0,0.3333333333333333,0.0,0.0,0.4444444444444444,0.0,0.41304972767829895,0.0,0.41919191919191917,0.0,0.41919191919191917,0.0
http://cmt#Document,=,http://iasted#Technical_commitee,c,FF,0.0,0.0,0.19742260037000708,0.0,0.40277777777777773,0.0,0.0,0.0,0.6464285714285715,0.35,0.40277777777777773,0.17647058823529416,0.40277777777777773,0.35,0.19742260037000708,0.6464285714285715,0.0,0.17647058823529416,0.0,0.25023946067734315,0.0,0.19742260037000708,0.0,0.0,0.6464285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.19742260037000708,0.17647058823529416,0.35,0.0,0.17647058823529416,0.0,0.17647058823529416,0.19742260037000708,0.0,0.40277777777777773,0.0,0.35,0.0,0.6464285714285715,0.6464285714285715,0.0,0.0,0.0,0.40277777777777773,0.0,0.40277777777777773,0.0
http://cmt#writeReview,=,http://iasted#is_occupied_by,op,FF,0.32756132756132755,0.0,0.0,0.32756132756132755,0.46527777777777773,0.0,0.0,0.0,0.5537037037037037,0.2909090909090909,0.4469785575048733,0.0,0.4469785575048733,0.2909090909090909,0.0,0.5537037037037037,0.0,0.0,0.0,0.0,0.0,0.18720134384241022,0.0,0.0,0.5537037037037037,0.32756132756132755,0.0,0.32756132756132755,0.0,0.0,0.0,0.2909090909090909,0.0,0.0,0.0,0.0,0.32756132756132755,0.0,0.0,0.2909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.38888888888888884,0.0,0.2909090909090909,0.0,0.5537037037037037,0.38888888888888884,0.17391304347826086,0.0,0.0,0.4469785575048733,0.0,0.4469785575048733,0.0
http://cmt#assignedByReviewer,=,http://iasted#is_held_before,op,FF,0.19047619047619047,0.0,0.0,0.21111111111111108,0.5886243386243386,0.0,0.0,0.0,0.5412962962962963,0.0,0.5886243386243386,0.2777777777777778,0.5886243386243386,0.0,0.0,0.5412962962962963,0.0,0.2777777777777778,0.0,0.3327141567020484,0.0,0.0,0.0,0.0,0.5412962962962963,0.21111111111111108,0.0,0.26111111111111107,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.21111111111111108,0.0,0.2777777777777778,0.0,0.0,0.2777777777777778,0.0,0.2777777777777778,0.0,0.16666666666666663,0.5886243386243386,0.0,0.325,0.0,0.5412962962962963,0.5412962962962963,0.0,0.0,0.0,0.5886243386243386,0.0,0.5886243386243386,0.0
http://cmt#AuthorNotReviewer,=,http://iasted#Author_book_proceedings_included,c,FF,0.7452134535944605,0.19047619047619047,0.651397125501808,0.7452134535944605,0.7799799465240642,0.35447733918128654,0.38981691335126395,0.25,0.6574074074074074,0.35294117647058826,0.7799799465240642,0.0,0.7799799465240642,0.0,0.651397125501808,0.6574074074074074,0.35294117647058826,0.3793103448275862,0.19047619047619047,0.8258652628107156,0.16666666666666666,0.651397125501808,0.0,0.0,0.6574074074074074,0.7452134535944605,0.5139482912116863,0.7452134535944605,0.3366836086020176,0.42884755972772837,0.17758434507856813,0.35294117647058826,0.0,0.0,0.2857142857142857,0.2886751345948129,0.0,0.651397125501808,0.3793103448275862,0.35294117647058826,0.17758434507856813,0.3793103448275862,0.16666666666666666,0.3793103448275862,0.0,0.27586206896551724,0.7799799465240642,0.0,0.35294117647058826,0.0,0.0,0.6574074074074074,0.26086956521739135,0.47540971636772156,0.0,0.0,0.19047619047619047,0.6332999108734403,0.19047619047619047
http://cmt#ConferenceMember,=,http://iasted#Session_chair,c,FF,0.6090064734027583,0.0,0.887609108078327,0.6090064734027583,0.49903846153846154,0.0,0.0,0.0,0.5221428571428571,0.15384615384615385,0.49903846153846154,0.1875,0.49903846153846154,0.15384615384615385,0.887609108078327,0.5221428571428571,0.0,0.1875,0.0,0.8084571577847628,0.0,0.887609108078327,0.0,0.0,0.5221428571428571,0.6090064734027583,0.0,0.6090064734027583,0.0,0.6457570195198059,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.6090064734027583,0.887609108078327,0.1875,0.15384615384615385,0.0,0.1875,0.0,0.1875,0.887609108078327,0.0,0.49903846153846154,0.0,0.15384615384615385,0.0,0.5221428571428571,0.5221428571428571,0.0,0.5610325336456299,0.0,0.49903846153846154,0.0,0.49903846153846154,0.0
http://cmt#startReviewerBidding,=,http://iasted#give,op,FF,0.41428571428571426,0.0,0.2629936226033387,0.8450031328320802,0.4256410256410257,0.27820270007770004,0.21507559965716685,0.0,0.375,0.55,0.0,0.0,0.0,0.55,0.2629936226033387,0.375,0.0,0.0,0.0,0.20071454776887881,0.0,0.2629936226033387,0.25,0.0,0.375,0.8450031328320802,0.0,0.8450031328320802,0.1853743857027924,0.0,0.0,0.2,0.25,0.25,0.0,0.0,0.8450031328320802,0.2629936226033387,0.1769230769230769,0.55,0.0,0.0,0.0,0.0,0.2629936226033387,0.0,0.4291666666666667,0.25,0.3,0.0,0.375,0.375,0.0,0.1541571170091629,0.25,0.0,0.0,0.0,0.0
http://cmt#Co-author,=,http://iasted#Sponsor_city,c,FF,0.6303030303030304,0.0,0.0,0.6303030303030304,0.5416666666666666,0.0,0.0,0.0,0.6948412698412698,0.25,0.5416666666666666,0.0,0.5416666666666666,0.25,0.0,0.6948412698412698,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.6948412698412698,0.6303030303030304,0.0,0.6303030303030304,0.0,0.0,0.0,0.25,0.18181818181818182,0.18181818181818182,0.0,0.0,0.6303030303030304,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.18181818181818182,0.25,0.0,0.6948412698412698,0.6948412698412698,0.21052631578947367,0.0,0.18181818181818182,0.5416666666666666,0.0,0.5416666666666666,0.0
http://cmt#Co-author,=,http://iasted#Plenary_lecture_speaker,c,FF,0.3393939393939394,0.0,0.2093996004065318,0.3393939393939394,0.44565217391304346,0.0,0.0,0.0,0.26587301587301587,0.2,0.44565217391304346,0.0,0.44565217391304346,0.0,0.2093996004065318,0.26587301587301587,0.0,0.0,0.0,0.2427845933158241,0.0,0.2093996004065318,0.0,0.0,0.26587301587301587,0.3393939393939394,0.0,0.3393939393939394,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2093996004065318,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.44565217391304346,0.0,0.2,0.0,0.26587301587301587,0.26587301587301587,0.0,0.0,0.0,0.0,0.0,0.44565217391304346,0.0
http://cmt#enableVirtualMeeting,=,http://iasted#pay,op,FF,0.47740943267259056,0.0,0.0,0.47740943267259056,0.4256410256410257,0.15738866396761136,0.0,0.0,0.5177808302808303,0.4,0.4611111111111111,0.0,0.4611111111111111,0.4,0.0,0.5177808302808303,0.0,0.0,0.0,0.19978508391576077,0.0,0.0,0.0,0.0,0.48148148148148145,0.47740943267259056,0.0,0.47740943267259056,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.47740943267259056,0.0,0.1769230769230769,0.4,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.6333333333333333,0.2,0.4,0.0,0.5177808302808303,0.7000000000000001,0.0,0.0,0.18333333333333335,0.4611111111111111,0.0,0.4611111111111111,0.0
http://cmt#Chairman,=,http://iasted#Speaker,c,FF,0.7272727272727273,0.0,0.5608006868794231,0.7272727272727273,0.5119047619047619,0.0,0.21248443818034224,0.0,0.5119047619047619,0.22857142857142856,0.5119047619047619,0.0,0.5119047619047619,0.0,0.5608006868794231,0.5119047619047619,0.0,0.0,0.0,0.478275395421998,0.0,0.5608006868794231,0.0,0.0,0.5119047619047619,0.7272727272727273,0.0,0.7272727272727273,0.0,0.20914627611637115,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.7272727272727273,0.5608006868794231,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.5608006868794231,0.0,0.5119047619047619,0.0,0.22857142857142856,0.0,0.5119047619047619,0.5119047619047619,0.0,0.0,0.0,0.5119047619047619,0.0,0.5119047619047619,0.0
