left,relation,right,owl_type,match_type,path,lin,word2Vec,prefix,suffix,path_stemmed,smoaDistance,jiangConrath,umbcSim,suffixdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,suffixdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,hammingDistance,umbcphrasesim,suffixdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher
http://conference#Steering_committee,=,http://iasted#Plenary_lecture,c,FF,0.10096153846153846,0.17679653033154186,0.44370876585051366,0.0,0.07142857142857142,0.0,0.0,0.06660688508942597,0.0,0.07142857142857142,0.0,0.05882352941176472,0.06424739956855774,0.07142857142857142
http://conference#Review,=,http://iasted#Document,c,FF,0.125,0.09734193657870341,0.43816723525418705,0.0,0.0,0.125,0.0,0.06917942390090073,0.16621822118759155,0.0,0.0,0.0,0.18528394401073456,0.0
http://conference#Conference_announcement,=,http://iasted#Brief_introduction_for_Session_chair,c,FF,0.16660180097680097,0.24019644523402123,0.6822013402675775,0.0,0.0,0.05048076923076923,0.16220889650358528,0.12445777927939605,0.30559664289467037,0.0,0.5395042867796359,0.0,0.42170506715774536,0.0
http://conference#has_a_submitted_contribution,=,http://iasted#is_given_to,op,FF,0.038461538461538464,0.09243472607761476,0.25671454836841984,0.04,0.1111111111111111,0.0,0.0,0.031856834172228524,0.08702893555164337,0.1111111111111111,0.1111111111111111,0.0,0.4350545406341553,0.1111111111111111
http://conference#has_a_review,=,http://iasted#is_writen_by,op,FF,0.0,0.0,0.015263529019429022,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.1
http://conference#Contribution_1th-author,=,http://iasted#One_day_presenter,c,FF,0.07980769230769232,0.06629310427538566,0.07088305253669942,0.1,0.06666666666666667,0.0,0.0,0.04723131651738244,0.0,0.06666666666666667,0.06666666666666667,0.09999999999999998,0.006312353070825338,0.06666666666666667
http://conference#Conference_document,=,http://iasted#Time,c,FF,0.09545454545454546,0.11520408098596674,0.12873508838802575,0.05555555555555555,0.25,0.1125,0.0,0.08372482126951233,0.0,0.25,0.25,0.0,0.026657812297344208,0.25
http://conference#Program_committee,=,http://iasted#Book_proceeding,c,FF,0.21787330316742085,0.4953240727823162,0.22217287916704104,0.21428571428571427,0.14285714285714285,0.15000000000000002,0.2755898366606171,0.18732909468244652,0.03757172077894211,0.14285714285714285,0.14285714285714285,0.1875,0.0,0.14285714285714285
http://conference#was_a_member_of,=,http://iasted#is_given_to,op,FF,0.05263157894736842,0.0,0.1299935515515502,0.0,0.08333333333333333,0.05263157894736842,0.0,0.056451221495366605,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333337,0.02586725354194641,0.08333333333333333
http://conference#belong_to_a_conference_volume,=,http://iasted#pay,op,FF,0.10966810966810965,0.0655785929447751,0.07064941599750402,0.0,0.0,0.0,0.0,0.06895449571019996,0.0,0.0,0.0,0.0,0.003944337368011475,0.16666666666666666
http://conference#Regular_contribution,=,http://iasted#Worker_non_speaker,c,FF,0.04183006535947712,0.0,0.09359899911133618,0.0625,0.125,0.0,0.0,0.04408442699153314,0.03173104487359524,0.125,0.0,0.0,0.036489248275756836,0.125
http://conference#Person,=,http://iasted#Registration,c,FF,0.06666666666666667,0.0,0.23124297331371485,0.16666666666666666,0.3333333333333333,0.0,0.0,0.08628409885769141,0.0,0.3333333333333333,0.3333333333333333,0.08333333333333337,0.03310303017497063,0.3333333333333333
http://conference#Conference_document,=,http://iasted#Plenary_lecture_speaker,c,FF,0.10113636363636364,0.06197182302127649,0.6514355348221256,0.047619047619047616,0.1111111111111111,0.022222222222222223,0.0,0.08624758389140545,0.25167063996195793,0.1111111111111111,0.1111111111111111,0.04761904761904767,0.0,0.1111111111111111
http://conference#Reviewer,=,http://iasted#Final_manuscript,c,FF,0.05572755417956656,0.0,0.2629256897645134,0.06666666666666667,0.06666666666666667,0.08333333333333333,0.0,0.02189297856639075,0.1110239140689373,0.06666666666666667,0.06666666666666667,0.0,0.2593440115451813,0.06666666666666667
http://conference#Accepted_contribution,=,http://iasted#Social_program,c,FF,0.08846153846153847,0.15717448546089677,0.06344500845710241,0.07692307692307693,0.0,0.08333333333333333,0.0,0.07027477871542173,0.05443660635501146,0.0,0.0,0.050000000000000044,0.09644535928964615,0.0
http://conference#is_part_of_conference_volumes,=,http://iasted#is_given_to,op,FF,0.05411255411255411,0.06355248239292942,0.04378988816612042,0.2222222222222222,0.1111111111111111,0.030303030303030304,0.09999999999999998,0.04520253865533617,0.02217220018307368,0.1111111111111111,0.1111111111111111,0.07999999999999996,0.06752936542034149,0.25
http://conference#Chair,=,http://iasted#Sponsor_city,c,FF,0.08571428571428572,0.16618994609345722,0.2741474045337903,0.09090909090909091,0.09090909090909091,0.05,0.0,0.07942489946514153,0.12898924946784973,0.09090909090909091,0.09090909090909091,0.0,0.0,0.09090909090909091
http://conference#Regular_author,=,http://iasted#Author_attendee_book_registration_fee,c,FF,0.29112978524743227,0.24088468647244987,0.37084615793668096,0.0,0.0,0.2507936507936508,0.5746234295862659,0.24388385315957667,0.2729029804468155,0.0,0.0,0.0,0.01615201309323311,0.0
http://conference#is_given_by,=,http://iasted#is_paid_for,op,FF,0.0,0.0,0.4128143150283996,0.2222222222222222,0.0,0.0,0.09999999999999998,0.0,0.5956797003746033,0.0,0.0,0.2222222222222222,0.5740744471549988,0.0
http://conference#Review_preference,=,http://iasted#Conference_building,c,FF,0.15571095571095572,0.0816481164676053,0.06375017880760053,0.1111111111111111,0.3888888888888889,0.30000000000000004,0.5214561234329798,0.12220242137896545,0.09293091855943203,0.3888888888888889,0.3888888888888889,0.05555555555555558,0.0,0.3888888888888889
http://conference#Early_paid_applicant,=,http://iasted#Worker_non_speaker,c,FF,0.17777777777777778,0.18097811692560642,0.2644432184820826,0.125,0.05555555555555555,0.0,0.0,0.06593337016483482,0.09226786748816569,0.05555555555555555,0.05555555555555555,0.11111111111111116,0.1046110987663269,0.05555555555555555
http://conference#Organization,=,http://iasted#Reviewer,c,FF,0.0625,0.0,0.2607978355994278,0.08333333333333333,0.08333333333333333,0.0,0.0,0.06385922069306879,0.02101021073758602,0.08333333333333333,0.08333333333333333,0.0,0.0,0.08333333333333333
http://conference#Contribution_co-author,=,http://iasted#Tip,c,FF,0.07179487179487179,0.0,0.09725409215471895,0.1,0.0,0.038461538461538464,0.0,0.02740739325041277,0.0010374640114605427,0.0,0.0,0.0,0.05994314327836037,0.0
http://conference#Co-chair,=,http://iasted#Worker_lecturer,c,FF,0.0,0.0,0.3423664851872351,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0714285714285714,0.1054423451423645,0.14285714285714285
http://conference#Paper,=,http://iasted#Sponsor_company_house,c,FF,0.1619047619047619,0.0552520771015343,0.18384141233106824,0.10526315789473684,0.2,0.047619047619047616,0.0,0.07230012597304579,0.02097715934117635,0.2,0.2,0.0,0.04856761917471886,0.2
http://conference#Early_paid_applicant,=,http://iasted#Time_zone,c,FF,0.05714285714285714,0.042218652377951436,0.12540297674929865,0.125,0.125,0.0,0.0,0.04420070199246703,0.02225986619790395,0.125,0.125,0.0,0.03602922335267067,0.125
http://conference#Conference_document,=,http://iasted#Transport_vehicle,c,FF,0.17513736263736265,0.0,0.06491847458214137,0.0625,0.0625,0.1125,0.0,0.15826191797504316,0.08554783742874861,0.0625,0.0,0.05555555555555558,0.024689139798283577,0.0625
http://conference#Person,=,http://iasted#Session,c,FF,0.07142857142857142,0.0,0.0,0.16666666666666666,0.3333333333333333,0.07142857142857142,0.0,0.0906617889174473,0.035816073417663574,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.0,0.3333333333333333
http://conference#Conference_part,=,http://iasted#State,c,FF,0.13571428571428573,0.0,0.1662929653290071,0.0,0.2,0.15000000000000002,0.0,0.0856579881957203,0.07832006830722094,0.2,0.0,0.0714285714285714,0.10048109292984009,0.2
http://conference#Regular_author,=,http://iasted#Shuttle_bus,c,FF,0.13392857142857142,0.07754348324761211,0.0,0.0,0.0,0.0,0.0,0.03350523252969215,0.0,0.0,0.0,0.07692307692307687,0.0,0.0
http://conference#Track,=,http://iasted#Renting,c,FF,0.07692307692307693,0.0,0.0,0.2,0.0,0.1111111111111111,0.0,0.0,0.0029826743993908167,0.0,0.0,0.0,0.0,0.0
http://conference#Call_for_participation,=,http://iasted#Modelling,c,FF,0.09027777777777778,0.0,0.0,0.0,0.1111111111111111,0.0625,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111
http://conference#has_tutorials,=,http://iasted#is_held_after,op,FF,0.0,0.0,0.14586961150340577,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.023975377902388573,0.09090909090909091,0.09090909090909091,0.0,0.051483966410160065,0.09090909090909091
http://conference#Invited_talk,=,http://iasted#Nonmember_registration_fee,c,FF,0.09706959706959706,0.0574056463476482,0.0,0.09090909090909091,0.09090909090909091,0.10317460317460318,0.0,0.040297358776433534,0.006771632780631383,0.09090909090909091,0.09090909090909091,0.0,0.03700656071305275,0.09090909090909091
http://conference#Rejected_contribution,=,http://iasted#Initial_manuscipt,c,FF,0.03571428571428571,0.037760343191246756,0.12141221714794898,0.05,0.0625,0.045454545454545456,0.0,0.026202272569355818,0.008523181080818176,0.0625,0.05062413802561731,0.050000000000000044,0.027070553973317146,0.0625
http://conference#Organization,=,http://iasted#Record_of_attendance,c,FF,0.11805555555555555,0.1272313971062297,0.2205065905405884,0.1111111111111111,0.05555555555555555,0.0,0.0,0.09383140895443645,0.011033511720597744,0.05555555555555555,0.05555555555555555,0.0,0.08579905331134796,0.05555555555555555
http://conference#Conference_contributor,=,http://iasted#Presentation,c,FF,0.06944444444444445,0.04080566218933197,0.2699324628491212,0.0,0.09523809523809523,0.08333333333333334,0.0,0.05150256748721509,0.1690219584852457,0.09523809523809523,0.0,0.04761904761904767,0.00478478753939271,0.09523809523809523
http://conference#Paid_applicant,=,http://iasted#Social_program,c,FF,0.06904761904761905,0.0,0.0854035503145339,0.07692307692307693,0.0,0.0,0.0,0.06172803429024992,0.004239503759890795,0.0,0.0,0.15384615384615385,0.06928233802318573,0.0
http://conference#Reviewer,=,http://iasted#Nonmember_registration_fee,c,FF,0.08015873015873015,0.0,0.09125611439968274,0.08333333333333333,0.125,0.06666666666666667,0.0,0.031595855922500256,0.0,0.125,0.0,0.04166666666666663,0.020843474194407463,0.125
http://conference#Publisher,=,http://iasted#Review,c,FF,0.06666666666666667,0.08140339041918523,0.1964124142298099,0.1111111111111111,0.16666666666666666,0.2,0.0,0.056848352134959,0.009894099086523056,0.16666666666666666,0.16666666666666666,0.0,0.1914723664522171,0.16666666666666666
http://conference#Presentation,=,http://iasted#Money,c,FF,0.08333333333333333,0.09199931830135516,0.0,0.0,0.4,0.0,0.0,0.0649978003799724,0.0,0.4,0.0,0.0,0.004136906936764717,0.4
http://conference#Conference_document,=,http://iasted#IASTED_non_member,c,FF,0.04305555555555555,0.0,0.15786206274018258,0.0,0.1111111111111111,0.022222222222222223,0.0,0.045950461085877164,0.023691994448502857,0.1111111111111111,0.1111111111111111,0.05555555555555558,0.0,0.1111111111111111
http://conference#Conference_fees,=,http://iasted#Tutorial_speaker,c,FF,0.06971153846153846,0.03730612583314913,0.5257789406730264,0.0,0.14285714285714285,0.02631578947368421,0.0,0.05415247938709176,0.40696093440055847,0.14285714285714285,0.14285714285714285,0.0,0.0619843490421772,0.14285714285714285
http://conference#Call_for_participation,=,http://iasted#Payment_document,c,FF,0.17663398692810456,0.10610912000619155,0.2756263021502176,0.1,0.06666666666666667,0.08496732026143791,0.0,0.1430516484478553,0.02857036143541336,0.06666666666666667,0.5395042867796359,0.050000000000000044,0.06946369260549545,0.06666666666666667
http://conference#Reviewer,=,http://iasted#Publication,c,FF,0.07142857142857142,0.14985194207742353,0.40211222805252034,0.0,0.0,0.09090909090909091,0.0,0.06434979222545575,0.015720544382929802,0.0,0.0,0.0,0.1246742382645607,0.0
http://conference#has_members,=,http://iasted#is_paid_by,op,FF,0.0,0.0,0.07560699641688323,0.0,0.125,0.0,0.0,0.0,0.033723052591085434,0.125,0.125,0.09999999999999998,0.06655919551849365,0.125
http://conference#belong_to_a_conference_volume,=,http://iasted#is_used_by,op,FF,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.1607142857142857
http://conference#Publisher,=,http://iasted#Coctail_reception,c,FF,0.038461538461538464,0.04223028951850018,0.046970957095345864,0.0625,0.0625,0.0,0.0,0.02959015465900967,0.0,0.0625,0.0625,0.0,0.023435121402144432,0.0625
http://conference#has_a_steering_committee,=,http://iasted#obtain,op,FF,0.0,0.0,0.0,0.047619047619047616,0.09523809523809523,0.1,0.0,0.0,0.011528894305229187,0.09523809523809523,0.09523809523809523,0.04761904761904767,0.0,0.09523809523809523
http://conference#Steering_committee,=,http://iasted#Session,c,FF,0.07417582417582418,0.08743907963220954,0.23814774576051465,0.14285714285714285,0.14285714285714285,0.05555555555555555,0.050000000000000044,0.06151506426619417,0.13164880499243736,0.14285714285714285,0.14285714285714285,0.11764705882352944,0.20038142800331116,0.14285714285714285
http://conference#is_submitted_at,=,http://iasted#is_paid_in,op,FF,0.0,0.0,0.35479035762700184,0.25,0.0,0.0,0.09999999999999998,0.0,0.1341933161020279,0.0,0.0,0.23076923076923073,0.16898170113563538,0.30000000000000004
http://conference#Reviewed_contribution,=,http://iasted#Conference_building,c,FF,0.07738095238095238,0.04329590640041771,0.08704504329463586,0.15,0.1111111111111111,0.15000000000000002,0.22120326067694485,0.06547651544281505,0.03148135950323194,0.1111111111111111,0.1111111111111111,0.15000000000000002,0.09326861053705215,0.1111111111111111
http://conference#Passive_conference_participant,=,http://iasted#Plenary_lecture,c,FF,0.07516339869281045,0.027793774321701104,0.6275340226272375,0.07142857142857142,0.07142857142857142,0.0,0.050000000000000044,0.035924318374522195,0.1996250165005525,0.07142857142857142,0.07142857142857142,0.1071428571428571,0.27111169695854187,0.07142857142857142
http://conference#Important_dates,=,http://iasted#Payment_document,c,FF,0.0,0.0,0.32039471929248714,0.07142857142857142,0.14285714285714285,0.10101010101010101,0.2836808340016038,0.0,0.12992040254175663,0.14285714285714285,0.14285714285714285,0.06666666666666665,0.1732531189918518,0.14285714285714285
http://conference#Conference_announcement,=,http://iasted#Session_room,c,FF,0.1713980463980464,0.20793813497777258,0.6012939222501537,0.0,0.045454545454545456,0.045454545454545456,0.0,0.13634566654805413,0.49517064169049263,0.045454545454545456,0.0,0.0,0.042868416756391525,0.045454545454545456
http://conference#Registeered_applicant,=,http://iasted#Hotel_presenter,c,FF,0.18055555555555555,0.08705436238308968,0.1596560486615903,0.14285714285714285,0.14285714285714285,0.0,0.0,0.03848105772915703,0.020175740122795105,0.14285714285714285,0.14285714285714285,0.09999999999999998,0.018497107550501823,0.14285714285714285
http://conference#Registeered_applicant,=,http://iasted#Conference_airport,c,FF,0.09126984126984126,0.07535599964698678,0.0033425458880859647,0.11764705882352941,0.058823529411764705,0.0,0.22733554005848888,0.06193936715683198,0.053287655115127563,0.058823529411764705,0.058823529411764705,0.15000000000000002,0.04070504754781723,0.058823529411764705
http://conference#Extended_abstract,=,http://iasted#Refusing_manuscript,c,FF,0.045454545454545456,0.04319874124999493,0.1513549369934731,0.0625,0.0625,0.045454545454545456,0.0,0.03033290672519682,0.23042629659175873,0.0625,0.0625,0.0,0.07793724536895752,0.0625
http://conference#is_a_topis_of_conference_parts,=,http://iasted#is_paid_in,op,FF,0.0,0.0,0.007816860885881556,0.25,0.125,0.0,0.09999999999999998,0.0,0.0,0.125,0.125,0.12,0.04292410612106323,0.125
http://conference#Conference_document,=,http://iasted#Money,c,FF,0.09545454545454546,0.11025737386699178,0.0,0.05555555555555555,0.0,0.0,0.0,0.07965961990950023,0.004787697922438383,0.0,0.0,0.11111111111111116,0.005064093973487616,0.0
http://conference#Co-chair,=,http://iasted#Transparency,c,FF,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,6.863278686068952E-4,0.08333333333333333
http://conference#Call_for_participation,=,http://iasted#Research,c,FF,0.14285714285714285,0.1661148918692605,0.1049384162545694,0.125,0.0,0.07142857142857142,0.0,0.08120126473497694,0.0,0.0,0.0,0.0,0.0,0.0
http://conference#Registeered_applicant,=,http://iasted#Author_attendee_book_registration_fee,c,FF,0.12577985739750447,0.09043350678058534,0.29504492710108654,0.0,0.0,0.0,0.3204566178017816,0.05911418401720103,0.07791389524936676,0.0,0.0,0.030303030303030276,0.11616205424070358,0.0
http://conference#Co-chair,=,http://iasted#Social_program,c,FF,0.0,0.0,0.1487772021465943,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.23076923076923073,0.0,0.07692307692307693
http://conference#was_a_committee_chair_of,=,http://iasted#speak_in,op,FF,0.05,0.0,0.09044733672356287,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.050000000000000044,0.05843079835176468,0.16666666666666666
http://conference#Reviewed_contribution,=,http://iasted#Conference_hall,c,FF,0.07107843137254902,0.04329590640041771,0.11949256507481953,0.15,0.14285714285714285,0.07777777777777778,0.24995743594109143,0.05941000457597195,0.03078342881053686,0.14285714285714285,0.14285714285714285,0.15000000000000002,0.08557572215795517,0.14285714285714285
http://conference#Important_dates,=,http://iasted#IASTED_member,c,FF,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.03333333333333333,0.050000000000000044,0.0,0.014349867589771748,0.08333333333333333,0.08333333333333333,0.0714285714285714,0.04617095738649368,0.08333333333333333
http://conference#Conference_announcement,=,http://iasted#Accepting_manuscript,c,FF,0.12142857142857143,0.18816713720363837,0.2800794468489434,0.05263157894736842,0.05263157894736842,0.045454545454545456,0.0,0.06156422029840819,0.002604830078780651,0.05263157894736842,0.05263157894736842,0.13636363636363635,0.09635744988918304,0.05263157894736842
http://conference#Paper,=,http://iasted#Card,c,FF,0.5,0.8638089138334704,0.3890337245126002,0.0,0.25,0.5,0.0,0.4533635631433776,0.718850314617157,0.25,0.25,0.19999999999999996,0.6493083834648132,0.25
http://conference#Topic,=,http://iasted#Nonauthor_registration_fee,c,FF,0.05808080808080809,0.06393668323158165,0.03186353210613777,0.041666666666666664,0.0,0.027777777777777776,0.0,0.04536902207567767,0.007290450856089592,0.0,0.0,0.04166666666666663,0.004724895115941763,0.0
http://conference#has_a_review,=,http://iasted#give,op,FF,0.25,0.07266585776902663,0.17319142095074602,0.0,0.1,0.25,0.0,0.0670799983921047,0.0,0.1,0.1,0.0,0.0,0.1
http://conference#Conference_announcement,=,http://iasted#LCD_projector,c,FF,0.12970938375350138,0.0,0.055300211726212786,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.03834361582994461,0.08333333333333333,0.0,0.045454545454545414,0.016902243718504906,0.08333333333333333
http://conference#has_a_review_expertise,=,http://iasted#is_paid_for,op,FF,0.0,0.0,0.02900473853209894,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.0058448901399970055,0.05263157894736842,0.05263157894736842,0.052631578947368474,0.03980322554707527,0.05263157894736842
http://conference#Late_paid_applicant,=,http://iasted#Presenter_state,c,FF,0.11363636363636365,0.05706785924483898,0.13440127384970926,0.058823529411764705,0.17647058823529413,0.0,0.2682759000330288,0.02944590234436748,0.03847483918070793,0.17647058823529413,0.0,0.0,0.04093096777796745,0.17647058823529413
http://conference#Organizer,=,http://iasted#Conference_activity,c,FF,0.06458333333333333,0.0,0.18039911864162506,0.05555555555555555,0.1111111111111111,0.0,0.0,0.059343019726407834,0.0320262536406517,0.1111111111111111,0.1111111111111111,0.0,0.2421889305114746,0.1111111111111111
http://conference#Information_for_participants,=,http://iasted#Time,c,FF,0.05555555555555555,0.06428616395001664,0.10031260404017411,0.25,0.0,0.0,0.0,0.04732453874486532,0.03276335448026657,0.0,0.0,0.0,0.05900818482041359,0.0
http://conference#Information_for_participants,=,http://iasted#Session_chair,c,FF,0.09821428571428571,0.20645288460316208,0.13393190773293434,0.08333333333333333,0.08333333333333333,0.0,0.2433442555805857,0.09387865272626095,0.13670673314481974,0.08333333333333333,0.0,0.0,0.1781822293996811,0.08333333333333333
http://conference#has_a_committee_co-chair,=,http://iasted#is_sent_after,op,FF,0.038461538461538464,0.0,0.0980160908291993,0.05,0.09090909090909091,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.050000000000000044,0.0,0.09090909090909091
http://conference#Conference_participant,=,http://iasted#Video_cassette_player,c,FF,0.19273689273689273,0.09906125663336811,0.2643438449097655,0.05263157894736842,0.09523809523809523,0.0,0.0,0.07957706742825887,0.26620085289080936,0.09523809523809523,0.0,0.04761904761904767,0.3115418255329132,0.09523809523809523
http://conference#Conference_proceedings,=,http://iasted#Deadline_hotel_reservation,c,FF,0.1624338624338624,0.05334396512937648,0.383839466441136,0.047619047619047616,0.09523809523809523,0.0,0.0,0.11530428853303315,0.1180938147008419,0.09523809523809523,0.09523809523809523,0.04166666666666663,0.015790816396474838,0.09523809523809523
http://conference#Conference_applicant,=,http://iasted#Plenary_lecture_speaker,c,FF,0.13749999999999998,0.10543672520403664,0.6303200852461052,0.10526315789473684,0.10526315789473684,0.0,0.0,0.08409973028985489,0.28088847547769547,0.10526315789473684,0.18644248974900904,0.04761904761904767,0.09359860420227051,0.10526315789473684
http://conference#Contribution_1th-author,=,http://iasted#Initial_manuscipt,c,FF,0.03571428571428571,0.037760343191246756,0.04966749318313548,0.0625,0.05,0.0,0.0,0.026202272569355818,0.0,0.05,0.05,0.050000000000000044,0.0,0.05
http://conference#Conference_document,=,http://iasted#Person,c,FF,0.08012820512820512,0.0,0.07825949965083799,0.0,0.1111111111111111,0.041666666666666664,0.0,0.11166292923365873,0.03199484944343567,0.1111111111111111,0.1111111111111111,0.0,0.05862276628613472,0.1111111111111111
http://conference#Invited_talk,=,http://iasted#Conference_hotel,c,FF,0.08116883116883117,0.043550795366180214,0.4849905337144969,0.0,0.09090909090909091,0.21450216450216447,0.0,0.0605310087249062,0.07602578215301037,0.09090909090909091,0.09090909090909091,0.0,0.2542629837989807,0.09090909090909091
http://conference#Review,=,http://iasted#Introduction_of_speaker,c,FF,0.06349206349206349,0.09089846936313303,0.20158186078292498,0.16666666666666666,0.16666666666666666,0.027777777777777776,0.0,0.05762793145527239,0.10116302687674761,0.16666666666666666,0.16666666666666666,0.0,0.15855379402637482,0.16666666666666666
http://conference#Accepted_contribution,=,http://iasted#Publication,c,FF,0.03125,0.0,0.21971310565142563,0.09090909090909091,0.36363636363636365,0.0,0.3668599734203213,0.03249100508496223,0.07241132855415344,0.36363636363636365,0.0,0.09999999999999998,0.17208145558834076,0.36363636363636365
http://conference#Conference_part,=,http://iasted#Registration_fee,c,FF,0.22417582417582418,0.3899601770902656,0.14828081422150957,0.14285714285714285,0.07142857142857142,0.15000000000000002,0.36779350992480175,0.1794096471912371,0.08019394800066948,0.07142857142857142,0.07142857142857142,0.0,0.2586357891559601,0.07142857142857142
http://conference#Regular_contribution,=,http://iasted#State,c,FF,0.06666666666666667,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0678494425478584,0.0,0.05263157894736842,0.0,0.0,0.0,0.05263157894736842
http://conference#invites_co-reviewers,=,http://iasted#is_given_by,op,FF,0.0,0.0,0.02527805794386271,0.1111111111111111,0.1111111111111111,0.0,0.050000000000000044,0.0,0.061273884028196335,0.1111111111111111,0.1111111111111111,0.16666666666666663,0.14002828299999237,0.1111111111111111
http://conference#Topic,=,http://iasted#Tax,c,FF,0.1,0.10618758318119213,0.05232349014092757,0.3333333333333333,0.0,0.1,0.050000000000000044,0.07621274038240629,0.0,0.0,0.0,0.19999999999999996,0.06462886929512024,0.0
http://conference#Organizer,=,http://iasted#Presenter_house,c,FF,0.125,0.07797103311387853,0.33936730783815594,0.07142857142857142,0.14285714285714285,0.0,0.0,0.03372410031796909,0.020586282014846802,0.14285714285714285,0.14285714285714285,0.2142857142857143,0.029420476406812668,0.14285714285714285
http://conference#Rejected_contribution,=,http://iasted#Activity_after_conference,c,FF,0.20833333333333331,0.319243933746386,0.08804573729020987,0.08695652173913043,0.08695652173913043,0.045454545454545456,0.19728716140472458,0.1214353129250095,0.07388719916343689,0.08695652173913043,0.08695652173913043,0.04347826086956519,0.25717318058013916,0.08695652173913043
http://conference#has_a_publisher,=,http://iasted#is_equipped_by,op,FF,0.0,0.0,0.0,0.15384615384615385,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0027164064813405275,0.10317460317460317
