left,relation,right,owl_type,match_type,wuPalmerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,ngramDistance,wuPalmer,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,path,lin,equalSimilarityStemmed,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasure,word2Vec,level2_jara_winkler,prefix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecStemmed,jaccard,suffix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath,umbcSim,soft_tfidf_jaro,suffixdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,suffixdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,fuzzydice,fuzzycosine,wuPalmerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,mongeElkan,simple_tfidf,fuzzyjaccard,levenshteinDistance,hammingDistance,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,suffixdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,equalDistance,subStringDistance,umbcphrasesim,suffixdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaroMeasure,ngramDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher
http://cmt#paperID,=,http://confOf#abstract,dp,FF,0.26666666666666666,0.0,0.4767676767676768,0.5119047619047619,0.20128205128205126,0.0,0.0,0.5119047619047619,0.5119047619047619,0.27154512122865776,0.27499999999999997,0.0,0.0,0.2337526726782842,0.0,0.0,0.0,0.4767676767676768,0.0,0.4767676767676768,0.0,0.15403863290945688,0.0,0.0,0.0,0.0,0.0,0.4767676767676768,0.22857142857142856,0.0,0.0,0.15000000000000002,0.0,0.42777777777777776,0.16666666666666666,0.0,0.0,0.0,0.0,0.5119047619047619,0.0,0.5119047619047619,0.0
http://cmt#ProgramCommitteeMember,=,http://confOf#Reviewing_event,c,FF,0.43131868131868134,0.0,0.43131868131868134,0.44646464646464645,0.0,0.1976971148368237,0.0,0.44646464646464645,0.44646464646464645,0.2555954644792641,0.49426807760141095,0.0,0.0,0.49463471716728263,0.0,0.0,0.0,0.43131868131868134,0.0,0.43131868131868134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43131868131868134,0.0,0.0,0.0,0.18181818181818177,0.0,0.44646464646464645,0.0,0.0,0.0,0.22471141815185547,0.0,0.44646464646464645,0.0,0.44646464646464645,0.0
http://cmt#Author,=,http://confOf#Topic,c,FF,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.3148148148148148,0.0,0.31506568347867064,0.0,0.16666666666666666,0.07692307692307693,0.0,0.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.25,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818188,0.15764108300209045,0.0,0.0,0.0,0.0,0.0
http://cmt#hasConflictOfInterest,=,http://confOf#hasCountry,op,FF,0.375,0.46153846153846156,0.7920823300080267,0.8066666666666666,0.4565934065934065,0.40950328258295426,0.4,0.8066666666666666,0.8066666666666666,0.6610338286293229,0.7838571428571429,0.6875,0.46153846153846156,0.8366719731516944,0.3333333333333333,0.0,0.46153846153846156,0.7920823300080267,0.7492130853359846,0.6333333333333333,0.5034038421595879,0.3616239055991173,0.32452177787222247,0.0,0.0,0.5,0.5163977794943222,0.7920823300080267,0.7,0.32452177787222247,0.3333333333333333,0.5185185185185186,0.40740740740740744,0.8066666666666666,0.2857142857142857,0.0,0.5116279069767442,0.4614114463329315,0.0,0.8066666666666666,0.46153846153846156,0.6777777777777777,0.46153846153846156
http://cmt#ConferenceMember,=,http://confOf#Contribution,c,FF,0.27647058823529413,0.0,0.27647058823529413,0.30000000000000004,0.0,0.0,0.0,0.30000000000000004,0.30000000000000004,0.0,0.36518518518518517,0.25,0.09756097560975607,0.0,0.0,0.0,0.0,0.20105820105820105,0.4144904458598726,0.27647058823529413,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.27647058823529413,0.25,0.0,0.0,0.25,0.1875,0.30000000000000004,0.0,0.0,0.2142857142857143,0.0,0.0,0.30000000000000004,0.0,0.0,0.0
http://cmt#hasAuthor,=,http://confOf#parallel_with,op,FF,0.3112179487179487,0.0,0.3794131794131794,0.4733333333333334,0.16203703703703703,0.0,0.0,0.4586894586894587,0.4586894586894587,0.0,0.548611111111111,0.0,0.0,0.23428895230347438,0.0,0.2222222222222222,0.0,0.3794131794131794,0.0,0.3794131794131794,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.3794131794131794,0.28888888888888886,0.0,0.0,0.16666666666666663,0.16666666666666663,0.53,0.2222222222222222,0.0,0.19047619047619047,0.0,0.2222222222222222,0.4586894586894587,0.0,0.4586894586894587,0.0
http://cmt#Document,=,http://confOf#Trip,c,FF,0.3157894736842105,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.3157894736842105,0.0,0.3157894736842105,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.3157894736842105,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.16666666666666663,0.0,0.25,0.0,0.0,0.0,0.0
http://cmt#AuthorNotReviewer,=,http://confOf#Administrative_event,c,FF,0.24444444444444444,0.0,0.24444444444444444,0.6364705882352941,0.0,0.0,0.0,0.6364705882352941,0.6364705882352941,0.0,0.4402116402116402,0.0,0.0,0.44335471944004456,0.0,0.0,0.0,0.24444444444444444,0.0,0.24444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.0,0.0,0.26315789473684215,0.0,0.6364705882352941,0.0,0.0,0.0,0.0,0.0,0.6364705882352941,0.0,0.596078431372549,0.0
http://cmt#ExternalReviewer,=,http://confOf#Person,c,CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2391678992198488,0.0,0.0,0.0,0.0,0.0,0.0,0.2391678992198488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://cmt#addProgramCommitteeMember,=,http://confOf#follows,op,FF,0.4154578754578754,0.30000000000000004,0.4154578754578754,0.7124268324268325,0.0,0.0,0.2,0.7633918128654971,0.7633918128654971,0.4553400365659212,0.5931583231583233,0.0,0.30000000000000004,0.8163478848285781,0.0,0.0,0.30000000000000004,0.4154578754578754,0.5876077586206897,0.4154578754578754,0.0,0.0,0.32883549075026863,0.0,0.0,0.19642857142857142,0.2028705562299123,0.4154578754578754,0.42962962962962964,0.0,0.0,0.3157894736842105,0.2894736842105263,0.5456228956228957,0.0,0.0,0.34375,0.19954794645309448,0.0,0.7633918128654971,0.30000000000000004,0.6056530214424951,0.30000000000000004
http://cmt#AuthorNotReviewer,=,http://confOf#Volunteer,c,FF,0.6836363636363636,0.0,0.6836363636363636,0.5065359477124183,0.0,0.19513740306973387,0.0,0.5065359477124183,0.5065359477124183,0.1775223285524382,0.5,0.0,0.0,0.15194030732700708,0.0,0.2222222222222222,0.0,0.6836363636363636,0.0,0.6836363636363636,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.2941176470588235,0.0,0.5065359477124183,0.2222222222222222,0.0,0.15384615384615385,0.0,0.2222222222222222,0.0,0.0,0.5065359477124183,0.0
http://cmt#siteURL,=,http://confOf#contactEmail,dp,FF,0.8752551312922829,0.0,0.8752551312922829,0.7276218062982769,0.251963776963777,0.0,0.0,0.7276218062982769,0.7276218062982769,0.6362153678395264,0.40809523809523807,0.17647058823529413,0.0,0.5668916510796088,0.0,0.0,0.0,0.8752551312922829,0.33771802851559674,0.8752551312922829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8752551312922829,0.2857142857142857,0.0,0.0,0.33333333333333337,0.0,0.7472222222222222,0.2,0.0,0.21052631578947367,0.0,0.0,0.7276218062982769,0.0,0.6108882947118242,0.0
http://cmt#virtualMeetingEnabledBy,=,http://confOf#follows,op,FF,0.2403846153846154,0.0,0.2403846153846154,0.5047298380631714,0.0,0.0,0.0,0.5047298380631714,0.5047298380631714,0.3908953046871239,0.4420634920634921,0.0,0.0,0.5577101700047762,0.0,0.0,0.0,0.2403846153846154,0.0,0.2403846153846154,0.0,0.20047252957010642,0.0,0.0,0.0,0.0,0.0,0.2403846153846154,0.22857142857142856,0.0,0.0,0.21212121212121215,0.0,0.5047298380631714,0.0,0.0,0.0,0.18469549715518951,0.0,0.5047298380631714,0.0,0.5047298380631714,0.0
http://cmt#detailsEnteredBy,=,http://confOf#expertOn,op,FF,0.4428563238160761,0.0,0.4428563238160761,0.4950854700854701,0.0,0.0,0.0,0.5511144628791688,0.5511144628791688,0.1694238682468184,0.49236111111111114,0.0,0.0,0.2297206658452342,0.0,0.0,0.0,0.4428563238160761,0.0,0.4428563238160761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4428563238160761,0.275,0.0,0.0,0.23076923076923073,0.0,0.4256410256410256,0.0,0.0,0.16666666666666663,0.0,0.0,0.5511144628791688,0.0,0.5511144628791688,0.0
http://cmt#ProgramCommitteeChair,=,http://confOf#Participant,c,FF,0.2883572567783094,0.0,0.2883572567783094,0.5993506493506493,0.0,0.0,0.0,0.5993506493506493,0.5993506493506493,0.0,0.2157407407407407,0.0,0.0,0.20810023716756035,0.0,0.0,0.0,0.2883572567783094,0.0,0.2883572567783094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23809523809523814,0.0,0.5993506493506493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5548340548340548,0.0
http://cmt#Chairman,=,http://confOf#Regular,c,FF,0.0,0.0,0.0,0.5119047619047619,0.0,0.0,0.0,0.5119047619047619,0.5119047619047619,0.0,0.5119047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.5119047619047619,0.0,0.0,0.0,0.0,0.0,0.5119047619047619,0.0,0.5119047619047619,0.0
http://cmt#Preference,=,http://confOf#Event,c,FF,0.46153846153846156,0.0,0.46153846153846156,0.5333333333333333,0.0,0.0,0.0,0.5333333333333333,0.5333333333333333,0.0,0.5777777777777778,0.0,0.0,0.0,0.0,0.2,0.0,0.46153846153846156,0.0,0.46153846153846156,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.46153846153846156,0.48,0.0,0.0,0.30000000000000004,0.0,0.5333333333333333,0.2,0.0,0.2666666666666666,0.0,0.2,0.5333333333333333,0.0,0.5333333333333333,0.0
http://cmt#date,=,http://confOf#contactEmail,dp,FF,0.7140522875816994,0.0,0.7140522875816994,0.7189814814814814,0.1902033152033152,0.0,0.0,0.7189814814814814,0.7189814814814814,0.20594237156635872,0.38,0.21428571428571427,0.0,0.16015523797865433,0.0,0.16666666666666666,0.0,0.7140522875816994,0.35779023370701113,0.7140522875816994,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.7140522875816994,0.5,0.0,0.0,0.33333333333333337,0.0,0.7472222222222222,0.2,0.0,0.25,0.0,0.16666666666666666,0.7189814814814814,0.0,0.5985449735449735,0.0
http://cmt#ProgramCommitteeMember,=,http://confOf#Submission_event,c,FF,0.7859405300581771,0.0,0.7859405300581771,0.43813131313131315,0.2124135124135124,0.26085407606866134,0.0,0.43813131313131315,0.43813131313131315,0.34714491631244915,0.49056437389770724,0.0,0.0,0.34914643462036904,0.0,0.0,0.0,0.7859405300581771,0.0,0.7859405300581771,0.21127373473876795,0.0,0.0,0.0,0.0,0.0,0.0,0.7859405300581771,0.1875,0.0,0.0,0.18181818181818177,0.0,0.43813131313131315,0.0,0.0,0.0,0.1514362245798111,0.0,0.0,0.0,0.43813131313131315,0.0
http://cmt#SubjectArea,=,http://confOf#Paper,c,FF,0.39743589743589747,0.0,0.39743589743589747,0.43030303030303035,0.0,0.0,0.0,0.43030303030303035,0.43030303030303035,0.0,0.22380952380952382,0.0,0.0,0.0,0.0,0.2,0.0,0.39743589743589747,0.0,0.39743589743589747,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.39743589743589747,0.32,0.0,0.0,0.18181818181818177,0.0,0.43030303030303035,0.2,0.0,0.0,0.0,0.2,0.43030303030303035,0.0,0.43030303030303035,0.0
http://cmt#Administrator,=,http://confOf#Short_paper,c,FF,0.3764705882352941,0.0,0.3764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48148148148148145,0.0,0.0,0.0,0.0,0.2,0.0,0.3764705882352941,0.0,0.3764705882352941,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.3764705882352941,0.18181818181818182,0.0,0.0,0.23076923076923073,0.0,0.0,0.2,0.0,0.17391304347826086,0.0,0.2,0.0,0.0,0.0,0.0
http://cmt#User,=,http://confOf#Administrator,c,FF,0.8,0.0,0.8,0.0,0.2,0.2581800611697783,0.0,0.0,0.0,0.4124121723659326,0.0,0.0,0.0,0.2309570267549991,0.0,0.25,0.0,0.8,0.0,0.8,0.0,0.19861188530921936,0.0,0.25,0.25,0.0,0.0,0.8,0.5,0.0,0.0,0.15384615384615385,0.0,0.0,0.25,0.0,0.0,0.23340462148189545,0.25,0.0,0.0,0.0,0.0
http://cmt#ConferenceMember,=,http://confOf#Short_paper,c,FF,0.6369747899159663,0.0,0.6369747899159663,0.4545454545454546,0.1543040293040293,0.0,0.0,0.4545454545454546,0.4545454545454546,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.2,0.0,0.6369747899159663,0.0,0.6369747899159663,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6369747899159663,0.23636363636363636,0.0,0.0,0.1875,0.0,0.4545454545454546,0.2,0.0,0.15384615384615385,0.0,0.2,0.0,0.0,0.4545454545454546,0.0
http://cmt#hasDecision,=,http://confOf#dealsWith,op,FF,0.4666666666666667,0.0,0.4666666666666667,0.5367003367003367,0.0,0.16230805806912177,0.0,0.5367003367003367,0.5367003367003367,0.38715850290083476,0.40666666666666673,0.18181818181818182,0.0,0.2880102843002478,0.0,0.0,0.0,0.4666666666666667,0.22909552151429413,0.4666666666666667,0.0,0.15047353506088257,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.2222222222222222,0.0,0.0,0.2727272727272727,0.0,0.3833333333333333,0.0,0.0,0.19999999999999996,0.0,0.0,0.5367003367003367,0.0,0.5367003367003367,0.0
http://cmt#Co-author,=,http://confOf#Conference,c,FF,0.21052631578947367,0.0,0.21052631578947367,0.6466666666666667,0.0,0.0,0.0,0.6466666666666667,0.6466666666666667,0.17241062125047404,0.6888888888888889,0.25,0.0,0.15242366329957727,0.0,0.0,0.0,0.21052631578947367,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.25,0.0,0.0,0.19999999999999996,0.19999999999999996,0.6466666666666667,0.0,0.0,0.2222222222222222,0.0,0.0,0.6466666666666667,0.0,0.5583333333333333,0.0
http://cmt#Paper,=,http://confOf#Organization,c,FF,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16555555555555554,0.0,0.0,0.0,0.0,0.08000000000000002,0.0,0.0,0.0,0.0,0.21177944862155387,0.0,0.3333333333333333,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.3333333333333333,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://cmt#ProgramCommitteeChair,=,http://confOf#Company,c,FF,0.4304695562435501,0.0,0.4304695562435501,0.0,0.0,0.21602880415746753,0.0,0.0,0.0,0.21266072302932795,0.29012345679012347,0.0,0.0,0.0,0.0,0.0,0.0,0.4304695562435501,0.3560968320382547,0.4304695562435501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4304695562435501,0.42857142857142855,0.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,0.0
http://cmt#writePaper,=,http://confOf#parallel_with,op,FF,0.46274651274651274,0.0,0.46274651274651274,0.4733333333333334,0.20965608465608465,0.0,0.0,0.5584090909090909,0.5584090909090909,0.0,0.7580555555555555,0.2,0.0,0.24528764042208973,0.0,0.0,0.0,0.46274651274651274,0.0,0.46274651274651274,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.46274651274651274,0.3,0.0,0.17647058823529413,0.22580645161290325,0.0,0.4166666666666667,0.375,0.0,0.18181818181818188,0.0,0.0,0.5584090909090909,0.0,0.5093434343434343,0.0
http://cmt#paperAssignmentToolsRunBy,=,http://confOf#hasAdministrativeEvent,op,FF,0.25,0.0,1.0,0.580952380952381,0.2715937657114128,0.38438240043768035,0.0,0.580952380952381,0.580952380952381,0.5235447572305254,0.4328042328042328,0.0,0.0,0.456736586295216,0.0,0.0,0.0,1.0,0.18132612691193417,1.0,0.20834719055872317,0.34726777095347644,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.19999999999999996,0.17142857142857137,0.580952380952381,0.0,0.0,0.0,0.38489970564842224,0.0,0.580952380952381,0.0,0.580952380952381,0.0
http://cmt#Chairman,=,http://confOf#Registration_of_participants_event,c,FF,0.0,0.0,0.0,0.45588235294117646,0.0,0.0,0.0,0.45588235294117646,0.45588235294117646,0.0,0.5277777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.16129032258064513,0.0,0.45588235294117646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45588235294117646,0.0
http://cmt#setMaxPapers,=,http://confOf#hasCity,op,FF,0.7128260993392571,0.0,0.7128260993392571,0.4599844599844599,0.21865356865356864,0.21072672253102873,0.0,0.5517703349282296,0.5517703349282296,0.0,0.5462962962962963,0.16,0.0,0.0,0.0,0.3076923076923077,0.0,0.7128260993392571,0.3086529884032114,0.7128260993392571,0.17135243572086997,0.0,0.0,0.3076923076923077,0.3076923076923077,0.0,0.0,0.7128260993392571,0.3076923076923077,0.0,0.0,0.19999999999999996,0.0,0.5517703349282296,0.3076923076923077,0.0,0.21052631578947367,0.29588744044303894,0.3076923076923077,0.5517703349282296,0.0,0.5517703349282296,0.0
http://cmt#Reviewer,=,http://confOf#Science_Worker,c,FF,0.4545454545454546,0.0,0.4545454545454546,0.594047619047619,0.0,0.0,0.0,0.594047619047619,0.594047619047619,0.0,0.5317460317460317,0.0,0.0,0.0,0.0,0.25,0.0,0.4545454545454546,0.0,0.4545454545454546,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.325,0.0,0.0,0.3846153846153846,0.0,0.594047619047619,0.25,0.0,0.19047619047619047,0.0,0.25,0.0,0.0,0.594047619047619,0.0
http://cmt#Decision,=,http://confOf#University,c,FF,0.375,0.0,0.375,0.5499999999999999,0.0,0.0,0.0,0.5499999999999999,0.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3963815789473684,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.25,0.0,0.0,0.19999999999999996,0.0,0.5499999999999999,0.0,0.0,0.2222222222222222,0.0,0.0,0.5499999999999999,0.0,0.5499999999999999,0.0
