left,relation,right,owl_type,match_type,wuPalmerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,ngramDistance,word2VecdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,wuPalmer,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,path,lin,equalSimilarityStemmed,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,mongeElkandeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,levenshteinDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,jaroWinklerMeasure,mongeElkandeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,word2Vec,level2_jara_winkler,prefix,levenshteinDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,equalDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecStemmed,jaccard,word2VecdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,suffix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath,umbcSim,equalDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,soft_tfidf_jaro,mongeElkandeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,suffixdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,suffixdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,fuzzydice,fuzzycosine,wuPalmerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,word2VecdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,levenshteinDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,mongeElkan,simple_tfidf,equalDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,levenshteinDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,fuzzyjaccard,levenshteinDistance,word2VecdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,hammingDistance,equalDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,suffixdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,mongeElkandeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,equalDistance,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,subStringDistance,umbcphrasesim,suffixdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jaroMeasure,ngramDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher
http://confOf#Volunteer,=,http://iasted#IASTED_non_member,c,FF,0.2318840579710145,0.0,0.2068952553069666,0.2318840579710145,0.0,0.0,0.0,0.0,0.4444444444444444,0.2222222222222222,0.0,0.2666666666666667,0.0,0.0,0.2068952553069666,0.4444444444444444,0.0,0.2666666666666667,0.0,0.0,0.19227564367976566,0.0,0.2068952553069666,0.2222222222222222,0.0,0.4444444444444444,0.2318840579710145,0.0,0.2318840579710145,0.0,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.2068952553069666,0.2666666666666667,0.2222222222222222,0.0,0.0,0.2666666666666667,0.0,0.2666666666666667,0.2068952553069666,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.0,0.4444444444444444,0.16666666666666663,0.15151596069335938,0.2222222222222222,0.0,0.0,0.0,0.0
http://confOf#expertOn,=,http://iasted#is_used_for,op,FF,0.24139433551198256,0.0,0.3105519295969907,0.24139433551198256,0.4772727272727273,0.0,0.0,0.0,0.5416666666666666,0.2,0.4772727272727273,0.2222222222222222,0.4772727272727273,0.2,0.20361947434074665,0.5416666666666666,0.0,0.2222222222222222,0.0,0.0,0.18959325944639596,0.0,0.20361947434074665,0.0,0.0,0.5416666666666666,0.24139433551198256,0.0,0.24139433551198256,0.0,0.0,0.0,0.0,0.42000000000000004,0.0,0.0,0.0,0.0,0.24139433551198256,0.20361947434074665,0.2222222222222222,0.2,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.20361947434074665,0.0,0.0,0.2333333333333333,0.0,0.45,0.0,0.5416666666666666,0.5416666666666666,0.0,0.0,0.0,0.4772727272727273,0.0,0.4772727272727273,0.0
http://confOf#Regular,=,http://iasted#Trip_city,c,FF,0.0,0.0,0.0,0.0,0.41798941798941797,0.0,0.0,0.0,0.46428571428571425,0.22857142857142856,0.41798941798941797,0.0,0.41798941798941797,0.0,0.0,0.46428571428571425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46428571428571425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41798941798941797,0.0,0.22857142857142856,0.0,0.46428571428571425,0.46428571428571425,0.0,0.0,0.0,0.41798941798941797,0.0,0.41798941798941797,0.0
http://confOf#Tutorial,=,http://iasted#Tax,c,FF,0.3157894736842105,0.0,0.0,0.3157894736842105,0.5375,0.0,0.0,0.0,0.55,0.5333333333333333,0.5375,0.25,0.5375,0.5333333333333333,0.0,0.55,0.3333333333333333,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.3157894736842105,0.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.3157894736842105,0.0,0.25,0.5333333333333333,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.5375,0.0,0.5333333333333333,0.0,0.55,0.55,0.18181818181818188,0.0,0.0,0.5375,0.0,0.4861111111111111,0.0
http://confOf#Organization,=,http://iasted#Sponsor_company_house,c,FF,0.4474789915966386,0.0,0.38572484203372265,0.4474789915966386,0.48412698412698413,0.16056166056166057,0.23068103415373262,0.0,0.6190476190476191,0.16666666666666666,0.48412698412698413,0.1578947368421053,0.48412698412698413,0.16666666666666666,0.38572484203372265,0.6190476190476191,0.0,0.1578947368421053,0.0,0.0,0.0,0.0,0.38572484203372265,0.0,0.0,0.6190476190476191,0.4474789915966386,0.0,0.4474789915966386,0.1532393201871312,0.2670813153187434,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.4474789915966386,0.38572484203372265,0.1578947368421053,0.16666666666666666,0.0,0.0,0.1578947368421053,0.0,0.1578947368421053,0.38572484203372265,0.0,0.0,0.48412698412698413,0.0,0.16666666666666666,0.0,0.6190476190476191,0.6190476190476191,0.0,0.0,0.0,0.48412698412698413,0.0,0.48412698412698413,0.0
http://confOf#Regular,=,http://iasted#Presenter_house,c,FF,0.0,0.0,0.0,0.0,0.5428571428571428,0.0,0.0,0.0,0.5873015873015873,0.2857142857142857,0.5428571428571428,0.0,0.5428571428571428,0.0,0.0,0.5873015873015873,0.0,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5873015873015873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.2142857142857143,0.2857142857142857,0.0,0.0,0.2142857142857143,0.0,0.2142857142857143,0.0,0.0,0.0,0.5428571428571428,0.0,0.2857142857142857,0.0,0.5873015873015873,0.5873015873015873,0.19047619047619047,0.0,0.0,0.0,0.0,0.5428571428571428,0.0
http://confOf#Topic,=,http://iasted#Final_manuscript,c,FF,0.5076923076923077,0.0,0.2262012849723317,0.5076923076923077,0.42083333333333334,0.0,0.17070849319775497,0.0,0.4666666666666666,0.32,0.42083333333333334,0.0,0.42083333333333334,0.32,0.2262012849723317,0.4666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2262012849723317,0.2,0.0,0.4666666666666666,0.5076923076923077,0.0,0.5076923076923077,0.0,0.0,0.0,0.0,0.32,0.2,0.2,0.0,0.0,0.5076923076923077,0.2262012849723317,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.2262012849723317,0.0,0.0,0.42083333333333334,0.2,0.32,0.0,0.4666666666666666,0.4666666666666666,0.0,0.0,0.2,0.42083333333333334,0.0,0.42083333333333334,0.0
http://confOf#Organization,=,http://iasted#Registration_form,c,FF,0.4017857142857143,0.25,0.29925687680726876,0.4017857142857143,0.670751633986928,0.0,0.0,0.0,0.5952380952380952,0.4166666666666667,0.670751633986928,0.375,0.670751633986928,0.4166666666666667,0.29925687680726876,0.5952380952380952,0.0,0.375,0.25,0.0,0.0,0.0,0.29925687680726876,0.3125,0.25,0.5952380952380952,0.4017857142857143,0.46703296703296704,0.4017857142857143,0.0,0.0,0.0,0.0,0.4166666666666667,0.3125,0.3125,0.0,0.0,0.4017857142857143,0.29925687680726876,0.375,0.4166666666666667,0.0,0.0,0.375,0.0,0.375,0.29925687680726876,0.375,0.0,0.670751633986928,0.3125,0.4166666666666667,0.0,0.5952380952380952,0.5952380952380952,0.3571428571428572,0.31810492277145386,0.3125,0.670751633986928,0.25,0.670751633986928,0.25
http://confOf#Assistant,=,http://iasted#Conference_airport,c,FF,0.3742690058479532,0.0,0.0,0.3742690058479532,0.0,0.0,0.0,0.0,0.6285714285714286,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.6285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6285714285714286,0.3742690058479532,0.0,0.3742690058479532,0.0,0.0,0.0,0.0,0.17777777777777778,0.0,0.0,0.0,0.0,0.3742690058479532,0.0,0.0,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17777777777777778,0.0,0.6285714285714286,0.6285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://confOf#Conference,=,http://iasted#Initial_manuscipt,c,FF,0.16666666666666666,0.0,0.0,0.16666666666666666,0.49215686274509807,0.0,0.0,0.0,0.4365079365079365,0.18,0.49215686274509807,0.0,0.49215686274509807,0.0,0.0,0.4365079365079365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4365079365079365,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49215686274509807,0.0,0.18,0.0,0.0,0.4365079365079365,0.0,0.0,0.0,0.49215686274509807,0.0,0.49215686274509807,0.0
http://confOf#Short_paper,=,http://iasted#Technical_commitee,c,FF,0.30952380952380953,0.0,0.17452409071769603,0.30952380952380953,0.36195286195286197,0.0,0.0,0.0,0.28095238095238095,0.0,0.36195286195286197,0.0,0.36195286195286197,0.0,0.17452409071769603,0.28095238095238095,0.0,0.0,0.0,0.0,0.20060148621999743,0.0,0.17452409071769603,0.0,0.0,0.28095238095238095,0.30952380952380953,0.0,0.30952380952380953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30952380952380953,0.17452409071769603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17452409071769603,0.0,0.0,0.36195286195286197,0.0,0.0,0.0,0.28095238095238095,0.28095238095238095,0.0,0.0,0.0,0.36195286195286197,0.0,0.36195286195286197,0.0
http://confOf#Paper,=,http://iasted#One_conference_day,c,FF,0.29523809523809524,0.0,0.0,0.29523809523809524,0.4185185185185185,0.0,0.0,0.0,0.5333333333333333,0.4,0.4185185185185185,0.0,0.4185185185185185,0.4,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.29523809523809524,0.0,0.29523809523809524,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.29523809523809524,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4185185185185185,0.0,0.4,0.0,0.0,0.5333333333333333,0.19047619047619047,0.0,0.0,0.4185185185185185,0.0,0.4185185185185185,0.0
http://confOf#Camera_Ready_event,=,http://iasted#Viza,c,FF,0.0,0.0,0.0,0.0,0.4351851851851852,0.0,0.0,0.0,0.512962962962963,0.4,0.4351851851851852,0.0,0.4351851851851852,0.0,0.0,0.512962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.512962962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4351851851851852,0.0,0.4,0.0,0.0,0.512962962962963,0.0,0.0,0.0,0.4351851851851852,0.0,0.4351851851851852,0.0
http://confOf#Social_event,=,http://iasted#Van,c,FF,0.5248868778280543,0.0,0.0,0.5248868778280543,0.0,0.0,0.0,0.0,0.3055555555555555,0.8666666666666667,0.0,0.18181818181818177,0.0,0.8666666666666667,0.0,0.3055555555555555,0.0,0.18181818181818177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3055555555555555,0.5248868778280543,0.0,0.5248868778280543,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818177,0.8666666666666667,0.0,0.0,0.18181818181818177,0.0,0.18181818181818177,0.0,0.0,0.0,0.0,0.0,0.8666666666666667,0.0,0.3055555555555555,0.3055555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://confOf#Topic,=,http://iasted#Record_of_attendance,c,FF,0.521978021978022,0.0,0.0,0.521978021978022,0.3333333333333333,0.0,0.2682874043517338,0.0,0.5666666666666667,0.32,0.3333333333333333,0.0,0.3333333333333333,0.32,0.0,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5666666666666667,0.521978021978022,0.0,0.521978021978022,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.521978021978022,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.32,0.0,0.5666666666666667,0.5666666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
http://confOf#Administrative_event,=,http://iasted#Transparency,c,FF,0.15384615384615385,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.2970238095238095,0.2833333333333333,0.0,0.0,0.0,0.2833333333333333,0.0,0.2970238095238095,0.15789473684210525,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2970238095238095,0.15384615384615385,0.27591857857512503,0.15384615384615385,0.0,0.0,0.0,0.0,0.2833333333333333,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.21052631578947367,0.2833333333333333,0.0,0.0,0.21052631578947367,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.2833333333333333,0.0,0.2970238095238095,0.2970238095238095,0.19354838709677424,0.0,0.0,0.0,0.0,0.0,0.0
