left,relation,right,owl_type,match_type,wuPalmerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,ngramDistance,wuPalmer,jiangConrath_stemmed,lin_stemmed,lin,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2Vec,level2_jara_winkler,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,word2VecStemmed,suffix,ngramDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,level2_jaro,path_stemmed,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher,smoaDistance,wuPalmerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,jiangConrath,umbcSim,soft_tfidf_jaro,wuPalmerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,simple_tfidf,equalDistancedeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,wuPalmer_stemmed,jaro_winkler_tfidf,equalDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher,umbcphrasesim,jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelNeighborHoodSimilarityMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedClassMatcher,ngramDistancedeunimadwsoamatchingmatcherstructurallevelPropertiesMatcher
http://edas#AcceptRating,=,http://ekaw#Programme_Brochure,c,FF,0.38257575757575757,0.0,0.38257575757575757,0.0,0.0,0.0,0.4642857142857143,0.12129141775766136,0.4642857142857143,0.0,0.0,0.0,0.0,0.4642857142857143,0.4642857142857143,0.0,0.38257575757575757,0.0,0.38257575757575757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4642857142857143,0.4642857142857143,0.0,0.35185185185185186,0.0,0.0
http://edas#Review,=,http://ekaw#Location,c,FF,0.26666666666666666,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.26666666666666666,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4305555555555555,0.0,0.0
http://edas#PowerlineTransmissionTopic,=,http://ekaw#Abstract,c,FF,0.2814814814814815,0.0,0.2814814814814815,0.0,0.0,0.10743241598016551,0.2854938271604938,0.0,0.2854938271604938,0.0,0.10225860912104971,0.125,0.0,0.2854938271604938,0.2854938271604938,0.0,0.2814814814814815,0.30692413951882114,0.2814814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.2854938271604938,0.1175469234585762,0.0,0.0,0.0
http://edas#ComputerNetworksSensorTopic,=,http://ekaw#Invited_Talk,c,FF,0.2572362278244631,0.0,0.2572362278244631,0.0,0.12027578483240153,0.0,0.27172619047619045,0.1775764600813785,0.27172619047619045,0.0,0.0,0.0,0.0,0.27172619047619045,0.2599206349206349,0.21588203463203465,0.2572362278244631,0.0,0.2572362278244631,0.0,0.0,0.0,0.0,0.0,0.0,0.792436974789916,0.0,0.0,0.27172619047619045,0.27172619047619045,0.15849152207374573,0.0,0.0,0.0
http://edas#DiningPlace,=,http://ekaw#Location,c,FF,0.6309523809523809,0.0,0.6309523809523809,0.0,0.0,0.3134659106956241,0.3361111111111111,0.24993969501822033,0.3361111111111111,0.0,0.3904331367366891,0.0,0.0,0.3361111111111111,0.3361111111111111,0.0,0.6309523809523809,0.0,0.6309523809523809,0.13963175109663636,0.0,0.0,0.6309523809523809,0.0,0.0,0.0,0.0,0.0,0.3361111111111111,0.3361111111111111,0.0,0.0,0.0,0.0
http://edas#CallForManuscripts,=,http://ekaw#PC_Chair,c,FF,0.6225296442687747,0.0,0.6225296442687747,0.0,0.20473326858724664,0.20473326858724664,0.40111111111111103,0.12468302921547542,0.40111111111111103,0.0,0.19508323945677214,0.0,0.0,0.40111111111111103,0.38888888888888884,0.1701388888888889,0.6225296442687747,0.0,0.6225296442687747,0.0,0.0,0.0,0.0,0.0,0.0,0.8389039132746225,0.0,0.0,0.0,0.40111111111111103,0.0,0.0,0.0,0.0
http://edas#TwoLevelConference,=,http://ekaw#OC_Member,c,FF,0.2152734778121775,0.0,0.2152734778121775,0.0,0.0,0.0,0.3962962962962963,0.17134716768879601,0.3962962962962963,0.0,0.20930924293504882,0.125,0.0,0.3962962962962963,0.3962962962962963,0.0,0.2152734778121775,0.0,0.2152734778121775,0.0,0.0,0.0,0.2152734778121775,0.0,0.0,0.1450980392156863,0.0,0.0,0.3962962962962963,0.3962962962962963,0.0,0.0,0.0,0.0
http://edas#PersonalHistory,=,http://ekaw#Web_Site,c,FF,0.7996031746031745,0.0,0.7996031746031745,0.11429393704680033,0.20907326045691366,0.0,0.24305555555555555,0.3099726419698404,0.24305555555555555,0.0,0.1408186657216149,0.0,0.0,0.24305555555555555,0.24305555555555555,0.13333333333333333,0.7996031746031745,0.0,0.7996031746031745,0.0,0.0,0.0,0.7996031746031745,0.0,0.0,0.5429864253393666,0.0,0.0,0.24305555555555555,0.24305555555555555,0.0,0.0,0.0,0.0
http://edas#AccpetIfRoomRating,=,http://ekaw#Industrial_Paper,c,FF,0.21666666666666667,0.0,0.21666666666666667,0.0,0.18778064743110148,0.0,0.31166666666666665,0.0,0.31166666666666665,0.0,0.0,0.0,0.0,0.31166666666666665,0.3,0.1111111111111111,0.21666666666666667,0.0,0.21666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.35555555555555557,0.0,0.0,0.0,0.31166666666666665,0.0,0.5231481481481481,0.0,0.0
http://edas#hasLocation,=,http://ekaw#paperInVolume,op,FF,0.4727272727272727,0.0,0.4727272727272727,0.0,0.0,0.0,0.25555555555555554,0.0,0.25555555555555554,0.0,0.14339847347215892,0.0,0.0,0.25555555555555554,0.25555555555555554,0.0,0.4727272727272727,0.0,0.4727272727272727,0.10131338578496496,0.0,0.0,0.4727272727272727,0.0,0.0,0.0,0.0,0.0,0.25555555555555554,0.25555555555555554,0.0,0.0,0.0,0.0
http://edas#ComputerNetworksSwitchingTopic,=,http://ekaw#Rejected_Paper,c,FF,0.24374999999999997,0.0,0.24374999999999997,0.0,0.0,0.0,0.3414351851851851,0.0,0.3414351851851851,0.0,0.0,0.0,0.0,0.3414351851851851,0.3414351851851851,0.19434523809523807,0.24374999999999997,0.0,0.24374999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.5174019607843138,0.0,0.0,0.3414351851851851,0.3414351851851851,0.0,0.43492063492063493,0.0,0.0
http://edas#SecurityTopic,=,http://ekaw#Rejected_Paper,c,FF,0.30952380952380953,0.0,0.30952380952380953,0.0,0.0,0.0,0.5694444444444444,0.29551664229196206,0.5694444444444444,0.0,0.14900118812551486,0.0,0.0,0.5694444444444444,0.5694444444444444,0.0,0.30952380952380953,0.0,0.30952380952380953,0.0,0.0,0.0,0.0,0.0,0.0,0.3666666666666667,0.0,0.0,0.0,0.5694444444444444,0.0,0.513919413919414,0.0,0.0
http://edas#Conference,=,http://ekaw#Conference_Trip,c,CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3947213661361624,0.0,0.0,0.0,0.0,0.3947213661361624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://edas#RejectedPaper,=,http://ekaw#Track,c,FF,0.23076923076923078,0.0,0.23076923076923078,0.0,0.0,0.0,0.5305555555555554,0.0,0.5305555555555554,0.0,0.0,0.2,0.0,0.5305555555555554,0.5305555555555554,0.18333333333333335,0.23076923076923078,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,0.0,0.37362637362637363,0.0,0.0,0.0,0.5305555555555554,0.0,0.517948717948718,0.0,0.0
http://edas#Sponsorship,=,http://ekaw#Industrial_Paper,c,FF,0.125,0.0,0.125,0.0,0.0,0.0,0.5045454545454545,0.0,0.5045454545454545,0.0,0.0,0.0,0.0,0.5045454545454545,0.5045454545454545,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.125,0.0,0.0,0.5045454545454545,0.5045454545454545,0.0,0.5223484848484848,0.0,0.0
http://edas#ReviewQuestion,=,http://ekaw#Conference_Session,c,FF,0.6491228070175439,0.0,0.6491228070175439,0.11395411806034839,0.0,0.17467792272262214,0.5722222222222222,0.5403968823459867,0.5722222222222222,0.0,0.46476162905440405,0.21428571428571427,0.0,0.5722222222222222,0.5722222222222222,0.1492063492063492,0.6491228070175439,0.2682759000330288,0.6491228070175439,0.12287333972535917,0.13419717364013195,0.0,0.6491228070175439,0.0,0.0,0.45933014354066987,0.0,0.0,0.0,0.5722222222222222,0.0,0.546957671957672,0.0,0.0
http://edas#isInitiatedBy,=,http://ekaw#updatedVersionOf,op,FF,0.2611111111111111,0.16000000000000003,0.0,0.0,0.0,0.0,0.19620811287477954,0.10302901001475058,0.19620811287477954,0.16000000000000003,0.0,0.0,0.16000000000000003,0.45624999999999993,0.19620811287477954,0.0,0.0,0.37007389162561577,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19620811287477954,0.19620811287477954,0.0,0.4323717948717949,0.16000000000000003,0.16000000000000003
http://edas#RejectedPaper,=,http://ekaw#Negative_Review,c,FF,0.3,0.0,0.3,0.0,0.0,0.0,0.35,0.42356397861865536,0.35,0.0,0.5005451918346038,0.14285714285714285,0.0,0.35,0.3125,0.18333333333333335,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.48245614035087714,0.0,0.0,0.0,0.35,0.15166889131069183,0.6207570207570208,0.0,0.0
http://edas#TalkEvent,=,http://ekaw#Agency_Staff_Member,c,FF,0.6928591274566508,0.0,0.6928591274566508,0.11133362370504148,0.0,0.16399762712125462,0.6055555555555556,0.2776085735376621,0.6055555555555556,0.0,0.1680698266841009,0.0,0.0,0.6055555555555556,0.6055555555555556,0.12517806267806267,0.6928591274566508,0.0,0.6928591274566508,0.17730242510820346,0.0,0.0,0.0,0.0,0.0,0.4323549257759784,0.0,0.0,0.0,0.6055555555555556,0.0,0.5516569200779727,0.0,0.0
http://edas#AcademicEvent,=,http://ekaw#Neutral_Review,c,FF,0.8813852813852814,0.0,0.8813852813852814,0.0,0.14087969346998067,0.14087969346998067,0.6527777777777777,0.21867164783340015,0.6527777777777777,0.0,0.13403035712336187,0.0,0.0,0.6527777777777777,0.6527777777777777,0.10795454545454546,0.8813852813852814,0.0,0.8813852813852814,0.0,0.0,0.0,0.0,0.0,0.0,0.4095238095238095,0.0,0.0,0.0,0.6527777777777777,0.0,0.0,0.0,0.0
http://edas#NumericalReviewQuestion,=,http://ekaw#PC_Chair,c,FF,0.2587782587782588,0.0,0.2587782587782588,0.0,0.0,0.0,0.2765432098765432,0.10135440162487225,0.2765432098765432,0.0,0.14492621706983747,0.0,0.0,0.2765432098765432,0.2765432098765432,0.0,0.2587782587782588,0.0,0.2587782587782588,0.0,0.0,0.0,0.0,0.0,0.0,0.2587782587782588,0.0,0.0,0.0,0.2765432098765432,0.0,0.0,0.0,0.0
http://edas#Attendee,=,http://ekaw#Invited_Talk_Abstract,c,FF,0.13015873015873017,0.0,0.13015873015873017,0.0,0.0,0.0,0.6309523809523809,0.15676153487512634,0.6309523809523809,0.0,0.18582577244091855,0.125,0.0,0.6309523809523809,0.6309523809523809,0.0,0.13015873015873017,0.0,0.13015873015873017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6309523809523809,0.6309523809523809,0.0,0.0,0.0,0.0
http://edas#forEvent,=,http://ekaw#hasUpdatedVersion,op,FF,0.21428571428571427,0.0,0.21428571428571427,0.0,0.0,0.0,0.49722222222222223,0.0,0.49722222222222223,0.0,0.0,0.125,0.0,0.35416666666666663,0.49722222222222223,0.11805555555555555,0.21428571428571427,0.0,0.21428571428571427,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.44505494505494503,0.0,0.0,0.49722222222222223,0.25,0.0,0.28921568627450983,0.0,0.0
http://edas#PendingPaper,=,http://ekaw#Tutorial,c,FF,0.125,0.0,0.125,0.0,0.0,0.0,0.21825396825396826,0.13707131947400408,0.21825396825396826,0.0,0.23403813151387587,0.125,0.0,0.21825396825396826,0.21825396825396826,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21825396825396826,0.21825396825396826,0.0,0.47222222222222215,0.0,0.0
http://edas#AcceptedPaper,=,http://ekaw#Conference_Banquet,c,FF,0.26785714285714285,0.0,0.26785714285714285,0.0,0.0,0.0,0.5466269841269842,0.20101938869170222,0.5466269841269842,0.0,0.20177263109458907,0.11764705882352941,0.0,0.5466269841269842,0.5466269841269842,0.201010101010101,0.26785714285714285,0.0,0.26785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.39015151515151514,0.0,0.0,0.5466269841269842,0.5466269841269842,0.10065404325723648,0.0,0.0,0.0
http://edas#Presenter,=,http://ekaw#Multi-author_Volume,c,FF,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,0.4365079365079365,0.0,0.4365079365079365,0.0,0.19933558798861117,0.1111111111111111,0.0,0.4365079365079365,0.4365079365079365,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4365079365079365,0.0,0.4444444444444444,0.0,0.0
http://edas#ActivePaper,=,http://ekaw#Event,c,FF,0.38181818181818183,0.0,0.38181818181818183,0.0,0.0,0.0,0.2638888888888889,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.26666666666666666,0.0,0.38181818181818183,0.0,0.0,0.0,0.38181818181818183,0.0,0.0,0.38181818181818183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
http://edas#Country,=,http://ekaw#Submitted_Paper,c,FF,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,0.4761904761904761,0.0,0.4761904761904761,0.0,0.0,0.14285714285714285,0.0,0.4761904761904761,0.4761904761904761,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.4761904761904761,0.4761904761904761,0.0,0.47301587301587295,0.0,0.0
http://edas#Workshop,=,http://ekaw#Organisation,c,FF,0.25,0.0,0.25,0.0,0.0,0.0,0.6011904761904762,0.26176765109623445,0.6011904761904762,0.0,0.481299848250456,0.0,0.0,0.6011904761904762,0.6011904761904762,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.6011904761904762,0.6011904761904762,0.12168210744857788,0.611111111111111,0.0,0.0
http://edas#ConferenceEvent,=,http://ekaw#PC_Member,c,FF,0.44791021671826625,0.0,0.44791021671826625,0.0,0.0,0.0,0.5444444444444444,0.2187221519749952,0.5444444444444444,0.0,0.26779735992993386,0.13333333333333333,0.0,0.5444444444444444,0.5444444444444444,0.0,0.44791021671826625,0.0,0.44791021671826625,0.0,0.0,0.0,0.0,0.0,0.0,0.2426470588235294,0.0,0.0,0.0,0.5444444444444444,0.0,0.0,0.0,0.0
http://edas#isInitiatedBy,=,http://ekaw#eventOnList,op,FF,0.5914022646649851,0.0,0.0,0.0,0.0,0.0,0.6635802469135803,0.0,0.6635802469135803,0.0,0.0,0.0,0.0,0.6635802469135803,0.6635802469135803,0.0,0.0,0.0,0.3028846153846154,0.0,0.0,0.1789130356487452,0.0,0.0,0.0,0.0,0.0,0.0,0.6635802469135803,0.6635802469135803,0.0,0.47377622377622375,0.0,0.0
http://edas#ConferenceVenuePlace,=,http://ekaw#Paper,c,FF,0.3824175824175824,0.0,0.3824175824175824,0.0,0.0,0.0,0.5566666666666665,0.10799972915080447,0.5566666666666665,0.0,0.10690852651079752,0.2,0.0,0.5566666666666665,0.5444444444444444,0.10000000000000002,0.3824175824175824,0.0,0.3824175824175824,0.0,0.0,0.0,0.3824175824175824,0.0,0.0,0.21445221445221443,0.0,0.0,0.5566666666666665,0.5566666666666665,0.0,0.5,0.0,0.0
http://edas#hasProgramme,=,http://ekaw#scientificallyOrganisedBy,op,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.2824074074074074,0.3519254055708149,0.2824074074074074,0.0,0.37752882966427537,0.0,0.0,0.2824074074074074,0.2824074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2824074074074074,0.2824074074074074,0.0,0.4155555555555555,0.0,0.0
http://edas#providedBy,=,http://ekaw#listsEvent,op,FF,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.5041666666666667,0.22191703084674044,0.5041666666666667,0.0,0.1149966194017999,0.0,0.0,0.5041666666666667,0.5041666666666667,0.0,0.0,0.0,0.29148629148629146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041666666666667,0.5041666666666667,0.10149801522493362,0.4222222222222222,0.0,0.0
http://edas#CallForReviews,=,http://ekaw#Assigned_Paper,c,FF,0.17647058823529413,0.0,0.17647058823529413,0.1320060459828767,0.0,0.0,0.35185185185185186,0.3251676954547218,0.35185185185185186,0.0,0.4574743856924438,0.0,0.0,0.35185185185185186,0.35185185185185186,0.3666666666666667,0.17647058823529413,0.0,0.17647058823529413,0.0,0.29958852753043175,0.0,0.17647058823529413,0.0,0.0,0.6526610644257702,0.0,0.0,0.35185185185185186,0.35185185185185186,0.26926225423812866,0.5047619047619047,0.0,0.0
http://edas#ContactInformation,=,http://ekaw#Person,c,FF,0.26050420168067223,0.0,0.26050420168067223,0.0,0.0,0.0,0.2698412698412698,0.19096179120386003,0.2698412698412698,0.0,0.11368136708585065,0.3333333333333333,0.0,0.2698412698412698,0.2698412698412698,0.0,0.26050420168067223,0.0,0.26050420168067223,0.11416544200921983,0.0,0.0,0.26050420168067223,0.0,0.0,0.11764705882352941,0.0,0.0,0.2698412698412698,0.2698412698412698,0.0,0.48148148148148145,0.0,0.0
http://edas#ComputerNetworksOpticalTopic,=,http://ekaw#Demo_Chair,c,FF,0.45465686274509803,0.0,0.45465686274509803,0.0,0.12613094384914564,0.19997592968888012,0.25,0.1954141785603713,0.25,0.0,0.22985108665241233,0.1111111111111111,0.0,0.25,0.25,0.12857142857142856,0.45465686274509803,0.0,0.45465686274509803,0.0,0.0,0.0,0.0,0.0,0.0,0.40931372549019607,0.0,0.0,0.0,0.25,0.0,0.4261904761904762,0.0,0.0
http://edas#ConferenceSession,=,http://ekaw#Document,c,FF,0.45,0.0,0.45,0.0,0.20809641594176537,0.260898013076619,0.28571428571428575,0.21505813726367012,0.2333333333333333,0.09677419354838712,0.0,0.125,0.0,0.2333333333333333,0.2333333333333333,0.0,0.125,0.0,0.45,0.0,0.0,0.0,0.45,0.0,0.0,0.3214285714285714,0.0,0.0,0.2333333333333333,0.2333333333333333,0.0,0.411764705882353,0.0,0.0
http://edas#Workshop,=,http://ekaw#Web_Site,c,FF,0.5634920634920635,0.0,0.5634920634920635,0.0,0.2330531968477203,0.2330531968477203,0.5375,0.14040820246418248,0.5375,0.0,0.1222903204544908,0.0,0.0,0.5375,0.4861111111111111,0.12698412698412698,0.5634920634920635,0.0,0.5634920634920635,0.0,0.0,0.0,0.5634920634920635,0.0,0.0,0.5634920634920635,0.0,0.0,0.5375,0.5375,0.0,0.55,0.0,0.0
http://edas#isWrittenBy,=,http://ekaw#hasReview,op,FF,0.25,0.0,0.0,0.0,0.0,0.0,0.41798941798941797,0.42275141230408214,0.41798941798941797,0.0,0.4732358673590495,0.0,0.0,0.788888888888889,0.41798941798941797,0.0,0.0,0.0,0.6875,0.0,0.17222143709659576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41798941798941797,0.41798941798941797,0.24383386969566345,0.5193602693602694,0.0,0.0
http://edas#TextualReviewQuestion,=,http://ekaw#Early-Registered_Participant,c,FF,0.12698412698412698,0.0,0.12698412698412698,0.0,0.0,0.0,0.6265608465608465,0.0,0.6265608465608465,0.0,0.1233891931589078,0.0,0.0,0.6265608465608465,0.6058201058201057,0.0,0.12698412698412698,0.0,0.12698412698412698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6265608465608465,0.0,0.0,0.0,0.0
