"left","relation","right","owl_type","pc_1","pc_2","pc_3","pc_4","pc_5","pc_6","pc_7","pc_8","pc_9","pc_10","outlier"
"http://confOf#hasVAT","=","http://edas#registrationDueOn","dp",-0.8298085624572373,-0.7698413780448339,0.17207031146376295,-0.4137221935678389,0.46076300696435424,0.004740164207962971,-0.4818555940458984,-0.29715996231063646,0.06037280163996939,0.07408771497703115,0.0
"http://confOf#abstract","=","http://edas#hasSubmissionDeadline","dp",-0.7564238183784125,-0.7575412024352458,0.36959490965880604,-0.19146999801682574,0.43144310721558266,-0.20086498135058406,-0.14648494352439523,-0.31194696031164815,-0.3909834962506299,-0.2873997018771737,0.048303248097957274
"http://confOf#hasFirstName","=","http://edas#hasEndDateTime","dp",-0.548818431315411,-0.7596731054224065,-0.03736295023840197,-0.3275728791650112,-0.02646576259272948,0.17346902142940945,0.06321519058860114,-0.42716528331465087,-0.23406001619177264,-0.6703830306994645,0.3705212187105771
"http://confOf#hasPostalCode","=","http://edas#hasLastName","dp",-0.509174955722921,-0.8883073741528614,-0.11280282040678835,-0.41456571623780025,0.3151812261688196,-0.14537874142798657,-0.6446607139953932,-0.33721904643481937,-0.14838010856786998,-0.4885035659551944,0.16497901187622177
"http://confOf#defaultChoice","=","http://edas#startDate","dp",-0.7726611790308949,-0.7018485297912322,0.355280414188613,-0.14197805315141354,0.29789434073273635,0.2734238457935476,0.1519837364395369,-0.3842452869696087,-0.4047352620862822,-0.3006136534728071,0.25340863638885014
"http://confOf#hasEmail","=","http://edas#hasPhone","dp",-0.2915685055628253,-0.7650985211381035,0.08723095291600624,-0.48700940913627033,-0.7671052616962504,0.09481989216580189,-0.6988853998167658,-0.36645251276828417,-0.20552576866296313,0.02514955207382341,0.9007842761630391
"http://confOf#hasVAT","=","http://edas#hasCostAmount","dp",-0.4368276870475144,-0.897305953026792,-0.061489871764009996,-0.4138013288164595,0.014365872048748063,0.03383603622381992,-0.2897171764825387,-0.4051764882350908,-0.15155700965880547,0.10132331389246785,0.16054395142069344
"http://confOf#has_short_title","=","http://edas#hasEmail","dp",-0.6050528292158102,-0.8656132286624716,-0.3093995139331216,-0.09186310521336594,0.3585494664498674,0.3050710649006241,0.03708364413343279,-0.41457339030154705,-0.2866397532045677,-0.034172426753962926,0.16899006836507424
"http://confOf#has_title","=","http://edas#paperDueOn","dp",-0.7976295360952546,-0.786522064908997,0.259605664378328,-0.3582570634682858,0.4806522662899946,-0.05766457675508507,-0.38791234111341955,-0.5074697451678165,-0.21815424604184797,-0.07260131055236729,0.0
"http://confOf#hasFax","=","http://edas#hasPhone","dp",-0.23231348647215333,-0.6647657341893738,0.10088897909132255,-0.3751322632161058,-0.8968654439771532,-0.38555156051473227,-0.38312483597274993,0.026213912077630352,-0.2176208823899336,-0.28580367987240485,1.073080007411628
"http://confOf#hasHomePage","=","http://edas#endDate","dp",-0.7397838939437278,-0.761188957617373,0.34170042551654944,-0.3690181806039886,0.35778141426635246,-0.03284521935979712,-0.36740463981045957,-0.527090270456612,-0.1977685144768887,-0.19686317912504048,0.0
"http://confOf#hasEmail","=","http://edas#hasEndDateTime","dp",-0.48461867766608213,-0.8720986170261382,-0.264355647472992,-0.24418263704730547,0.30011576430798015,0.41630433170037806,0.1432070407116659,-0.12561081331974866,-0.3730722196914391,-0.06952156063382087,0.36852787555204003
"http://confOf#hasFax","=","http://edas#hasBiography","dp",-0.5557922241733317,-0.9230308033851896,-0.4529207631959199,-0.1095584625814009,0.358839274642607,0.1511309108476624,0.21773467606914187,-0.356868830245089,-0.5578385717042893,-0.14558624889269156,0.3773724356722845
"http://confOf#remark","=","http://edas#hasName","dp",-0.7383735779557162,-0.7592215762330375,0.4142379525848081,-0.22351307034735413,0.582260213189784,0.10154943014511764,0.03199077311081999,-0.45441312630874786,-0.21851818594975536,-0.125976108811795,0.11796303915035378
"http://confOf#hasPostalCode","=","http://edas#hasFirstName","dp",-0.5503018806180806,-0.881142776694465,-0.08570607950938547,-0.38615801442921893,0.2862618312651839,-0.2290641984809515,-0.5138425257607899,-0.45537188504909076,-0.1038695188962937,-0.2761821162147815,0.0032912130063796896
"http://confOf#hasVAT","=","http://edas#hasCostCurrency","dp",-0.4805526177397226,-0.9274533843472847,-0.1293678208137825,-0.32794747479026065,0.07398847527227037,-0.17585599124792872,-0.09630419972439286,-0.4223835320908613,-0.2667354434017043,0.24419782436867443,0.20804085036140474
"http://confOf#defaultChoice","=","http://edas#hasCostAmount","dp",-0.7356901604098114,-0.7775206907332907,0.3534488261762958,-0.3177205536368837,0.3850849421610436,-0.02280918233462914,-0.3738458364531939,-0.4695862927651686,-0.38075533983065746,-0.19761180078726082,0.0
"http://confOf#hasFax","=","http://edas#hasEmail","dp",-0.2384782555352617,-0.7631638980071175,0.05778767850492894,-0.5651393196920704,-1.0,0.015573471673640205,-0.8790964043233156,-0.20802243425998046,-0.35247878370059693,-0.06492424588653078,1.1921070425765932
"http://confOf#location","=","http://edas#startDate","dp",-0.7532910433124476,-0.7709188938367542,0.30737966694347385,-0.3315078474502985,0.3748642284503996,-0.13279006306341512,-0.0016332295134634522,-0.29055807568866676,-0.4278202091649307,-0.26817055506627585,0.06001388919209616
"http://confOf#contactEmail","=","http://edas#startDate","dp",-0.695449312363217,-0.7845807822310061,0.44044477897879575,-0.4441666979011202,0.2940543946428851,0.08515572667658122,-0.4490449629022789,-0.4565796725840561,-0.08391554735312756,-0.20868038439576986,0.09180898625641587
"http://confOf#has_short_title","=","http://edas#hasEndDateTime","dp",-0.4985903602477242,-0.8808180742960146,-0.024792446023589654,-0.20434544751077266,0.3610533322744205,-0.09677541472215345,-0.622546149118504,-0.4346515707608981,-0.28067933780601817,-0.5195861600983124,0.14845021038008932
"http://confOf#maxChoice","=","http://edas#paperDueOn","dp",-0.7996605731276527,-0.796039639256195,0.28181813270936007,-0.30574126762199805,0.47374080608387636,0.039742421111942816,-0.4208439830916523,-0.49925703340578576,-0.2471642179101522,-0.04612131092514571,0.0
"http://confOf#hasTitle","=","http://edas#hasCostCurrency","dp",-0.5181772145235337,-0.9134855703669599,-0.1332768013890201,-0.11769228088610062,0.4856385201238764,-0.08592252788588506,-0.3746773125056809,-0.533556719274717,-0.23347919604774003,0.05586052797262431,0.0
"http://confOf#has_title","=","http://edas#hasBiography","dp",-0.4715993828904258,-0.834675186955233,-0.06338654576819125,0.08288158895103837,0.27487486246353665,-0.3587371001290768,-0.262313091487993,-0.49390967822947174,-0.21388626212181494,-0.009403371922009796,0.1565201694582925
"http://confOf#hasSurname","=","http://edas#endDate","dp",-0.8120626620446759,-0.8032981716732539,0.21774425523802576,-0.38160197588315925,0.5136381680903379,0.10273651506606685,-0.5279454532871661,-0.4273439790665722,-0.05357063574322851,0.07223987556338773,0.0
"http://confOf#has_title","=","http://edas#hasStreet","dp",-0.48274407224239957,-0.9273996138063572,-0.37456826830753576,-0.26821794090132123,0.5575054379110584,-0.03700029961268714,-0.7500861434263564,-0.3805287297238693,-0.041570611078355024,-0.26763411972111173,0.2519785035650469
"http://confOf#hasKeyword","=","http://edas#hasCity","dp",-0.5119621644976725,-0.9834978690059494,-0.560059848385297,-0.24827128103643448,0.5711314064546087,-0.18882056181098694,-0.24986287213853076,-0.6023316562422592,-0.14410626193681886,-0.012467338345359957,0.2468967513750413
"http://confOf#abstract","=","http://edas#hasSubmissionInstructions","dp",-0.6794723462978667,-0.798079819454217,0.25349717895857427,-0.3914142727060671,0.5598912470314046,-0.012785224582818833,0.3454968392952211,-0.1323606700626596,-0.21460269224646766,-0.1823202469008075,0.31085404651745685
"http://confOf#minChoice","=","http://edas#hasBiography","dp",-0.7959896781530742,-0.798944434079852,0.2859205117930499,-0.23240930236860047,0.4323457695320445,-0.014254158123372385,-0.4623555464976078,-0.4520399013134452,-0.4091677911912788,0.004306047319202477,0.0
"http://confOf#hasEmail","=","http://edas#hasName","dp",-0.35479729665034077,-0.8918463357638141,-0.2242093122718577,-0.5607532163778639,-0.1570754456148259,-0.06069179179742268,-0.6614862936601209,-0.3793538770239483,-0.037290393039290604,-0.3405709325037416,0.4549174899128837
"http://confOf#hasKeyword","=","http://edas#hasEndDateTime","dp",-0.6149073075242881,-0.9496417355574344,-0.29958622201087326,-0.369119566590669,0.5779825820346343,-0.21356394972272807,-0.22510060370196128,-0.5818539521423707,-0.19232553691917287,-0.05389618822042219,0.02449497511363974
"http://confOf#hasFirstName","=","http://edas#hasSubmissionInstructions","dp",-0.6055231025264646,-0.8982173298993927,-0.051135803733450835,-0.17280031297918352,0.4176293480203015,-0.10836250873887587,-0.19117302629037058,-0.6154657804968653,-0.22758644930732863,0.06297527792833613,0.0
"http://confOf#hasSurname","=","http://edas#hasPhone","dp",-0.4620375155294806,-0.9738904326588764,-0.32984304938702813,-0.3043414517565378,0.5244476668052414,-0.008211975619945466,-0.5050672397676872,-0.42913010081038394,-0.17166652961043594,-0.27884421613028065,0.11604478972036192
"http://confOf#starts_on","=","http://edas#hasCostAmount","dp",-0.7115715001144822,-0.874310913516642,-0.02358278712795736,-0.5674122677167548,0.7208348899491872,-0.09422333434560659,-0.18893368072289718,-0.17269371157936697,-0.11692064244191303,-0.1766701193881718,0.05286058148475892
"http://confOf#starts_on","=","http://edas#endDate","dp",-0.8226570398037498,-0.8101472410227237,0.1625104459066249,-0.5804919982118241,0.4778269884822175,-0.37291757273598736,0.20928071591550634,-0.5299336293212753,-0.10435882600387214,0.0037431536529377585,0.2369082402016096
"http://confOf#starts_on","=","http://edas#hasLastName","dp",-0.7760897893933494,-0.8761095845367997,0.09547245409753691,-0.5559005865171609,0.6365913753269148,-0.1879285678102951,-0.20593943480700994,-0.42540170004133426,-0.2645674164141766,-0.4072515420249023,0.02562382347718195
"http://confOf#contactEmail","=","http://edas#hasStartDateTime","dp",-0.7078844888395807,-0.7976924136643279,0.456801297304017,-0.31542925543784595,0.33443809509852884,0.10753757717944934,-0.4757477137855044,-0.4234506121035184,-0.27824277643867246,-0.11733673987625559,0.0744498395893678
"http://confOf#minChoice","=","http://edas#hasFirstName","dp",-0.7654272438844041,-0.7877081196836213,0.34931625826689316,-0.2869352211563956,0.44287742480447334,0.07984504513715684,-0.24166610743438877,-0.49732550728996705,-0.24197758456197904,-0.023165415314846838,0.0
"http://confOf#ends_on","=","http://edas#hasCostCurrency","dp",-0.8164612128716606,-0.862968254305365,0.10106996827834402,-0.5129709451020148,0.6103587293347306,-0.19122667424327344,-0.030913722697828883,-0.47235222403401045,-0.27871508486166463,-0.13763504218911427,0.0
"http://confOf#minChoice","=","http://edas#hasPhone","dp",-0.7148876883761712,-0.8495549522708914,0.22900167292131846,-0.4998715034353526,0.5793372454514498,-0.005920604372974481,-0.4547971251972285,-0.38321116273058886,-0.28023735585461984,-0.4409073457044942,0.052609015007802906
"http://confOf#hasHomePage","=","http://edas#hasEndDateTime","dp",-0.5253757211689156,-0.8633094488681896,0.0071156203990503375,-0.3574806977895263,0.37064350528569157,-0.0704121066196034,-0.328309725291986,-0.5186145821688333,-0.09699980949224463,-0.19716417679108245,0.0
"http://confOf#hasFax","=","http://edas#hasLastName","dp",-0.4787440727975619,-0.9471817177409321,-0.26928653807170144,-0.3535574961647313,0.29692570820033204,-0.06688282692339642,-0.5583220035240735,-0.29762027475336505,-0.3751217042929972,-0.06828722725347713,0.1123946770736769
"http://confOf#remark","=","http://edas#hasEndDateTime","dp",-0.7723782828846328,-0.7614875306188728,0.3534580606248878,-0.30665893531217836,0.45536324544959017,0.189375766043282,-0.04916039787717863,-0.5099042263302611,-0.1957411469761413,0.00795318736295414,0.051599349372979275
"http://confOf#hasEmail","=","http://edas#hasSubmissionInstructions","dp",-0.5581684224121364,-0.9381818501366649,-0.13790768431330835,-0.28199428740691757,0.27032579410270086,-0.24271036188759199,0.11394155861977517,-0.6362849648390745,-0.15745831631157958,0.24702183673972078,0.24679243383425087
"http://confOf#hasFax","=","http://edas#hasCostAmount","dp",-0.5199389409841263,-0.9604997307724211,-0.23367574293979831,-0.24570836996549472,0.4470177655621359,-0.06725336146608962,-0.3849506466758712,-0.35828530933399205,-0.3743368957173383,0.15635109176658557,0.07331114137944683
"http://confOf#maxChoice","=","http://edas#hasName","dp",-0.7933834414267101,-0.7582916772098391,0.20409719585122343,-0.31776509544956777,0.3622056890915508,0.23735733631939326,0.2411651123469618,-0.3765045878352946,-0.3871325009439395,-0.3840200870961056,0.23181042526408924
"http://confOf#hasFirstName","=","http://edas#hasLastName","dp",-0.002854839357136596,-0.5233912693801637,-0.12290302347252402,-0.28694974019788455,0.014688989515211803,0.12982530560056582,0.1634267613117828,-0.15265011033589482,1.0,-0.5536947747962866,1.2025036019608901
"http://confOf#remark","=","http://edas#hasLastName","dp",-0.7448199941379363,-0.7692389777688878,0.4185057305463573,-0.2801966003396402,0.476441150703369,0.11095129606802634,-0.05864840818334549,-0.5422072698256127,-0.21644526080841986,0.0010608935465137304,0.07973929251213596
"http://confOf#hasVAT","=","http://edas#hasPhone","dp",-0.4660600736886661,-0.9801786785559106,-0.44662121700996793,-0.24502817284452594,0.5360580381238513,-0.00508241734049808,-0.4524930290023358,-0.264320499865523,-0.3792638871517603,-0.009088710417677781,0.2044374667890002
"http://confOf#hasFirstName","=","http://edas#hasBiography","dp",-0.538967348692565,-0.9146690558339556,-0.12207024574985215,-0.10917986239409361,0.48521271896154894,-0.05968373051743536,-0.7967960723169718,-0.44302668717539717,-0.3206708806573948,-0.1675201650301531,0.16195843242502628
"http://confOf#location","=","http://edas#manuscriptDueOn","dp",-0.729319350809617,-0.8217437092822163,0.33861722746865874,-0.5165659194238336,0.5711920295252364,0.13669169646834667,0.02071513870968067,-0.5407610396584902,-0.030800428337925845,-0.13088794425905026,0.14905702766541007
"http://confOf#defaultChoice","=","http://edas#hasLastName","dp",-0.7454428571964599,-0.7704062564960893,0.33576715960325565,-0.3575803167160818,0.386994126592336,-0.10701917757822843,-0.5129659920742149,-0.4353698679648076,-0.14467281676505706,-0.21909601400235978,0.0
"http://confOf#hasStreet","=","http://edas#hasEndDateTime","dp",-0.5126098840532237,-0.9139546397964069,-0.09642546036189859,-0.27602892987480165,0.5115779118420416,-0.05313658785240327,-0.43262327367635545,-0.5277171529796383,-0.20941027874039553,-0.09086655433299395,0.0
"http://confOf#hasTitle","=","http://edas#hasName","dp",-0.14007338766077582,-0.38426932085569654,0.5489790503136904,0.9803005037718286,0.7374806916594816,-0.6321153045820405,-0.3009445871308659,-0.02621653812219238,0.23009498079335322,-0.8518927041906603,1.4774169198080667
"http://confOf#hasHomePage","=","http://edas#hasBiography","dp",-0.5460345642072757,-0.9339896886234561,-0.20291764576921534,-0.2639396688582458,0.4434171180814479,-0.20072445911656356,-0.5972108461758674,-0.42390640878473707,-0.28878103712979986,-0.18123123208767167,0.03548350182749893
"http://confOf#hasVAT","=","http://edas#hasCity","dp",-0.3680768235038002,-1.0,-0.5617394284698405,-0.3152633875299953,0.6366877150970787,0.06390552071684175,-0.5476898045472414,-0.28596174957997345,-0.15923663063657933,-0.33920623380245774,0.38276905026504116
"http://confOf#hasKeyword","=","http://edas#hasSubmissionInstructions","dp",-0.6253593558324488,-0.931015827907002,-0.30059029006519344,-0.33077347831106063,0.3907537719249894,-0.3644525394488609,0.1283635970187349,-0.6867842575416487,-0.14203275541914862,0.011283464845097901,0.23647783834339364
"http://confOf#earlyRegistration","=","http://edas#hasBiography","dp",-0.8052023240084861,-0.8363037089543909,0.18172080850011918,-0.40824190133972427,0.6089477063813666,-0.06140295815892127,-0.454269510712652,-0.4627267817421238,-0.2643594519913748,-0.24642401503565126,0.0
"http://confOf#hasHomePage","=","http://edas#hasStartDateTime","dp",-0.5554412639237755,-0.86127321057226,-0.04492382481260593,-0.42564771564872184,0.31011785438908523,-0.11210728847119034,-0.17695397453324035,-0.5515722557676455,-0.11067400389859128,-0.18754585528569834,0.0
"http://confOf#earlyRegistration","=","http://edas#hasLastName","dp",-0.745641245932513,-0.8088721095014457,0.2373078133323765,-0.4560619346194432,0.4922998493887918,-0.24865472675273637,-0.17546144481701897,-0.3262852854776698,-0.1767751555649696,-0.4108434599800378,0.02130548743638272
"http://confOf#maxChoice","=","http://edas#hasEmail","dp",-0.7691424601717527,-0.7951139743689412,0.14115161652422503,-0.386429756638347,0.34388604440222825,0.3081603094692358,0.10457933021250354,-0.32621298070773475,-0.5436665329600527,-0.47292130099451724,0.26482224761798834
"http://confOf#hasTitle","=","http://edas#hasEmail","dp",-0.45894358231345855,-0.9699788986713068,-0.31615563475171204,-0.25803726912263714,0.5543832005349774,0.053147600291526986,-0.6346666897292674,-0.43990201040060295,-0.168555841415007,-0.047557424671501036,0.16673293151916457
"http://confOf#hasStreet","=","http://edas#hasLastName","dp",-0.49645442856108457,-0.9477367967531679,-0.18766836878391413,-0.3108595556077022,0.5823407810219159,-0.016636840496458083,-0.49343014757911907,-0.4545694783630987,-0.18798994843972028,-0.2417026741483106,0.029686947096073668
"http://confOf#hasEmail","=","http://edas#hasSubmissionDeadline","dp",-0.5057573668174828,-0.9637335183088235,-0.16239770402981668,-0.1948847224747483,0.2588193782700403,-0.143532539365955,0.06156479560081407,-0.6716852756070848,-0.205169909630733,0.23273081316662214,0.24351074907217807
"http://confOf#hasPhone","=","http://edas#hasSubmissionDeadline","dp",-0.5280762541042578,-0.9264190010928681,-0.24311413021081463,-0.20173238753885614,0.44981369588182374,-0.028789724014407825,0.2008646699081491,-0.7759946949537662,-0.037589618663623536,0.1286220866086023,0.3163455902672737
"http://confOf#location","=","http://edas#hasName","dp",-0.8086405073781797,-0.635017327798653,0.28398950833607106,-0.36225803119643063,0.015311048994556264,-0.03415876801367168,0.3872532162438631,-0.4429783737131803,-0.20004028774977312,-0.2859394990536158,0.37812633554820607
"http://confOf#hasFirstName","=","http://edas#paperDueOn","dp",-0.7434938153809041,-0.7502074851974898,0.4008079990690776,-0.27710574795155696,0.3425958065675845,-0.004843495704860423,-0.5310190583909369,-0.5338217408182113,-0.20827039585084983,-0.20478193803356415,0.026718587679239847
"http://confOf#hasFirstName","=","http://edas#registrationDueOn","dp",-0.7491999519006498,-0.7778604550398578,0.3378669000206267,-0.39240789910553875,0.3545853766431093,-0.1495752429292473,-0.4016443535472183,-0.41075199250185057,-0.09327661878099647,-0.12527516750381062,0.0
"http://confOf#hasEmail","=","http://edas#manuscriptDueOn","dp",-0.7850329682722105,-0.8143857840030149,0.21756394246460053,-0.3954025530902042,0.2773564943702618,-0.011118774553629307,-0.6725316878387848,-0.34406908095259214,-0.2949548981946587,0.10180209166339327,0.05632932927957013
"http://confOf#remark","=","http://edas#registrationDueOn","dp",-0.7795908615316736,-0.7979432492784113,0.16916010260128012,-0.1852289639880681,0.45309508576808466,0.20290973638168652,-0.13703089080115294,-0.3159529053665192,-0.6171546609325711,-0.1677368785309049,0.07698884496059166
"http://confOf#hasHomePage","=","http://edas#hasPostalCode","dp",-0.5525943543291663,-0.9042500883470049,-0.17733841348221502,-0.42219281164742106,0.4242689794154142,-0.18834895886587444,-0.5221353864302841,-0.42915565077515794,-0.17630876124266415,-0.40921412366102294,0.05517189576446635
"http://confOf#hasSurname","=","http://edas#registrationDueOn","dp",-0.8134357958484005,-0.8124658143581311,0.20187441979821097,-0.3666185527780772,0.5074257052359239,0.0994337919679249,-0.5891485038344595,-0.39704971659756927,-0.13296726985886043,-0.022867999817184015,0.0
"http://confOf#hasFirstName","=","http://edas#hasName","dp",0.06990720093970992,-0.32076399246933596,0.07025626252795703,0.21880154507147775,-0.2808460408402089,-0.13188967614100122,0.4938116785328286,-0.5545240865349799,0.9974456566282768,-0.5633879910177118,1.5182356409909445
"http://confOf#abstract","=","http://edas#hasEndDateTime","dp",-0.807218531181749,-0.7382296505007149,0.25746588345250676,-0.13527879112629493,0.46272296479111086,0.2566302394193696,0.029948270598530113,-0.4471754278125115,-0.5266302386883371,-0.411191699807709,0.20350146368405586
"http://confOf#abstract","=","http://edas#hasFirstName","dp",-0.7074525001190715,-0.8388796778616627,0.3358858567294085,-0.3286212072392207,0.6147857214846275,0.040361952396640755,-0.6311091680457993,-0.40977402643125393,-0.3231884667794699,-0.31166388269064516,0.11349732338818874
"http://confOf#hasHomePage","=","http://edas#hasEmail","dp",-0.47723545523161326,-0.9070523099414762,-0.21287806128749442,-0.4989099631151689,0.18341262047313767,-0.10753540529002559,-0.4294699984002508,-0.3887190627529876,-0.07669666845526457,-0.24139321917667733,0.09263354403037394
"http://confOf#hasTitle","=","http://edas#hasPostalCode","dp",-0.517187312921917,-0.804979813002092,-0.1467782036221823,-0.06022592205005395,0.34414895415959634,0.021000092263012027,0.41096799520715654,-0.3511912208370819,-0.33972846415022695,-0.4519948182383995,0.4083113781126305
"http://confOf#earlyRegistration","=","http://edas#hasStartDateTime","dp",-0.7537840584967928,-0.7978069034491996,0.27545834738615804,-0.37302511411058015,0.48349260368232705,-0.2142033852478641,-0.36847777916591706,-0.364436667456822,-0.22063080557120207,-0.32531101598245127,0.0
"http://confOf#hasSurname","=","http://edas#manuscriptDueOn","dp",-0.7785432909019102,-0.8308443337874737,0.2555440479085913,-0.4084404782416632,0.4998042421976743,0.045144019253428036,-0.6919975280792788,-0.3617960709023429,-0.07770520652607849,0.028813204756919175,0.0718867182429096
"http://confOf#defaultChoice","=","http://edas#hasPostalCode","dp",-0.7397061871938921,-0.8287444336234513,0.22824451754193054,-0.5267914604954733,0.4678038593007503,-0.13281733018137531,-0.33997690597273,-0.5565258421446431,-0.23361655896383426,-0.2965044112626841,0.0
"http://confOf#maxChoice","=","http://edas#hasCostAmount","dp",-0.7497921759131848,-0.8414313181598239,0.2772796747138413,-0.37174597067616655,0.4205879183166339,-0.061108864822293385,-0.460054647359154,-0.3849965702012128,-0.4437568275975027,-0.23283492898834868,0.0
"http://confOf#hasPostalCode","=","http://edas#startDate","dp",-0.6814320467520913,-0.8275163552659879,0.14289651806426273,-0.4742065178968642,0.5229463804819126,9.53521241361166E-4,-0.17818926765671983,-0.21139423788609368,-0.13697272241210334,0.03787115142535846,0.0
"http://confOf#hasPhone","=","http://edas#hasPostalCode","dp",-0.4655110654353064,-0.8115220643100922,-0.4046357112732879,-0.43625318376435385,0.1410441889623837,0.04324007403346619,0.32241563372090165,-0.1566972076657528,-0.29684419398560435,-0.5115235870344748,0.5067556803971107
"http://confOf#hasSurname","=","http://edas#paperDueOn","dp",-0.7798590386305274,-0.8369106897654812,0.3473041055796917,-0.317274896645073,0.4505864826929784,0.15892214245751934,-0.5983847168595344,-0.47018734308331767,-0.27076272277861213,0.13292308603602399,0.10627719173569627
"http://confOf#hasEmail","=","http://edas#hasFirstName","dp",-0.5004112917273782,-0.9167642278282386,-0.14828213872122376,-0.36227064788836616,0.22591466177907082,0.011548239142092909,-0.3370218771758019,-0.4682818803586334,-0.1755551465077092,-0.020982921766354634,0.0
"http://confOf#hasKeyword","=","http://edas#hasName","dp",-0.49431894166116397,-0.9105316858244067,-0.43715118210750814,-0.5023429779370727,0.14135870791603922,-0.28208537663385236,-0.31144643457560706,-0.5477592654845452,-0.09126599026786109,-0.23381862634246942,0.2336367905518305
"http://confOf#hasKeyword","=","http://edas#hasCostCurrency","dp",-0.6013153064991755,-0.9419303181199569,-0.34528500647046334,-0.3473517733579653,0.4983053643646831,-0.2608536124152425,-0.2030171377527965,-0.6051857461883652,-0.11535120761147333,-0.08393830259202906,0.061126349899517596
"http://confOf#hasSurname","=","http://edas#hasSubmissionInstructions","dp",-0.536902303947133,-0.9007280171526056,-0.34713269699711335,-0.15936740667893734,0.3494674114859935,0.2184970990213717,0.39874215218208975,-0.3394450370362244,-0.4032135748406991,0.1559311993727821,0.4660692747078121
"http://confOf#hasPhone","=","http://edas#hasEndDateTime","dp",-0.4953093450825319,-0.8676830998687826,0.006689735972498223,-0.1476646022109802,0.3563892399506956,0.018803992296886785,-0.3020002956662351,-0.5054009983505093,-0.20157548576985618,0.08844741978140935,0.0
"http://confOf#hasHomePage","=","http://edas#hasCity","dp",-0.45564288746448645,-0.8390341407043697,-0.1061297505627452,0.0718813395023088,0.32721330546646565,-0.2551726438009678,-0.27924520111606865,-0.3896921702880799,-0.2888260307462558,0.08442317446102732,0.14040129141163848
"http://confOf#defaultChoice","=","http://edas#hasFirstName","dp",-0.7700508811256052,-0.7599525470780122,0.3331143488409454,-0.359401857474394,0.31057890979656344,-0.17640143137901876,-0.18481625859800854,-0.4884530602225313,-0.1818685905429024,-0.10828206191499246,0.0
"http://confOf#has_title","=","http://edas#endDate","dp",-0.7245980259266642,-0.7923950550334833,0.36298068942816664,-0.39498963326803704,0.5033017609877806,-0.11350089053730583,-0.16540074588274734,-0.42861157322013177,-0.13162966921743668,-0.09159690562255551,0.0
