"left","relation","right","owl_type","ngramDistance","wuPalmer","path","lin","level2_jara_winklerdeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher","jaroWinklerMeasuredeunimadwsoamatchingmatcherstructurallevelGraphBasedUsedPropertyMatcher","word2Vec","prefix","word2VecStemmed","jaccard","level2_monge_elkan","suffix","esaSim","needlemanWunsch2Distance","umbcSim","soft_tfidf_jaro","hammingDistance","subStringDistance","outlier"
"http://cmt#AssociatedChair","=","http://confOf#Member_PC","c",-1.0,-0.46837944664031617,-0.9115384615384615,-0.9100699230551028,-0.43333333333333335,-0.4296296296296297,-0.6453062676734275,-1.0,-0.732462207060633,-1.0,0.0,-0.7777777777777778,-0.96979406285,-0.9047619047619047,-1.0,-1.0,-1.0,-0.8333333333333333,0.16039140933029927
"http://cmt#writePaper","=","http://confOf#expertOn","op",-0.7142857142857144,-0.6,-0.9090909090909091,-0.9089357443781914,-0.29999999999999993,-1.0,-0.8116129283220972,-0.7999999999999999,-0.5873410992008309,-1.0,-0.10000000000000009,-0.25,-0.9867688122,-0.8333333333333333,-1.0,-1.0,-1.0,-0.3333333333333335,0.33368805062070706
"http://cmt#ConferenceChair","=","http://confOf#Administrative_event","c",-1.0,-0.6442307692307693,-0.8990384615384616,-0.9315149571615227,0.019047619047618758,-0.0888888888888889,-0.5479016652403224,-0.8666666666666667,-1.0,-1.0,-0.32000000000000006,-0.9,-0.984928538,-0.76,-0.7739712372422218,-1.0,-1.0,-0.7714285714285714,0.0
"http://cmt#Document","=","http://confOf#Country","c",-1.0,-0.2500000000000001,-0.8181818181818181,-0.7507848715887537,0.426190476190476,0.42619047619047623,-0.717213725199644,-0.75,-1.0,-1.0,-0.08571428571428585,-0.4285714285714286,-0.9775102984,-0.5555555555555556,-0.929033137857914,-1.0,-0.75,-0.4666666666666668,0.26221269263625047
"http://cmt#Decision","=","http://confOf#Reviewing_results_event","c",-1.0,-0.523809523809524,-0.8666666666666667,-0.6811055257858322,0.2962962962962963,0.11594202898550687,-0.5331899021145698,-1.0,-0.9587474827195982,-1.0,-0.36,-0.9130434782608696,-0.9808125712666667,-0.7894736842105263,-0.7808209806680679,-1.0,-0.7391304347826086,-0.870967741935484,0.06052510808402434
"http://cmt#ProgramCommittee","=","http://confOf#Member","c",-1.0,-0.5894736842105264,-0.8786764705882353,-1.0,-0.38888888888888895,-1.0,-0.3392810192933229,-0.875,-0.7962047259856058,-1.0,-0.4666666666666667,-0.6666666666666666,-0.8573842986,-0.7692307692307692,-0.7913177013397217,-1.0,-1.0,-0.8181818181818181,0.07972483912718098
"http://cmt#Meta-Review","=","http://confOf#Contribution","c",-1.0,-0.5789473684210528,-0.9166666666666666,-0.8151305478447706,-0.5555555555555556,0.03333333333333344,-0.9875711198272937,-1.0,-1.0,-1.0,0.016666666666666607,-1.0,-0.9915734479,-0.7142857142857142,-1.0,-1.0,-0.8333333333333333,-0.8181818181818181,0.07701752665846828
"http://cmt#ProgramCommitteeMember","=","http://confOf#Banquet","c",-1.0,-0.2999164578111948,-0.8356902356902357,-0.6758744151058285,-0.4162257495590831,-1.0,-0.705597675187985,-0.9090909090909091,-0.850630576210726,-1.0,-0.5174603174603174,-0.9090909090909091,-0.9956408832666667,-0.8918918918918919,-0.9397367561856905,-1.0,-1.0,-0.8620689655172413,0.0
"http://cmt#Rejection","=","http://confOf#Author","c",-1.0,-0.5294117647058825,-0.8571428571428572,-1.0,0.03703703703703698,0.03703703703703698,-0.9336620788393971,-0.6666666666666667,-1.0,-1.0,-0.5333333333333333,-0.7777777777777778,-0.9838753996,-0.6666666666666667,-0.998843977577053,-1.0,-1.0,-0.7333333333333334,0.0
"http://cmt#Chairman","=","http://confOf#Student","c",-1.0,0.5238095238095235,-0.6666666666666667,-0.5396675347255742,-0.15476190476190477,-0.15476190476190477,-0.77488803788003,-1.0,-1.0,-1.0,-0.5428571428571428,-0.7142857142857143,-0.9949199376,-1.0,-1.0,-1.0,-1.0,-0.7333333333333334,0.13950489791271992
"http://cmt#Person","=","http://confOf#Short_paper","c",-0.6923076923076923,-0.10084033613445387,-0.7999999999999999,-0.6758919310612754,0.4600000000000002,-0.04040404040404033,-0.9690415812656422,-0.4545454545454546,-0.9835972823933159,-1.0,0.19999999999999996,0.0,-0.9960376703,-0.875,-0.9095175610855222,-1.0,-1.0,-0.2941176470588234,0.7337904994577034
"http://cmt#Conference","=","http://confOf#Poster","c",-1.0,-0.14285714285714302,-0.7777777777777778,-0.8456548010993957,0.19999999999999996,0.19999999999999973,-0.021577564452035403,-1.0,-1.0,-1.0,-0.3333333333333335,-0.6,-0.993973172,-0.5714285714285714,-0.8584052473306656,-1.0,-0.3999999999999999,-0.5,0.5069408071091264
"http://cmt#ProgramCommitteeChair","=","http://confOf#Company","c",-0.8333333333333333,-0.1390608875128998,-0.7481481481481481,-0.5679423916850649,-0.12211640211640207,-1.0,-0.5746785539413442,-0.7142857142857143,-1.0,-1.0,-0.4285714285714286,-1.0,-0.9918193035333334,-0.7714285714285714,-0.966393414263924,-1.0,-1.0,-0.5714285714285714,0.23461912929595385
"http://cmt#hasConflictOfInterest","=","http://confOf#hasAdministrativeEvent","op",-0.8974358974358974,-0.41538461538461535,-0.825,-0.6699998915792382,-0.29067460317460314,0.5414141414141413,-0.5266666915075655,-0.7142857142857143,-0.692531634436308,-0.6666666666666667,0.07666666666666666,-0.8095238095238095,-0.99040222025,-0.21739130434782616,-0.9685784876346588,-0.34385826419802457,-0.4545454545454546,-0.7209302325581395,0.7435518318418524
"http://cmt#PaperFullVersion","=","http://confOf#Camera_Ready_event","c",-1.0,-0.26279568384831553,-0.7906004489337822,-0.8946657905162835,-0.17354497354497356,0.12235449735449722,-0.7413901125782603,-1.0,-0.8895501093001807,-1.0,-0.21333333333333337,-0.8888888888888888,-0.9875978845555555,-0.6000000000000001,-0.9334151782095432,-1.0,-0.6666666666666667,-0.7647058823529411,0.0
"http://cmt#hasConflictOfInterest","=","http://confOf#parallel_with","op",-1.0,-0.1805555555555557,-0.7142857142857142,-0.6163521611084888,-0.2569444444444444,-0.0012210012210012167,-0.8419790189892602,-0.8461538461538461,-0.786681612336438,-1.0,-0.4208333333333334,-0.8461538461538461,-0.9962029498,-0.7241379310344827,-0.8315029665827751,-1.0,-0.8095238095238095,-0.8823529411764706,0.11254363570506953
"http://cmt#readByReviewer","=","http://confOf#writtenBy","op",-1.0,-1.0,-1.0,-1.0,0.3769841269841272,0.1534391534391535,-0.2689090646494747,-0.7777777777777778,-0.4785673898757252,-0.5,0.13333333333333353,-0.7142857142857143,-0.9672066995999999,-0.7894736842105263,-0.26642532646656036,-0.0720754583898221,-1.0,-0.6521739130434783,0.8348227797409986
"http://cmt#name","=","http://confOf#ends_on","dp",-1.0,-1.0,-1.0,-1.0,0.16666666666666674,-1.0,-0.8788146563665393,-0.5,-1.0,-1.0,0.19999999999999996,-0.5,-1.0,-0.8,-0.9392940737307072,-1.0,-1.0,-0.6363636363636362,0.48618385954323406
"http://cmt#ExternalReviewer","=","http://confOf#Paper","c",-1.0,-0.44891640866873084,-0.8666666666666667,-0.9345056926301898,-0.45000000000000007,0.016666666666666607,-0.779057764232485,-0.5999999999999999,-1.0,-1.0,-0.20000000000000007,-0.19999999999999996,-0.980844516,-0.7777777777777777,-0.9439799822866917,-1.0,-0.75,-0.6190476190476191,0.3059748153663342
"http://cmt#Administrator","=","http://confOf#Administrator","c",1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999996,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999996,1.0,1.0,5.633085401279041
"http://cmt#ConferenceMember","=","http://confOf#Student","c",-1.0,-0.01587301587301615,-0.7666666666666666,-0.7375765401049463,-0.23492063492063509,-0.392857142857143,-0.36374536458549855,-1.0,-0.5900391805377312,-1.0,-0.4476190476190476,-1.0,-0.9817542762,-0.8400000000000001,-0.6744117857888341,-1.0,-0.875,-0.6521739130434783,0.20765229262276153
"http://cmt#SubjectArea","=","http://confOf#Person","c",-1.0,-0.1809523809523811,-0.7840909090909091,-0.6769153062624993,-0.18253968253968256,-0.3232323232323232,-0.6012182645083908,-0.6666666666666667,-0.501679098257443,-1.0,-0.33333333333333326,-1.0,-0.956800903,-0.875,-0.41499757766723633,-1.0,-1.0,-0.7647058823529411,0.3476516633889827
"http://cmt#ConferenceMember","=","http://confOf#Administrative_event","c",-1.0,-0.6442307692307693,-0.8990384615384616,-0.9315149571615227,0.08253968253968269,-0.10555555555555551,-0.5351110201771658,-1.0,-0.8749994683506348,-1.0,-0.15333333333333343,-0.9,-0.97878420995,-0.6666666666666667,-0.8196298517286777,-1.0,-1.0,-0.7777777777777777,0.0
"http://cmt#hasSubjectArea","=","http://confOf#expertOn","op",-1.0,-0.2333333333333335,-0.8055555555555556,-0.8023719633794761,-0.6402116402116402,-0.07142857142857151,-0.8798456658013744,-0.8571428571428572,-0.7208929262330734,-1.0,-0.3333333333333335,-1.0,-0.9730176075,-0.8,-1.0,-1.0,-1.0,-0.8181818181818181,0.1880882235273218
"http://cmt#hasBeenAssigned","=","http://confOf#hasAdministrativeEvent","op",-0.8787878787878789,-1.0,-1.0,-1.0,0.6148148148148147,-0.3999999999999999,-0.7072792290689836,-0.5999999999999999,-1.0,-0.6000000000000001,0.4444444444444444,-0.9090909090909091,-0.9800559429,-0.5172413793103448,-0.960915569216013,-0.24235278441636232,-0.6363636363636365,-0.6756756756756757,0.6001274088511179
"http://cmt#ConferenceChair","=","http://confOf#Reviewing_results_event","c",-1.0,-0.7628205128205128,-0.9326923076923077,-0.9543433047743485,-0.14867724867724863,-0.10503795721187048,-0.6668854422670887,-0.7333333333333333,-1.0,-1.0,-0.28000000000000014,-0.9130434782608696,-0.9859456223,-0.8064516129032258,-0.8450785509000222,-1.0,-0.826086956521739,-0.7894736842105263,0.0
"http://cmt#Bid","=","http://confOf#University","c",-1.0,-0.19999999999999996,-0.7999999999999999,-0.8111698945667616,-0.04444444444444451,-0.04444444444444429,-1.0,-1.0,-1.0,-1.0,0.06666666666666665,-1.0,-0.9956544432,-0.8823529411764706,-1.0,-1.0,-1.0,-0.6923076923076923,0.11119092510880768
"http://cmt#date","=","http://confOf#hasEmail","dp",-1.0,-0.2941176470588236,-0.7777777777777778,-1.0,0.05555555555555558,0.16666666666666674,-0.5897580429222913,-1.0,-0.5503137010138145,-1.0,-0.3333333333333335,-0.75,-0.9947748774,-0.6666666666666667,-1.0,-1.0,-0.5,-0.6666666666666667,0.13662222046617167
"http://cmt#Co-author","=","http://confOf#Participant","c",-1.0,-1.0,-1.0,-1.0,-0.5202020202020201,0.09848484848484818,-0.6310529192218876,-0.8181818181818181,-0.7099501692856109,-1.0,0.06666666666666665,-0.75,-0.9990586962,-1.0,-1.0,-1.0,-1.0,-0.7894736842105263,0.13704495347160484
"http://cmt#name","=","http://confOf#hasSurname","dp",-0.20000000000000007,0.8666666666666665,2.220446049250313E-16,-1.0,0.05555555555555558,-0.09999999999999987,-0.4516799613976188,-0.19999999999999984,-1.0,-1.0,1.0,1.0,-1.0,-0.5,-1.0,-1.0,-0.8,0.1428571428571428,2.256327141417574
"http://cmt#Preference","=","http://confOf#Submission_event","c",-1.0,-0.10989010989011005,-0.7638888888888888,-0.7877483278100411,0.06666666666666665,-0.23055555555555562,-0.5903399618751675,-1.0,-1.0,-1.0,-0.040000000000000036,-0.875,-0.9907171956,-0.8181818181818181,-0.9737354256212711,-1.0,-1.0,-0.6923076923076923,0.06023012171298159
"http://cmt#PaperFullVersion","=","http://confOf#Participant","c",-1.0,-0.4745098039215686,-0.8678355957767723,-0.9536212433436899,-0.15567099567099574,-0.6,-0.9332767573385855,-0.6363636363636362,-1.0,-1.0,-0.20571428571428563,-0.8181818181818181,-0.9915956204666667,-0.7142857142857142,-0.9217121452093124,-1.0,-0.75,-0.7037037037037037,0.0762574937000492
"http://cmt#Bid","=","http://confOf#Submission_event","c",-1.0,0.19780219780219754,-0.6388888888888888,-0.460157024292532,-1.0,-1.0,-0.5883410407466982,-0.875,-0.9440990960982105,-1.0,-0.20000000000000007,-1.0,-0.9882582083,-0.8620689655172413,-0.6284589227288961,-1.0,-1.0,-0.7894736842105263,0.6780163823563066
"http://cmt#enterConferenceDetails","=","http://confOf#expertOn","op",-1.0,-0.6764705882352942,-0.9010989010989011,-1.0,0.22645502645502624,0.3136363636363635,-0.8519393014895338,-0.75,-0.9740545688365471,-1.0,0.40000000000000013,-0.8181818181818181,-0.9925829970666666,-0.7222222222222223,-0.851130465666453,-1.0,-0.5454545454545454,-0.7333333333333334,0.3539228566839271
"http://cmt#User","=","http://confOf#Regular","c",-1.0,0.6363636363636362,-0.5999999999999999,0.5557830547367255,-1.0,-1.0,-0.7910437378279325,-0.5,-0.7877115916804501,-1.0,0.0,-0.5,-0.9986808086,-0.6000000000000001,-0.8962988257408142,-1.0,-1.0,-0.6363636363636362,1.2501073415312143
"http://cmt#readPaper","=","http://confOf#studyAt","op",-1.0,-0.2666666666666667,-0.55,-1.0,0.050000000000000044,-0.328042328042328,-0.6671027640592397,-1.0,-1.0,-1.0,0.30000000000000004,-1.0,-0.9825261646,-0.6363636363636365,-0.8344320319592953,-1.0,-0.5555555555555556,-0.75,0.3667259370403174
"http://cmt#Conference","=","http://confOf#City","c",-1.0,-0.6666666666666667,-0.8181818181818181,-1.0,0.010000000000000009,0.010000000000000009,-0.6291892357712099,-0.5,-1.0,-1.0,-0.20000000000000007,-1.0,-0.9904529412,-0.875,-1.0,-1.0,-0.8,-0.7142857142857144,0.03167495027049594
"http://cmt#Rejection","=","http://confOf#Social_event","c",-1.0,0.20833333333333326,-0.5757575757575757,-0.5265969988467358,0.288888888888889,0.01851851851851838,-0.9684175709954969,-1.0,-0.9569697146928465,-1.0,-0.2666666666666667,-0.7777777777777778,-0.9905914326,-0.8666666666666667,-1.0,-1.0,-1.0,-0.8095238095238095,0.3029713417218045
"http://cmt#assignedByAdministrator","=","http://confOf#employedBy","op",-0.7241379310344827,-1.0,-1.0,-1.0,0.26709401709401703,-0.2840579710144927,-0.3723463103768816,-0.9130434782608696,-1.0,-0.5,-0.03333333333333355,-0.6521739130434783,-0.9757196959,-0.7777777777777777,-0.8381521254777908,-0.12541943637439068,-0.6521739130434783,-0.5151515151515151,0.6064792354322237
"http://cmt#Acceptance","=","http://confOf#Company","c",-1.0,-0.19999999999999996,-0.7999999999999999,-0.824242960225319,0.31428571428571406,0.3142857142857143,-1.0,-0.7142857142857143,-1.0,-1.0,-0.3142857142857143,-1.0,-0.9962038028,-0.3846153846153847,-0.9675556570291519,-1.0,-1.0,-0.5294117647058822,0.2273302846094305
"http://cmt#ProgramCommittee","=","http://confOf#Reception","c",-1.0,-0.2720588235294119,-0.8257575757575757,-0.8089766533148985,-0.45370370370370383,-1.0,-0.7399894984025652,-0.7777777777777778,-1.0,-1.0,-0.5269841269841271,-0.7777777777777778,-0.9976881894,-0.7391304347826086,-0.9184868540323805,-1.0,-1.0,-0.8400000000000001,0.0
"http://cmt#submitPaper","=","http://confOf#reviewes","op",-1.0,-1.0,-1.0,-1.0,-0.12777777777777777,-0.045454545454545414,-1.0,-0.75,-1.0,-1.0,-0.43999999999999995,-0.75,-0.9697844529,-0.7142857142857142,-1.0,-1.0,-1.0,-0.7894736842105263,0.0
"http://cmt#ProgramCommitteeMember","=","http://confOf#Company","c",-0.8400000000000001,-0.1390608875128998,-0.7731481481481481,-0.5679423916850649,-0.23492063492063509,-1.0,-0.4545584200022508,-0.7142857142857143,-1.0,-1.0,-0.2507936507936509,-1.0,-0.9890629952,-0.8378378378378379,-0.9201234510789315,-1.0,-1.0,-0.5862068965517242,0.22168972559951516
"http://cmt#Review","=","http://confOf#Camera_Ready_event","c",-1.0,-0.2758169934640523,-0.7663398692810458,-0.7637165035273413,0.40000000000000013,-1.0,-0.9018493971030662,-0.7777777777777778,-0.9496136683349968,-1.0,0.040000000000000036,-1.0,-0.9862876941333333,-0.8,-0.9240221952398618,-1.0,-1.0,-0.6666666666666667,0.42797777147646965
"http://cmt#Chairman","=","http://confOf#Reception","c",-1.0,-0.5789473684210528,-0.875,-1.0,0.12962962962962954,0.12962962962962954,-0.8377048309407681,-0.75,-1.0,-1.0,-0.6,-0.75,-1.0,-0.8,-1.0,-1.0,-1.0,-0.7647058823529411,0.0
"http://cmt#hasConferenceMember","=","http://confOf#hasCountry","op",-0.52,-0.21176470588235297,-0.8161764705882353,-0.5592214023107303,0.44148148148148136,0.6273684210526314,-0.7624104887161289,0.0,-1.0,-0.5,-0.009523809523809601,-0.8,-0.9755766804,-0.5714285714285714,-0.8701280504465103,0.13864666017815996,-0.368421052631579,-0.31034482758620685,0.4473537619473572
"http://cmt#Paper","=","http://confOf#Banquet","c",-1.0,-0.5000000000000001,-0.7777777777777778,-1.0,0.12380952380952381,0.12380952380952381,-1.0,-1.0,-0.9895538076553314,-1.0,-0.36,-1.0,-1.0,-0.5555555555555556,-1.0,-1.0,-0.7142857142857142,-0.6666666666666667,0.039432811331411854
"http://cmt#reviewerBiddingStartedBy","=","http://confOf#expertOn","op",-1.0,-0.2976827094474155,-0.819047619047619,-0.5256225647136421,-0.4216269841269842,-0.22222222222222232,-0.6423451051921569,-0.75,-1.0,-1.0,-0.06666666666666665,-0.9166666666666666,-0.9926871905333333,-0.8,-0.8074358503023783,-1.0,-1.0,-0.75,0.24266872466015
"http://cmt#runPaperAssignmentTools","=","http://confOf#hasCity","op",-1.0,-0.7660714285714286,-0.8726495726495727,-0.9508333172262965,-0.19166666666666665,-0.20910973084886142,-1.0,-1.0,-1.0,-1.0,-0.2333333333333334,-0.7142857142857143,-0.99039290255,-0.7948717948717949,-1.0,-1.0,-1.0,-0.7333333333333334,0.0
"http://cmt#Administrator","=","http://confOf#Contribution","c",-1.0,-0.6,-0.8823529411764706,-1.0,0.1288156288156288,0.1288156288156288,-0.7296220310862764,-1.0,-1.0,-1.0,-0.5,-0.8333333333333333,-0.9902282354,-0.7142857142857142,-1.0,-1.0,-0.8461538461538463,-0.6799999999999999,0.0
"http://cmt#name","=","http://confOf#hasVAT","dp",-1.0,-0.1578947368421053,-0.8333333333333334,-1.0,0.05555555555555558,-0.05555555555555558,-0.802077793177703,-1.0,-0.7718579643114556,-1.0,-0.3333333333333335,-1.0,-1.0,-0.75,-1.0,-1.0,-0.6666666666666667,-0.6000000000000001,0.025006059634073097
"http://cmt#Conference","=","http://confOf#Scholar","c",-1.0,-0.5555555555555557,-0.8666666666666667,-1.0,0.1523809523809525,0.1523809523809525,-0.7495900589875699,-0.7142857142857143,-1.0,-1.0,-0.48571428571428577,-0.8,-0.9922886462,-1.0,-0.8282833099365234,-1.0,-1.0,-0.7647058823529411,0.0
"http://cmt#Review","=","http://confOf#Contribution","c",-1.0,-0.1578947368421053,-0.8333333333333334,-0.6302610956895409,-1.0,-1.0,-0.7062971085580938,-0.8333333333333334,-1.0,-1.0,-0.06666666666666665,-1.0,-0.9848970244,-0.7777777777777777,-1.0,-1.0,-1.0,-0.7777777777777777,0.34762254016260585
"http://cmt#ConferenceMember","=","http://confOf#Tutorial","c",-1.0,-0.4761904761904763,-0.8675213675213675,-0.9253877483337017,-0.08611111111111114,-0.08333333333333348,-0.617180662927836,-1.0,-1.0,-1.0,-0.45833333333333337,-0.75,-0.9969557326,-0.9166666666666667,-0.48169004917144775,-1.0,-1.0,-0.8333333333333333,0.14524540886940318
"http://cmt#reviewsPerPaper","=","http://confOf#hasPostalCode","dp",-1.0,-0.888888888888889,-0.9523809523809523,-1.0,0.016931216931216797,-0.11709401709401712,-0.8385218831463034,-1.0,-0.8613377409928773,-1.0,-0.20000000000000018,-0.8666666666666667,-0.9964247784333333,-0.7647058823529411,-1.0,-1.0,-1.0,-0.7142857142857144,0.0025164105772920164
"http://cmt#Rejection","=","http://confOf#Science_Worker","c",-1.0,-0.2500000000000001,-0.811965811965812,-0.7758674605979926,0.03703703703703698,0.06349206349206349,-1.0,-0.8571428571428572,-0.9453258847441007,-1.0,-0.25714285714285723,-0.7777777777777778,-0.994042062,-0.6842105263157894,-0.9709245227277279,-1.0,-0.8571428571428572,-0.8260869565217392,0.0
"http://cmt#maxPapers","=","http://confOf#remark","dp",-1.0,-0.1619047619047621,-0.7857142857142857,-0.5225624188389556,-0.44444444444444453,0.2222222222222221,-0.7000946750085586,-0.33333333333333337,-0.9107035173636057,-1.0,-0.06666666666666665,-1.0,-0.9973245362,-0.6666666666666667,-1.0,-1.0,-1.0,-0.4666666666666668,0.446310667335608
"http://cmt#ProgramCommitteeChair","=","http://confOf#Organization","c",-1.0,-0.024089635854341762,-0.7116402116402116,-0.43099433443428503,-0.28042328042328046,0.08730158730158721,-0.30588582270537146,-0.9047619047619048,-0.855625488663126,-1.0,-0.47132275132275137,-0.8333333333333333,-0.958316386,-0.7333333333333334,-0.5002714296181996,-1.0,-0.9047619047619047,-0.8787878787878789,0.07782961969389612
"http://cmt#submitPaper","=","http://confOf#hasAdministrativeEvent","op",-1.0,-0.8181818181818182,-0.9444444444444444,-1.0,0.08253968253968269,-0.010101010101009944,-0.969849168358179,-0.9090909090909091,-1.0,-1.0,-0.2266666666666668,-0.8181818181818181,-0.99141720295,-0.6363636363636365,-1.0,-1.0,-1.0,-0.7575757575757576,0.04479505579470333
"http://cmt#paperAssignmentToolsRunBy","=","http://confOf#hasTopic","op",-1.0,-0.47916666666666674,-0.8660839160839161,-0.9001447489908465,-0.2746666666666667,-0.05999999999999994,-0.5028732324317153,-0.75,-0.8921141725928561,-1.0,-0.19733333333333347,-1.0,-0.98608757275,-0.8095238095238095,-0.8297575227916241,-1.0,-0.9199999999999999,-0.7575757575757576,0.01730384098363169
"http://cmt#paperID","=","http://confOf#remark","dp",-1.0,-0.4700854700854701,-0.7083333333333333,-1.0,-0.4111111111111111,0.06349206349206349,-0.7322335560365005,-0.7142857142857143,-0.7487187529799195,-1.0,-0.38,-1.0,-0.9973245362,-0.75,-0.9228911623358727,-1.0,-0.7142857142857142,-0.6923076923076923,0.05120101376032182
"http://cmt#siteURL","=","http://confOf#starts_on","dp",-1.0,-1.0,-1.0,-1.0,-0.3500000000000002,0.2571428571428569,-0.7936486574084141,-0.7142857142857143,-1.0,-1.0,-0.06666666666666665,-1.0,-0.9985490697,-0.6363636363636365,-0.9852639827877283,-1.0,-0.7777777777777777,-0.75,0.10309526143988124
"http://cmt#Reviewer","=","http://confOf#Reviewing_results_event","c",-0.40740740740740744,-0.8518518518518519,-0.9555555555555555,-1.0,0.7666666666666666,-0.19999999999999996,-0.6808876563465337,0.5000000000000002,-1.0,-1.0,0.6499999999999997,-0.9130434782608696,-0.32773887266666646,-0.631578947368421,-0.901678204536438,0.060921125902005935,-0.4782608695652173,-0.22580645161290325,0.7587814476615944
"http://cmt#assignReviewer","=","http://confOf#reviewes","op",0.11111111111111116,-1.0,-1.0,-1.0,0.38055555555555554,-1.0,-1.0,0.0,-1.0,-1.0,0.1416666666666666,-0.75,0.0012274333000001914,-0.30000000000000004,-1.0,-0.06145772545449024,-0.8571428571428572,0.27272727272727293,1.3051912063436824
"http://cmt#Person","=","http://confOf#Person","c",1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999996,1.0,0.9999999999999993,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999996,1.0,1.0,5.9141269983430975
